	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.19	0.275	0.0019	-0.1049	-0.0396	-0.0794	-0.3812	-0.4042	-0.3754	-0.2221	-0.2933	-0.2933	-0.3931	0.039	0.5726	0.5235	0.0101	0.1121	-0.019	-0.0401	0.3229	0.3229	0.5345
-4	0.3558	0.4159	0.0511	0.0364	-0.2239	-0.4284	-0.4038	-0.4319	-0.344	-0.2764	-0.2899	-0.2899	-0.0127	-0.0368	0.2592	0.4397	0.1636	-0.1738	0.0528	0.3324	0.1363	0.1363	1.0829
-3	0.201	0.2286	-0.1285	0.0664	0.073	0.0822	-0.6602	-0.8042	-0.4239	-0.5162	-0.2885	-0.2885	-0.1798	0.0257	0.2371	0.3702	0.1231	0.3007	0.2693	0.3636	0.4925	0.4925	1.1814
-2	0.1125	0.4486	-0.0686	0.0435	0.1944	-0.093	-0.6514	-0.8731	-0.4676	-0.6325	-0.696	-0.696	-0.6045	0.1651	0.2799	0.6363	0.2523	0.3964	0.1365	0.259	0.1853	0.1853	0.9913
-1	-0.2481	-0.6641	-0.2927	-0.2059	-0.5754	-0.2172	-0.0558	0.0757	-0.1747	-0.6129	-0.242	-0.242	-0.5365	0.4557	-0.4624	-0.2499	0.1005	0.4457	1.1709	0.5506	0.7158	0.7158	1.5329
1	-0.6328	-0.7094	-0.232	-0.0374	-0.4895	-0.0913	0.8403	0.2914	0.0885	0.2285	0.6791	0.6791	0.3873	0.4555	-0.0828	0.1936	0.348	-0.6565	-1.7342	-1.2654	-0.6525	-0.6525	1.0837
2	-0.6672	-1.2613	-0.5454	-0.2079	-0.1183	-0.1143	0.0354	-0.1218	0.473	0.0897	0.4257	0.4257	0.4719	-0.2185	0.3991	0.8237	0.0189	0.158	-0.7395	-0.6884	0.1182	0.1182	0.872
3	-0.3455	-1.1064	-0.881	0.5306	-0.7406	-0.5678	0.7248	1.0366	1.3543	1.071	1.1405	1.1405	0.1221	-0.9344	-1.0924	-0.5145	-0.8332	-1.1051	-1.6736	-2.0238	-1.7017	-1.7017	-1.304
4	0.372	0.0112	-0.2712	-0.0526	-0.0269	-0.0164	-0.2497	-0.448	-0.1421	-0.0055	0.1368	0.1368	0.1281	-0.074	0.608	0.6769	0.031	-0.2142	-0.5881	-0.7171	-0.888	-0.888	-0.9275
5	0.331	0.1818	-0.0835	0.1148	0.1262	0.2348	-0.4479	-0.2169	-0.1406	0.0584	0.051	0.051	-0.1971	-0.0321	0.2324	0.4724	-0.1267	0.0677	-0.4239	-0.523	-0.7317	-0.7317	-0.4526
