	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1068	0.2067	-0.021	-0.3555	-0.0422	-0.2861	-0.5523	-0.6196	-0.414	-0.2282	-0.106	-0.106	0.0298	0.2574	0.349	0.3474	0.0189	0.2031	0.2512	0.0136	0.2119	0.2119	0.388
-4	0.2632	0.3177	0.1414	0.0986	-0.2057	-0.5074	-0.5144	-0.4385	-0.3978	-0.1511	-0.0996	-0.0996	0.2314	0.0951	-0.0967	0.018	0.1373	-0.114	0.2852	0.5027	0.2632	0.2632	0.6323
-3	-0.1449	-0.0907	-0.1541	0.0516	0.2293	-0.0808	-0.7502	-0.9069	-0.592	-0.4203	-0.3095	-0.3095	0.0246	0.2211	-0.0353	0.0604	0.0155	0.4291	0.594	0.7878	0.5262	0.5262	0.8749
-2	-0.0723	0.0713	-0.2057	0.0867	0.1231	0.014	-0.4494	-0.8113	-0.2125	-0.3939	-0.4484	-0.4484	-0.383	0.2616	0.0661	0.1413	0.195	0.3054	0.3775	0.6583	0.3532	0.3532	0.8869
-1	-0.3477	-1.1464	-0.4411	-0.2232	-0.7032	-0.3266	-0.1767	0.1338	0.0667	-0.3852	-0.089	-0.089	0.1855	0.5535	-1.191	-1.3365	-0.1579	0.4121	1.3266	0.7701	0.6852	0.6852	1.6941
1	0.1415	-1.6428	-0.2217	-0.2007	-0.4972	-0.2056	0.673	0.2562	0.0096	0.221	0.9741	0.9741	0.9994	0.7684	-1.1456	-0.7935	-0.209	-1.1267	-1.3238	-0.3883	-0.1943	-0.1943	1.6167
2	-0.9209	-1.8913	-0.9994	-0.267	-0.8213	-0.4905	-0.0706	-0.2228	0.542	0.5507	0.7875	0.7875	1.3031	-0.0607	-0.9949	-0.7199	-0.2342	0.0081	0.1078	0.5846	0.9075	0.9075	1.7137
3	-0.832	-1.4045	-1.1037	0.3707	-1.055	-0.7277	0.6848	1.0499	1.127	1.1767	0.6555	0.6555	1.0154	-0.1953	-1.7532	-1.2252	-0.5563	-1.2667	-0.6941	-1.0605	-0.587	-0.587	-0.6647
4	0.1769	-0.132	-0.3324	-0.0535	-0.1034	-0.2971	-0.077	-0.1979	-0.0558	0.0857	0.2222	0.2222	0.4273	0.1353	-0.1315	-0.07	0.0741	-0.2721	0.0958	0.202	-0.2112	-0.2112	-0.0556
5	0.2831	0.2919	0.178	0.1614	0.1018	0.0418	-0.0901	-0.3906	-0.1827	0.0759	0.1059	0.1059	0.2404	-0.0559	-0.409	-0.2965	-0.1158	-0.0847	0.1253	-0.0825	-0.0845	-0.0845	0.0047
