	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2092	0.1527	0.0709	-0.1207	-0.0005	-0.1626	-0.4434	-0.4724	-0.4658	-0.4485	-0.2021	-0.2021	0.3857	0.005	0.249	0.2362	-0.035	-0.0071	0.3448	0.1233	0.4018	0.4018	0.7148
-4	0.2412	0.2738	0.059	-0.0261	-0.0775	-0.3833	-0.4926	-0.44	-0.4578	-0.422	-0.1298	-0.1298	0.2457	-0.1261	-0.218	-0.0077	0.0945	-0.0237	0.488	0.6837	0.4678	0.4678	1.0997
-3	0.2917	0.2854	-0.0335	-0.2726	0.3473	-0.0329	-0.726	-0.9196	-0.8424	-0.7475	-0.593	-0.593	-0.3518	-0.1347	-0.2076	-0.1238	0.1431	0.4539	0.7132	0.8394	0.8219	0.8219	0.8608
-2	0.6714	0.2778	0.1317	0.1401	0.4274	-0.0148	-0.2047	-0.4912	-0.5059	-0.7784	-0.9053	-0.9053	-0.6685	-0.2886	-0.4375	-0.1839	0.2229	0.2099	0.6037	0.5408	0.9464	0.9464	0.5543
-1	-0.6016	-1.0635	-0.4365	-0.5077	-0.506	0.1484	0.2731	0.7686	0.0795	-0.369	-0.5394	-0.5394	-0.103	0.3082	-1.011	-0.7431	0.1612	0.3391	0.8991	0.4532	1.1409	1.1409	2.0563
1	-1.1795	-0.715	0.4132	0.0278	0.1523	0.3316	0.99	0.4889	-0.4003	-0.2522	0.3176	0.3176	0.2898	0.4187	-0.9133	-0.1735	0.2757	-0.8016	-1.2077	-0.285	0.2167	0.2167	1.6722
2	-0.0576	-0.6984	0.0422	0.041	0.3233	0.237	0.0984	-0.1313	-0.097	-0.2643	0.0937	0.0937	0.6275	-0.1941	-0.5036	0.0924	0.0415	0.3649	-0.3079	-0.269	0.4869	0.4869	1.3945
3	0.4399	-0.8272	-0.6624	0.0256	-0.6985	-0.4682	0.7862	1.2612	0.929	0.5116	0.352	0.352	0.8811	-0.2034	-1.2129	-0.8522	-0.7906	-0.898	-1.645	-1.9914	-1.885	-1.885	-0.9333
4	0.1253	0.0242	-0.1509	-0.1753	-0.0635	-0.1533	-0.233	-0.327	-0.3747	-0.1798	0.3812	0.3812	1.317	-0.0033	-0.2006	0.0897	-0.0094	-0.1929	-0.6027	-0.7844	-1.325	-1.325	-0.1995
5	0.2737	-0.1418	0.1531	0.0684	0.2659	0.0232	-0.2059	-0.3285	0.0315	-0.0518	0.0689	0.0689	0.2591	-0.1867	-0.0327	0.0705	-0.1018	0.03	-0.0928	-0.2153	-0.7435	-0.7435	-0.3746
