	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1445	0.2508	0.0367	0.0566	-0.2616	-0.2335	-0.268	0.0632	-0.0582	-0.1192	0.0491	0.0491	0.1989	-0.0586	-0.0108	0.1362	-0.0895	0.1319	0.0707	-0.1235	-0.2626	-0.2626	0.1666
-4	0.4118	0.4232	0.2392	0.0903	-0.351	-0.571	-0.2825	-0.091	0.1476	-0.1787	0.1038	0.1038	0.0931	-0.2304	-0.1929	-0.082	0.0627	-0.3727	0.2204	0.1942	-0.1892	-0.1892	0.1127
-3	0.2018	-0.0698	-0.2909	0.0041	-0.1893	-0.1596	-0.191	0.1098	-0.0832	-0.1319	0.5614	0.5614	0.4425	0.0818	-0.7584	-0.3976	-0.5015	-0.0074	0.1619	0.5185	-0.3732	-0.3732	0.034
-2	0.594	0.2007	0.2757	-0.0667	0.3355	-0.1193	-0.0951	-0.1848	-0.2427	-0.5938	-0.4212	-0.4212	-0.5779	-0.3593	-0.1108	0.0687	0.1257	-0.0216	0.0958	0.3883	-0.1894	-0.1894	-0.1586
-1	-1.532	-1.9929	-1.0223	-0.6303	-1.1301	0.144	0.1388	1.3821	1.0242	-0.1974	-0.1207	-0.1207	-0.8145	-0.6787	-1.7359	-1.0308	-1.1883	0.9935	1.0097	0.4745	1.0467	1.0467	0.9549
1	-2.2953	-1.0717	0.7076	0.0147	-0.4638	-0.3168	1.0182	0.7256	-0.1443	0.4998	-0.5967	-0.5967	0.0793	-1.0145	-1.8824	-1.4822	0.116	-1.22	-0.3146	1.5863	0.8444	0.8444	0.9867
2	-0.7162	-1.3573	-0.518	-0.0262	-0.3789	-0.0093	0.0544	0.0625	-0.1609	-0.0968	0.3927	0.3927	0.8821	-0.1262	-0.937	-0.1144	-0.431	0.2742	0.4556	0.8377	1.0796	1.0796	2.7442
3	-0.1046	-1.1075	-0.6943	-0.0058	-0.8964	-0.7008	1.0339	1.4688	0.9781	0.2027	0.7676	0.7676	0.6314	-0.2267	-1.6053	-1.137	-0.5308	-1.0609	-1.1838	-1.3296	-0.8582	-0.8582	-0.208
4	0.4885	0.2702	-0.3396	-0.0041	-0.2302	-0.1463	-0.4476	-0.4566	-0.478	0.0475	0.1078	0.1078	0.9205	0.3712	-0.2835	0.0377	-0.3627	-0.3348	-0.095	0.0181	-0.2328	-0.2328	0.1885
5	0.714	0.1648	0.0555	0.2355	-0.0088	0.017	-0.3269	-0.2897	0.0382	-0.0169	0.1773	0.1773	0.2488	-0.0697	-0.3048	-0.2186	-0.3538	-0.2958	-0.0279	0.0627	-0.6198	-0.6198	-0.2093
