	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0113	0.3418	-0.1063	-0.2587	-0.0907	-0.1797	-0.4862	-0.3116	-0.2789	-0.2489	-0.0559	-0.0559	-0.0452	0.2703	0.4107	0.4214	-0.0716	0.0737	0.1228	-0.1684	-0.2364	-0.2364	-0.1319
-4	0.2282	0.2597	0.1823	0.056	-0.2283	-0.4726	-0.4023	-0.3711	-0.3045	-0.3003	-0.0751	-0.0751	0.1645	0.26	0.1824	0.3292	0.0458	-0.0909	0.002	0.1886	-0.1793	-0.1793	0.1408
-3	-0.1134	0.1213	-0.0975	0.1045	0.1825	0.1169	-0.5947	-0.5204	-0.545	-0.3699	-0.2315	-0.2315	-0.1334	0.2139	0.0215	0.1604	-0.1654	0.3563	0.3339	0.611	0.1405	0.1405	0.2622
-2	0.116	0.1275	-0.0761	-0.0583	0.1946	-0.0912	-0.4112	-0.5593	-0.3586	-0.5684	-0.6389	-0.6389	-0.5202	0.3537	0.2481	0.3115	0.1621	0.1871	0.2443	0.5053	0.0063	0.0063	0.323
-1	-0.2953	-0.9822	-0.3724	-0.2578	-0.554	-0.3133	-0.0435	0.2985	-0.0901	-0.5383	-0.0177	-0.0177	0.1061	0.5902	-1.0012	-1.0155	0.0618	0.3758	1.1903	0.4906	0.326	0.326	1.3099
1	0.1522	-1.5336	-0.0486	-0.1417	-0.4477	-0.1503	0.6315	0.4134	-0.1066	0.086	0.7576	0.7576	0.7843	0.8803	-0.8626	-0.5021	-0.0698	-1.0818	-1.4647	-0.3701	-0.4564	-0.4564	1.4587
2	-0.7075	-1.5041	-0.7717	-0.1773	-0.5894	-0.2735	0.0308	-0.1104	0.3085	0.4975	0.649	0.649	1.1496	-0.0428	-0.9333	-0.3988	-0.3585	0.012	-0.0137	0.6239	0.5125	0.5125	1.4961
3	-0.5864	-1.0138	-0.8517	0.5107	-0.8747	-0.4411	0.6918	0.9207	0.9731	0.9026	0.617	0.617	0.8761	-0.0169	-1.7229	-0.86	-0.3661	-1.0337	-0.5754	-0.9571	-0.3842	-0.3842	-0.6987
4	0.2165	-0.0284	-0.2386	0.1818	-0.0499	-0.1241	-0.1984	-0.1798	-0.1761	0.0102	0.0858	0.0858	0.1906	0.1936	-0.2036	0.4741	-0.0444	-0.209	-0.1039	0.152	-0.4519	-0.4519	0.1963
5	0.5576	0.3968	0.0028	0.1825	0.0313	-0.0242	0.0657	-0.2593	-0.1088	-0.0309	-0.0118	-0.0118	-0.0339	-0.0853	-0.2876	-0.1779	-0.2655	-0.0196	0.016	-0.041	-0.3556	-0.3556	-0.2597
