	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.097	0.1806	-0.0321	-0.1248	-0.0387	-0.1773	-0.0908	-0.1015	0.0934	-0.0385	0.1407	0.1407	-0.0697	-0.0162	0.171	0.2421	-0.08	-0.2117	-0.1613	-0.2328	-0.3303	-0.3303	-0.1174
-4	0.2123	0.3226	0.037	0.2123	-0.2013	-0.2853	-0.1679	-0.2337	0.0573	-0.0883	0.1339	0.1339	-0.0697	-0.2405	0.1059	0.127	-0.0054	-0.3286	0.0281	-0.0497	-0.399	-0.399	0.06
-3	0.1278	0.2738	-0.1016	0.0031	0.2625	-0.1353	-0.4576	-0.3204	-0.0932	-0.2436	-0.0054	-0.0054	-0.0043	-0.0124	0.0065	0.2371	0.0116	0.0209	0.266	0.0873	-0.0738	-0.0738	0.1703
-2	0.3859	0.4666	-0.0357	0.2124	0.3009	-0.039	0.0239	-0.0632	-0.1466	-0.545	-0.3334	-0.3334	-0.3769	-0.0932	0.0597	0.3585	0.1026	-0.0325	0.0457	-0.2109	0.0269	0.0269	0.1313
-1	-0.38	-0.5885	-0.4275	-0.2657	-0.3633	-0.1537	0.2043	0.4402	0.3647	-0.146	0.0816	0.0816	-0.3914	0.1656	-0.3117	-0.4025	-0.034	0.3193	0.4639	0.0208	0.218	0.218	1.0974
1	-0.5736	-0.6328	-0.1991	-0.1133	-0.15	-0.1902	0.5469	0.5959	0.406	0.2031	0.6933	0.6933	0.4476	0.3801	-0.6954	-0.1165	0.0578	-0.7511	-1.4895	-0.8617	-0.8274	-0.8274	0.7878
2	-0.0479	-0.2852	-0.2438	-0.0031	-0.0738	-0.3356	0.055	0.0066	0.2054	-0.0143	-0.0927	-0.0927	0.2649	-0.1429	0.1866	0.3823	-0.0056	0.1748	-0.3173	-0.3829	-0.0279	-0.0279	0.8389
3	0.2294	-0.3851	-0.556	0.0813	-0.4897	-0.6818	0.4432	1.0968	0.7423	0.4026	0.3565	0.3565	0.4957	-0.0472	-0.7088	-0.2138	-0.793	-1.0226	-1.3003	-1.8316	-1.8517	-1.8517	-0.6195
4	0.0384	0.2262	-0.0541	0.1645	-0.1568	-0.2351	-0.1502	-0.1157	-0.1145	0.137	0.1332	0.1332	0.4264	0.1473	-0.1192	0.4263	0.0602	-0.2872	-0.5225	-0.6853	-1.273	-1.273	0.1474
5	0.6509	0.3213	0.0904	-0.382	0.3224	0.2244	-0.789	-1.0804	-0.6756	-0.4844	-0.7811	-0.7811	-0.7995	0.0394	0.7271	0.8099	0.2145	0.3002	-0.2094	-0.194	-0.6474	-0.6474	-0.4585
