	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0945	0.1809	-0.0041	-0.0398	0.0118	-0.1491	-0.328	-0.4784	-0.4018	-0.159	-0.0966	-0.0966	-0.5315	0.1716	0.0897	0.1881	0.3093	0.3129	0.272	0.1098	-0.1727	-0.1727	1.0478
-4	0.2068	0.223	0.0384	0.0036	0.0657	-0.3093	-0.2508	-0.3971	-0.4289	-0.2939	-0.5737	-0.5737	-0.5027	0.0122	-0.0698	0.0697	0.4764	0.2001	0.4131	0.4643	0.0219	0.0219	0.3036
-3	0.346	0.2715	-0.078	0.1435	0.393	0.1328	-0.412	-0.9678	-0.5864	-0.4112	-0.3338	-0.3338	-0.3983	0.0456	-0.5281	-0.369	0.2175	0.4784	0.4426	0.6013	-0.1989	-0.1989	0.2651
-2	0.5189	0.5114	0.0143	0.1141	0.3537	0.0755	-0.389	-0.8672	-0.0453	-0.632	-0.6741	-0.6741	-0.7243	-0.3004	-0.5082	-0.6427	0.3089	0.4116	0.4966	0.5912	0.1082	0.1082	0.0295
-1	-1.0588	-1.3809	-0.8586	-0.5698	-1.0315	0.2509	0.6475	1.3248	1.1101	0.2823	0.8566	0.8566	0.4447	-0.013	-1.7783	-1.6975	-0.6268	-0.7731	-0.4065	-0.4958	0.7463	0.7463	0.5642
1	-2.5388	0.1175	0.8559	-0.0036	0.4836	0.4461	1.0572	0.5983	-0.7225	0.2217	-0.8054	-0.8054	0.2972	-0.7218	-1.5675	-1.2107	0.0396	-1.4695	-0.4501	0.5926	1.1227	1.1227	0.1535
2	-0.3384	-0.6457	0.0857	0.1575	0.2897	0.5368	0.316	0.1695	-0.1394	-0.0347	0.098	0.098	0.349	-0.3192	-0.5201	-0.0196	-0.1498	0.0794	-0.5793	0.1704	1.4311	1.4311	1.8999
3	-0.2037	-0.3433	-0.373	-0.1996	-0.0043	-0.3822	0.0592	-0.1317	-0.265	0.0841	0.8881	0.8881	0.722	1.0741	-0.4696	0.4933	-0.1767	-0.401	-1.6951	-1.869	-1.4974	-1.4974	-0.9493
4	0.1165	0.3324	-0.2226	0.1054	0.0986	0.1572	0.2101	-0.0059	-0.3745	0.0534	-0.3898	-0.3898	-0.3491	-0.059	0.4243	0.4054	0.2495	-0.2408	-0.6849	-0.2854	-1.114	-1.114	-0.4072
5	0.5732	0.1371	0.146	-1.2623	0.1859	0.0121	-0.3737	-1.5916	-0.4749	0.3129	-0.5043	-0.5043	-0.6571	-0.1107	0.4781	0.6318	0.2045	0.0794	-0.1745	-0.3363	-0.932	-0.932	-0.6215
