	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1484	0.2717	0.0758	-0.0067	-0.258	-0.3221	-0.2779	0.1012	0.1231	0.1689	0.0938	0.0938	0.154	-0.0103	-0.2213	-0.2122	-0.0498	-0.0392	0.1631	-0.1035	-0.2299	-0.2299	-0.2061
-4	0.14	0.3469	0.1476	0.0557	-0.3357	-0.6573	-0.3337	-0.1161	-0.0103	-0.1055	0.0496	0.0496	0.1286	-0.1317	-0.4757	-0.3795	0.0819	-0.1716	0.1855	0.8806	-0.1363	-0.1363	0.6502
-3	0.0503	0.1238	-0.3072	-0.0873	-0.0918	-0.1814	-0.3616	-0.3939	-0.2317	-0.1595	-0.1652	-0.1652	-0.1062	-0.1493	-0.6642	-0.5693	-0.2559	0.0866	0.9401	1.0804	0.3604	0.3604	0.7664
-2	0.3778	0.1804	0.1881	-0.0624	0.0385	-0.1519	0.3746	0.1341	-0.1595	-0.5783	-0.6389	-0.6389	-0.4829	0.0325	-0.8166	-0.6088	0.0143	0.0134	0.2547	0.7872	0.3798	0.3798	0.3599
-1	-1.147	-1.5575	-0.7522	-0.5173	-1.2088	-0.1525	0.9281	1.6374	1.2994	0.1764	-0.1882	-0.1882	-1.1412	-0.3646	-1.8869	-1.687	-0.5901	-0.8027	-0.2582	0.9374	1.0413	1.0413	0.078
1	-3.1139	-0.9469	0.2576	0.0067	-0.1218	-0.2772	0.235	0.6198	0.3245	0.8139	0.0491	0.0491	0.5294	-0.1352	-1.5443	-1.0245	0.3008	-1.3898	-0.8279	1.2032	0.1218	0.1218	2.2011
2	-0.7341	-1.1692	-0.18	0.0747	0.1226	0.2266	0.2768	0.3655	0.4481	-0.0507	0.6779	0.6779	0.7933	-0.4002	-0.1571	0.1536	-0.4187	0.0175	-1.08	-0.6213	0.6625	0.6625	1.3815
3	-0.2015	-0.7635	-0.5115	0.0887	-0.6391	-0.3828	0.771	1.1933	0.6407	0.3777	0.9603	0.9603	0.5125	-0.4329	-1.0741	0.6047	-1.0914	-0.8157	-2.0584	-2.3725	-2.2012	-2.2012	-0.3551
4	-0.0425	0.0207	-0.2844	0.1534	-0.212	-0.3749	-0.2086	-0.1838	-0.0938	0.2897	0.4692	0.4692	0.6313	0.4048	0.2947	0.4285	-0.0508	-0.4405	-0.8027	-0.8661	-1.1133	-1.1133	-0.6024
5	0.2033	-0.2163	0.015	-0.1513	0.0164	-0.229	-0.0983	-0.3098	0.0144	-0.1303	0.2694	0.2694	0.4418	0.2043	0.0883	0.2658	-0.0382	-0.5097	-0.1042	-0.2164	-0.6486	-0.6486	-0.5305
