	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2406	0.4396	-0.0553	-0.0808	-0.2464	-0.2499	-0.274	-0.0462	-0.1319	-0.0343	-0.0521	-0.0521	-0.0551	0.1072	0.148	0.3323	0.1465	0.0264	-0.2827	-0.2992	-0.5027	-0.5027	-0.5138
-4	0.1186	0.4469	0.2152	0.1826	-0.1961	-0.2761	-0.215	-0.1284	-0.0211	-0.1672	-0.0769	-0.0769	-0.185	-0.1438	0.1999	0.2551	0.1081	-0.1446	-0.1774	0.1342	-0.5143	-0.5143	-0.1796
-3	0.3251	0.3187	-0.201	0.0712	0.301	0.0558	-0.3492	-0.4693	-0.3357	-0.2512	-0.1344	-0.1344	-0.3387	0.0024	0.1243	0.1693	-0.0517	0.362	-0.1573	0.2068	-0.2737	-0.2737	0.0788
-2	0.142	0.4751	-0.0345	0.1045	0.5215	0.1482	0.0768	-0.131	-0.3916	-0.6464	-0.7373	-0.7373	-0.8912	0.1331	0.2705	0.1865	0.2968	0.2134	-0.4072	-0.1589	-0.4431	-0.4431	-0.5315
-1	-0.9494	-1.7084	-0.5013	-0.5215	-0.6234	-0.2146	0.3415	1.3303	1.023	0.0767	0.5948	0.5948	0.2023	0.8251	-0.4789	-0.8658	-0.748	0.14	-1.4964	-1.5568	-1.2303	-1.2303	0.1118
1	-2.4459	-0.5754	0.6574	0.3712	0.261	0.3701	0.785	0.5037	-0.0431	0.1232	0.1644	0.1644	0.6792	0.1337	-1.4901	-1.1303	0.0307	-1.5055	-0.5563	0.2525	0.2606	0.2606	0.7967
2	-0.4128	-1.5993	-0.3974	-0.3161	-0.3141	-0.0884	0.2677	0.3945	0.4136	0.1795	0.5168	0.5168	1.2745	-0.0349	-0.4684	-0.2424	-0.3204	-0.3025	-1.0582	-0.0806	-0.1001	-0.1001	1.1038
3	-0.1645	-0.9246	-0.942	-0.0749	-0.6606	-0.3403	0.5378	1.2141	1.2208	0.6368	0.6828	0.6828	0.6875	0.0675	-1.7886	-1.2358	-0.2893	-1.1324	-1.3178	-1.6112	-1.6997	-1.6997	-1.3152
4	0.3679	0.4923	-0.0396	0.121	-0.161	-0.2359	-0.4262	-0.3906	-0.2508	0.0305	0.0385	0.0385	0.2093	0.4097	-0.2355	-0.1071	0.2397	-0.3117	-0.1947	0.0947	-0.7154	-0.7154	-0.6015
5	1.1568	0.8542	-0.0696	-0.6716	0.2399	0.1811	-0.7362	-1.1648	-0.8666	-0.5352	-0.1892	-0.1892	-0.4684	-0.3324	-0.1351	-0.6443	0.1923	0.3244	0.0906	0.0088	-0.4283	-0.4283	-0.2893
