	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0502	0.0436	-0.0679	-0.1653	-0.1607	-0.4647	-0.3728	-0.0748	0.053	-0.0834	0.0273	0.0273	0.1895	-0.1006	-0.5541	-0.4812	0.1106	0.1703	0.6219	0.5791	0.8913	0.8913	1.1359
-4	0.1063	-0.0523	0.0912	0.0062	-0.3988	-0.62	-0.3025	-0.3708	-0.0142	-0.2891	0.0962	0.0962	0.2489	-0.3788	-0.7536	-0.6418	0.1516	-0.2043	0.9199	0.9715	1.2372	1.2372	1.579
-3	-0.205	-0.1576	-0.4465	0.0737	-0.1275	-0.1762	-0.5075	-0.5378	-0.3133	-0.3999	-0.1298	-0.1298	-0.0769	-0.1967	-1.1246	-0.9346	-0.2113	0.3387	1.1946	1.3858	1.5485	1.5485	1.938
-2	0.0478	0.0585	-0.1388	-0.0021	0.143	-0.2648	-0.2233	-0.384	-0.2576	-0.4573	-0.5668	-0.5668	-0.3758	-0.2118	-1.1201	-0.9029	0.1745	0.2711	1.0287	1.1459	1.9472	1.9472	1.3562
-1	-0.5739	-1.3989	-0.5553	-0.1972	-0.7691	-0.3606	-0.0976	0.2238	-0.1324	-0.4631	-0.5891	-0.5891	-1.1857	-0.5723	-2.2954	-2.1929	-0.5699	0.0353	2.0792	1.6037	2.6338	2.6338	2.1662
1	-1.7955	-1.4615	-0.1631	-0.2986	0.1323	0.2957	0.5583	0.2838	-0.2169	-0.1408	-0.2558	-0.2558	-0.0719	-0.5894	-2.0017	-1.7261	0.1397	-0.9858	0.0142	2.0189	1.6979	1.6979	2.6795
2	-0.5798	-0.3592	-0.3723	0.0672	0.0124	0.0235	-0.0324	0.0296	-0.1063	-0.0516	0.3401	0.3401	0.6416	-0.4106	-0.7664	-0.4353	-0.0404	0.1468	0.1792	0.8023	1.2223	1.2223	1.8563
3	0.7403	0.2667	-0.067	0.1402	-0.1642	-0.1403	0.4858	0.5905	0.0266	-0.1147	0.1655	0.1655	0.1411	-0.299	-0.777	-0.6923	-0.3944	-0.3753	-0.301	-0.0881	-0.0797	-0.0797	0.6114
4	0.1176	-0.0515	-0.0933	0.0021	-0.0442	-0.1009	-0.1948	-0.414	-0.3181	0.1398	0.1234	0.1234	0.1952	-0.0172	-0.193	-0.2244	0.1499	-0.1582	0.3028	0.4751	0.623	0.623	0.7938
5	0.3472	-0.0592	-0.018	-0.0201	-0.0513	0.1419	-0.1678	-0.2766	-0.0493	-0.0829	0.0013	0.0013	-0.0574	-0.1213	-0.1269	-0.1102	-0.0254	0.0449	0.1945	0.2676	0.4604	0.4604	0.3955
