	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2901	0.1401	0.1157	-0.201	-0.1086	-0.2785	-0.0176	0.0801	0.0999	0.065	0.0929	0.0929	-0.0709	-0.1212	-0.1468	-0.1887	0.0188	0.0292	-0.0016	-0.1107	-0.1441	-0.1441	0.2073
-4	0.2144	0.4465	0.0974	-0.0775	-0.373	-0.4812	-0.258	-0.0547	0.0699	-0.0044	0.1295	0.1295	0.0668	-0.1057	-0.2161	-0.1744	0.1546	-0.2358	0.0501	0.3306	0.005	0.005	0.4887
-3	0.5409	0.234	0.0322	-0.0686	0.0276	-0.0352	0.041	-0.0688	0.043	-0.1498	0.0758	0.0758	0.0764	-0.1503	-0.2782	-0.4025	-0.2794	0.017	0.0069	0.0091	-0.083	-0.083	0.4345
-2	0.1824	0.1896	-0.027	0.0401	0.0737	-0.0298	-0.0255	0.0608	0.0685	-0.3322	-0.0579	-0.0579	0.0069	0.098	-0.0026	-0.0229	-0.0678	-0.0275	-0.1364	-0.0296	-0.4265	-0.4265	-0.025
-1	0.2102	-0.001	0.1768	0.2232	-0.0195	-0.0157	0.1951	0.3288	0.1508	-0.2011	0.146	0.146	-0.1375	0.0738	-0.6019	-0.6986	-0.4239	-0.3917	0.404	0.2424	0.1389	0.1389	0.6682
1	-0.8223	-1.0585	0.1006	-0.0718	-0.2978	0.1183	0.8165	0.9813	0.6305	0.4319	0.7088	0.7088	0.237	0.5018	-1.1604	-0.6822	-0.1519	-1.1515	-1.9914	-1.1537	-1.5926	-1.5926	-0.2968
2	0.049	-0.3481	-0.0814	-0.0412	0.0352	0.1039	0.1345	-0.0578	0.1114	0.004	0.1107	0.1107	0.4018	-0.3498	0.2957	0.2626	-0.0373	-0.0257	-0.6352	-0.3578	-0.8969	-0.8969	-0.1098
3	0.3063	-0.3435	-0.1696	0.2636	-0.1634	0.2302	0.4325	0.9572	0.5122	0.3191	0.5027	0.5027	0.295	0.1587	-0.9423	-0.5438	-0.5843	-0.5547	-1.2816	-1.5997	-2.2865	-2.2865	-1.2455
4	0.0603	0.1759	-0.0424	0.1721	-0.0494	-0.1383	-0.128	-0.2004	-0.1655	0.2076	0.1571	0.1571	0.0602	0.0637	0.1454	0.1207	0.1584	-0.2419	-0.2207	-0.0984	-0.9168	-0.9168	-0.3166
5	0.7113	0.3227	0.1571	0.1627	0.1375	0.0843	-0.1752	-0.1176	-0.109	-0.0795	0.0216	0.0216	-0.1299	0.0561	-0.0557	-0.1032	-0.2065	-0.1997	-0.3356	-0.3879	-0.8803	-0.8803	-0.6363
