	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.1768	0.0362	-0.1811	-0.0416	-0.2909	-0.2248	-0.2173	0.1312	0.1482	0.143	0.1493	0.1493	0.3387	0.2058	-0.0067	0.2468	0.0563	0.0973	-0.3009	-0.441	-0.3469	-0.3469	0.0317
-4	0.0782	0.1092	0.0536	0.0162	-0.3196	-0.4244	-0.1616	-0.1263	0.0852	-0.187	0.2793	0.2793	0.6777	-0.0555	0.0842	0.0704	0.0936	-0.2646	-0.1554	-0.2364	-0.4261	-0.4261	0.2144
-3	0.1172	0.1009	-0.2344	0.1656	0.0305	-0.0341	-0.3626	-0.282	-0.1447	-0.048	-0.0686	-0.0686	0.1019	0.1268	-0.0608	0.1298	0.1512	0.1736	-0.044	0.1929	-0.5282	-0.5282	0.1626
-2	0.4193	0.1254	0.0297	0.1588	0.0385	-0.1242	-0.0674	-0.0893	0.0024	-0.0003	-0.2289	-0.2289	0.0381	0.0107	-0.2606	0.0485	0.1766	0.0876	-0.0787	-0.2961	-0.5251	-0.5251	-0.1908
-1	-0.1024	-0.7518	-0.4559	-0.2339	-0.5264	-0.0811	0.0343	0.444	0.2387	-0.1652	0.4524	0.4524	-0.1361	0.552	-0.9746	-0.8632	0.0913	0.5795	0.4059	-0.0555	-0.5665	-0.5665	0.1214
1	-1.6871	-1.5564	-0.4753	-0.3416	-0.6098	-0.2373	0.9443	0.7343	0.3934	0.1754	1.0362	1.0362	0.5459	0.5139	-0.5158	-0.3798	0.3259	-0.5753	-1.8729	-1.0241	-1.0061	-1.0061	0.8111
2	-0.2131	-1.2283	-0.6607	-0.1093	-0.6585	-0.7226	-0.2334	0.0396	0.4867	0.257	0.6717	0.6717	1.1828	0.0296	0.159	0.6437	-0.1079	-0.2239	-1.2029	-0.7797	-1.3417	-1.3417	0.5726
3	-0.1085	-0.406	-0.8663	0.1677	-0.728	-0.3337	0.6972	1.0622	0.6113	0.1717	0.6891	0.6891	0.4163	-0.0414	0.0356	0.2452	-0.6629	-0.4191	-1.7283	-2.3339	-2.0776	-2.0776	-1.2709
4	0.1465	-0.0299	-0.3504	0.1223	-0.1363	-0.0443	-0.2542	-0.1175	-0.3075	0.2232	0.0701	0.0701	0.3892	0.4196	0.0699	0.5738	0.0086	-0.0192	-0.5697	-0.7069	-1.0995	-1.0995	-0.3442
5	-0.084	-0.0844	-0.0264	-0.0164	-0.1018	-0.1707	-0.0299	-0.002	0.1573	0.0287	0.433	0.433	0.4749	0.1426	0.1147	0.2315	-0.1203	-0.0479	-0.632	-0.8248	-1.0515	-1.0515	-0.6746
