	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.1032	0.1647	-0.031	0.0179	-0.399	-0.3909	-0.0075	0.0009	0.1576	-0.0226	0.1525	0.1525	0.4192	-0.4307	0.0979	0.1612	-0.2228	-0.2369	-0.1023	-0.2209	0.0417	0.0417	0.2854
-4	-0.0628	0.2514	-0.1673	0.1638	-0.6181	-0.5908	-0.1966	0.2162	0.0136	-0.0899	0.1182	0.1182	0.1825	-0.3617	-0.0767	0.5015	-0.1384	-0.4775	-0.293	0.2303	-0.2135	-0.2135	0.3608
-3	-0.0138	0.0619	-0.3098	-0.0949	-0.1325	-0.1967	0.1494	0.2966	0.1296	0.067	0.3122	0.3122	0.2669	-0.4361	0.1223	0.2537	-0.5502	-0.3095	-0.2595	-0.1679	0.3603	0.3603	0.7966
-2	-0.1585	0.7195	-0.0785	0.1601	0.9226	0.3797	-0.0217	0.0079	-0.1148	-0.3398	-0.113	-0.113	-0.0644	-0.1412	0.1462	0.714	-0.3554	0.0922	-0.6609	-0.3376	0.2593	0.2593	0.5582
-1	-0.4706	-0.5904	-0.5359	0.0626	-0.6356	-0.7147	0.0866	0.1359	0.6242	0.2055	1.1069	1.1069	0.1662	-0.0029	-0.1664	-0.0973	-0.8886	0.4731	-0.7521	-1.1597	-0.2696	-0.2696	2.7882
1	-0.8043	-0.0164	-0.7181	-0.2965	-0.7264	-0.6688	-0.3507	-0.0583	-0.358	-0.2276	-0.067	-0.067	-0.209	-0.4997	0.4594	2.0001	-0.1948	-0.1338	-1.5627	-1.231	-0.0989	-0.0989	0.0257
2	-0.8246	-0.5109	-0.5317	-0.1	-0.0673	-0.378	-0.1108	0.0372	-0.1041	0.0267	0.3852	0.3852	0.4335	-0.5671	0.9026	1.2255	-0.2465	-0.2155	-1.2159	-1.1002	-0.3894	-0.3894	0.0482
3	-0.7059	-0.4197	-0.8967	-0.0181	-0.4925	-0.6639	-0.159	0.2038	-0.3645	-0.1708	-0.0994	-0.0994	-0.2122	-0.1589	1.0492	1.729	-0.4264	-0.4891	-1.2891	-1.1606	-0.83	-0.83	-0.563
4	-0.4134	-0.1321	-0.3163	0.0506	-0.0482	-0.2222	-0.4279	-0.3704	-0.4247	0.1381	-0.307	-0.307	0.2852	-0.123	0.9876	1.1571	-0.0435	-0.4071	-0.7412	-0.5348	-0.5897	-0.5897	-0.2757
5	-0.4103	-0.189	-0.5034	-0.0872	-0.1465	0.0649	-0.5707	-0.1868	-0.2682	-0.1552	-0.4275	-0.4275	-0.3048	0.0709	0.9257	1.5736	-0.319	-0.1719	-0.8357	-0.6092	-0.3	-0.3	-0.1857
