	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1257	0.2797	0.0135	-0.092	-0.1355	-0.379	-0.1922	-0.0244	0.1148	-0.0598	0.057	0.057	0.2112	-0.0592	-0.0076	0.0263	0.043	0.121	-0.0763	-0.2035	-0.1058	-0.1058	0.101
-4	0.1315	0.3101	0.1346	-0.0601	-0.4278	-0.4542	-0.3464	0.1368	0.0511	-0.0478	0.2446	0.2446	0.1982	-0.1423	-0.2185	0.0104	0.0346	-0.1131	-0.1831	0.3446	-0.212	-0.212	0.2898
-3	0.2292	0.0554	-0.0577	-0.1121	-0.0077	-0.1125	-0.0546	-0.1519	0.0087	-0.0246	0.0314	0.0314	-0.0016	0.0538	-0.0599	-0.0962	-0.0278	0.263	-0.036	-0.0799	-0.147	-0.147	0.1353
-2	-0.1652	0.195	-0.1328	0.0424	-0.0211	-0.0692	-0.0243	0.0841	0.0996	-0.2212	-0.1012	-0.1012	0.0099	0.1188	-0.0647	0.1146	0.002	0.2579	-0.1487	-0.0332	-0.4906	-0.4906	-0.0287
-1	0.2389	0.1397	0.1536	0.0342	-0.0291	-0.1174	-0.0756	0.0772	0.0677	-0.035	0.3154	0.3154	-0.1593	0.2887	-0.8038	-0.6438	-0.2278	-0.0298	0.349	-0.0077	-0.0449	-0.0449	0.5958
1	-1.3937	-0.6386	0.0335	-0.0277	-0.3932	-0.0487	0.5096	0.8404	0.6611	0.6724	0.5355	0.5355	0.4571	0.3795	-0.8795	-0.2035	-0.0392	-0.823	-1.8439	-1.0472	-1.5919	-1.5919	0.0311
2	0.0608	-0.2034	-0.1117	-0.2046	0.0899	0.0154	-0.2809	-0.1961	-0.1096	0.026	0.0626	0.0626	0.2586	-0.2724	0.3686	0.5957	0.0962	0.291	-0.8069	-0.4901	-1.1041	-1.1041	-0.2833
3	-0.4031	-0.2294	-0.3714	0.1834	-0.0725	0.0277	0.2173	0.7584	0.3446	0.407	0.2301	0.2301	-0.006	0.0984	-0.3107	0.2495	-0.0489	-0.0179	-0.9008	-1.08	-1.9593	-1.9593	-0.9509
4	-0.4025	0.0716	-0.1323	0.0272	-0.0641	-0.1905	-0.2219	-0.137	-0.1533	0.2282	0.0684	0.0684	0.0198	0.1983	0.3115	0.3872	0.2008	-0.0282	-0.3257	-0.115	-0.8652	-0.8652	-0.1213
5	0.2904	0.1433	-0.0063	0.1191	0.0388	0.0111	-0.1811	-0.0642	0.0266	-0.0244	0.0332	0.0332	0.0045	0.0007	0.139	0.249	-0.1387	-0.0308	-0.3314	-0.316	-0.7892	-0.7892	-0.5269
