	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2044	0.3151	-0.0219	-0.0622	-0.1929	-0.4184	-0.4169	-0.1414	-0.091	-0.081	0.0927	0.0927	0.4628	-0.0497	-0.0126	0.1359	-0.0835	0.0788	0.1439	-0.2343	0.0339	0.0339	0.0736
-4	0.2252	0.1954	0.0463	-0.0577	-0.2499	-0.5543	-0.449	-0.2701	0.1039	-0.2694	0.0959	0.0959	0.5337	-0.0993	-0.2242	-0.1933	0.0501	-0.3257	0.3717	0.441	0.0748	0.0748	0.4697
-3	0.0303	0.2078	-0.184	-0.034	0.2521	-0.1398	-0.7522	-0.6551	-0.4237	-0.3242	-0.1274	-0.1274	0.3324	-0.0013	-0.3363	-0.1796	-0.1172	0.3323	0.6068	0.6034	0.8007	0.8007	0.9963
-2	-0.1871	0.5858	-0.071	0.2736	0.5202	0.0412	-0.4385	-0.6753	-0.42	-0.7957	-0.4927	-0.4927	-0.2201	-0.0071	-0.6419	-0.4382	0.2144	0.6456	0.5688	0.451	0.5608	0.5608	1.0159
-1	1.0669	-0.8414	-0.1069	-0.2699	-0.8054	0.2807	0.4694	0.8929	0.0272	-0.4067	-0.7351	-0.7351	-0.8477	0.5336	-1.6422	-1.7818	-0.4097	-0.5497	0.099	0.9218	0.1616	0.1616	-0.0505
1	-2.1482	1.4171	1.1373	0.0587	0.6071	0.195	-0.0668	-0.2742	-0.5799	0.0145	-0.636	-0.636	0.2295	-0.3917	-1.0432	-0.9463	-0.0612	-0.402	-0.4223	-0.4508	0.4278	0.4278	0.6474
2	-0.2535	-0.1715	0.0729	0.0332	0.1856	0.2583	-0.1458	-0.1416	-0.1474	0.0272	0.1664	0.1664	0.5691	-0.2407	-0.0782	0.283	-0.0188	0.023	-0.7664	-0.0759	0.1557	0.1557	0.1808
3	0.0238	-0.1095	-0.2024	0.1216	-0.1811	-0.3302	0.0642	0.3832	-0.0678	-0.311	1.219	1.219	1.1195	-0.0461	-0.5905	-0.0295	-0.4626	-0.5873	-1.1081	-1.2113	-0.3462	-0.3462	-0.7742
4	0.2597	0.3865	-0.2337	0.1748	-0.2141	-0.1626	-0.3558	-0.3361	-0.1778	0.0673	0.2776	0.2776	0.4066	-0.069	0.2103	0.4766	0.0826	-0.1079	-0.7391	-0.3981	-0.9208	-0.9208	-0.7542
5	-0.034	-0.1584	-0.4742	-0.4742	0.1448	0.0874	-0.4905	-0.4943	-0.2666	-0.4122	0.3168	0.3168	0.6053	-0.0955	0.3465	0.4806	-0.0747	0.1882	-0.1497	-0.1926	-0.0544	-0.0544	-0.0896
