	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.3095	0.394	0.1414	-0.1565	-0.3528	-0.1942	-0.2149	-0.1701	-0.0101	0.0011	0.0414	0.0414	-0.8267	-0.0092	0.0721	0.1793	0.1225	0.1771	-0.0304	-0.0381	-0.1484	-0.1484	-0.0629
-4	0.3222	0.549	0.3518	-0.1326	-0.31	-0.585	-0.2081	-0.2517	0.0339	-0.0472	-0.7502	-0.7502	-0.7518	-0.1659	-0.1346	0.2603	0.2202	-0.1108	0.1654	0.5252	-0.1498	-0.1498	0.1806
-3	0.4008	0.3514	0.0134	0.1064	0.2141	0.2218	-0.3172	-1.0517	-0.2133	-0.0481	-0.2577	-0.2577	-0.4286	-0.1926	-0.4235	-0.3671	-0.0691	0.2708	0.3402	0.6348	0.1426	0.1426	0.5492
-2	0.2431	0.702	0.0847	0.1249	0.4179	0.1365	-0.2478	-0.9083	-0.363	-0.5561	-0.6112	-0.6112	-1.0478	-0.016	-0.0774	0.1215	0.2485	0.3339	-0.0486	0.3597	-0.1284	-0.1284	0.2544
-1	-1.056	-1.7408	-0.4929	-0.3882	-0.9528	-0.0907	0.4603	1.2455	1.426	0.1936	0.8105	0.8105	-0.1266	0.4863	-1.1981	-1.1893	-0.6654	-0.2479	-0.7599	-1.0961	-0.4772	-0.4772	1.1767
1	-2.5438	-0.2195	1.0498	0.3863	0.4068	0.3791	0.6128	-0.4976	-0.2669	0.482	0.0139	0.0139	0.4217	-0.3377	-1.9993	-1.5026	0.0588	-1.161	-0.1687	0.7534	0.9181	0.9181	0.9699
2	-0.5478	-1.6381	-0.2008	-0.0416	-0.4648	-0.04	0.4074	0.4248	0.4905	0.2635	0.7149	0.7149	1.3068	-0.542	-0.7519	-0.5579	-0.5247	-0.3805	-0.7356	0.0205	0.2353	0.2353	1.3879
3	0.2293	-0.6662	-0.7915	0.3638	-0.832	-0.2557	0.6329	0.6634	1.0922	0.7136	0.9507	0.9507	0.8442	-0.2384	-1.9789	-1.3518	-0.4749	-1.1057	-1.0511	-1.2311	-1.7389	-1.7389	-0.7067
4	0.263	0.4528	-0.1206	0.0404	-0.1112	0.0029	-0.1461	-0.8646	-0.3245	0.1235	0.1876	0.1876	0.1868	0.1645	-0.2823	0.1001	-0.0558	-0.3957	-0.0556	0.3408	-0.6591	-0.6591	-0.56
5	1.4086	0.6905	0.2024	-0.2325	0.1155	-0.0445	-0.4035	-0.6872	-0.4243	-0.1251	-0.8232	-0.8232	-0.7178	0.0208	-0.0061	-0.0132	-0.3038	-0.1853	-0.2538	-0.3477	-0.8163	-0.8163	-0.7137
