	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1154	0.6642	0.1664	-0.1646	-0.2393	-0.1127	-0.2569	-0.5479	-0.8552	-0.0786	-0.2128	-0.2128	-0.6787	0.206	-0.2394	-0.297	-0.1752	0.339	0.6474	0.4835	1.5458	1.5458	1.1208
-4	0.8142	0.5116	0.6384	0.0011	-0.1891	-0.5981	-0.5652	-0.8332	-0.8089	-0.6934	-1.0176	-1.0176	-0.6783	-0.2283	-0.7155	-0.547	0.0407	-0.2825	0.7418	1.3256	1.3655	1.3655	1.6008
-3	0.0822	0.1354	-0.0481	0.0651	0.441	-0.0503	-0.5859	-0.7668	-0.8394	-0.8879	-0.6962	-0.6962	-0.4885	-0.2386	-0.6489	-0.489	0.0118	0.6111	1.0295	1.0666	2.1684	2.1684	2.1071
-2	-0.2439	0.6382	-0.1554	0.0275	0.477	0.3358	-0.5286	-1.2754	-1.1056	-0.6592	-1.0224	-1.0224	-1.1078	0.0019	-0.6686	-0.7959	0.5433	0.6061	0.5927	1.1328	2.0784	2.0784	1.8566
-1	-0.7516	-0.4236	-0.003	0.1518	-0.1533	0.0624	-0.3216	-0.0645	-0.3283	-0.5758	-0.7896	-0.7896	-0.8025	-0.0807	-1.0103	-1.3211	-0.0624	0.2589	1.7625	0.9666	2.7193	2.7193	4.0296
1	-1.6731	-1.0551	0.0895	0.2682	-0.0281	0.3845	0.6461	-0.3794	-0.3931	-0.0439	0.581	0.581	1.0384	0.4079	-0.8551	-1.1577	0.4876	-0.6546	-0.7695	0.3654	0.8107	0.8107	3.8903
2	-0.0179	-0.8773	-0.2845	-0.5998	-0.2142	0.1134	-0.0152	-0.466	-0.0749	-0.2735	0.2626	0.2626	1.4332	-0.3708	-0.3014	-0.3763	0.1882	0.0188	-0.4702	0.1152	1.1304	1.1304	1.3877
3	1.3861	-0.2483	-0.0545	-0.0011	0.1231	-0.3541	0.6312	0.1566	-0.0646	0.9884	-0.1132	-0.1132	0.6601	-0.0788	-1.362	-1.2097	-0.6755	-1.0035	-1.2048	-1.8652	-1.4591	-1.4591	-0.9956
4	0.8248	0.183	-0.1783	-0.0968	0.0704	-0.0672	-0.1415	-0.8685	-0.3884	-0.0041	-0.5007	-0.5007	-0.0446	0.2721	0.0155	0.005	0.3583	-0.4523	0.1028	0.0072	-0.3364	-0.3364	-0.8029
5	1.1915	0.7021	0.4086	-0.2813	0.2006	0.3177	-0.6963	-1.2405	-0.8634	-0.2681	-0.6945	-0.6945	-0.6898	-0.1976	-0.221	-0.9391	-0.0956	-0.0484	0.3517	0.3532	0.6337	0.6337	0.1229
