	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1071	0.2793	-0.0421	-0.0152	-0.2612	-0.3552	-0.2357	-0.0651	-0.0759	0.0283	0.0282	0.0282	0.2495	0.0871	-0.2012	-0.1771	-0.0337	0.0653	0.2307	0.1718	-0.0475	-0.0475	0.35
-4	-0.0381	0.2327	0.1444	0.2187	-0.2548	-0.5787	-0.361	-0.2429	-0.1502	-0.2463	0.0982	0.0982	0.1431	-0.2015	-0.4834	-0.2897	0.1586	-0.0585	0.5628	0.7982	-0.0198	-0.0198	0.4575
-3	-0.1099	-0.1537	-0.5757	0.2982	-0.0624	-0.2559	-0.459	-0.237	-0.6193	-0.2631	0.5094	0.5094	0.5219	0.0492	-0.9216	-0.5404	-0.298	0.0943	0.5744	1.1168	0.0585	0.0585	0.4239
-2	0.4848	0.2074	0.2068	-0.0236	0.1921	-0.209	-0.0794	-0.445	-0.3356	-0.8386	-0.4991	-0.4991	-0.3621	-0.2303	-0.5453	-0.3623	0.1517	0.2876	0.4298	0.8252	0.3309	0.3309	0.7037
-1	-1.3555	-2.0465	-1.1402	-0.879	-1.2447	0.2072	0.1465	1.5378	0.6209	-0.5183	-0.2258	-0.2258	-0.5284	-0.5728	-2.0064	-1.7961	-1.3138	0.9413	0.9881	1.0193	1.6658	1.6658	1.3947
1	-1.7699	-0.4827	0.5449	-0.0596	-0.2358	-0.4254	0.7639	0.7496	-0.2969	0.4528	-0.364	-0.364	0.406	-0.6812	-1.9107	-1.6545	0.0958	-1.3806	-0.0316	1.3983	0.957	0.957	2.2275
2	-0.3531	-1.2554	-0.3708	0.0539	-0.1753	-0.2259	-0.1291	-0.1779	-0.1662	-0.3477	0.4613	0.4613	1.081	-0.2555	-0.9835	-0.4676	-0.2808	0.1382	0.5727	0.8789	1.1704	1.1704	2.8158
3	0.1506	-0.8072	-0.4024	0.0672	-1.0429	-0.7206	1.0717	1.5383	0.7731	0.2937	0.6993	0.6993	0.6735	-0.2876	-1.6418	-1.1412	-0.8395	-1.1434	-1.4773	-1.5306	-1.1933	-1.1933	0.2093
4	0.4784	0.3615	-0.3044	0.015	-0.2823	-0.331	-0.3038	-0.2235	-0.3617	-0.0832	0.2926	0.2926	0.7259	0.1498	-0.374	0.0676	-0.1017	-0.2547	-0.1351	0.0252	0.0241	0.0241	0.2845
5	0.7806	0.108	0.1491	-0.2418	-0.0853	-0.0586	-0.6348	-0.6973	-0.4711	-0.2261	-0.0989	-0.0989	-0.1011	0.1382	-0.0635	0.1836	-0.1561	-0.2032	0.2461	0.4268	0.1331	0.1331	0.4795
