	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.5388	0.4687	0.139	-0.1705	0.0279	-0.1432	-0.4532	-0.8675	-0.5106	-0.3449	-0.4681	-0.4681	-0.4063	0.2282	0.5098	0.7426	-0.0061	0.0129	-0.2379	-0.3755	-0.5229	-0.5229	-0.4149
-4	0.6074	0.5128	-0.1134	0.0158	-0.1904	-0.2212	-0.6201	-0.6725	-0.784	-0.0997	-0.4586	-0.4586	-0.5589	0.3639	0.6814	0.9219	0.0138	-0.0217	-0.5388	-0.4654	-0.7081	-0.7081	-0.7063
-3	0.1981	0.1265	-0.0925	0.1988	-0.0463	-0.1425	-0.8538	-1.0828	-1.1017	-0.9054	0.1739	0.1739	0.1431	0.8679	0.5245	0.9683	-0.1249	0.374	-0.5316	-0.8199	-1.1002	-1.1002	-0.7049
-2	0.6354	0.2553	-0.0459	-0.016	0.2736	0.0444	-1.426	-1.6616	-1.1554	-0.7434	-1.4805	-1.4805	-1.3839	0.6641	0.8862	1.0224	0.14	0.7306	-0.4996	-0.6542	-1.0371	-1.0371	-1.0792
-1	0.6482	-0.6963	0.2651	0.3008	-0.0156	0.1561	-0.253	-0.1857	-0.2722	-0.7532	-0.9523	-0.9523	-1.1914	0.1898	-0.6146	-0.6088	-0.2715	1.4449	0.8743	-0.7797	-0.5032	-0.5032	-1.0775
1	-0.4252	-1.4694	1.2196	0.897	0.0613	0.6202	1.481	0.1755	-0.7317	0.1605	-0.1438	-0.1438	-0.9688	-0.1622	-0.154	0.4686	-0.2812	-0.9939	-2.18	-2.2766	-0.5194	-0.5194	-0.5572
2	-0.6109	-1.4336	-0.3565	-0.1731	0.1901	0.2394	0.3989	0.1113	0.5077	0.3808	-0.4394	-0.4394	0.312	-0.1202	-0.5415	-0.2783	-0.1005	0.0464	-0.4937	0.7345	0.689	0.689	1.0518
3	-1.7074	-1.7575	-0.9711	0.3998	-1.1095	-0.0138	0.9636	1.7215	0.9551	1.0659	0.4601	0.4601	0.6558	-0.1505	-1.5155	-1.0279	-0.9862	-1.4549	-1.6932	-1.823	-1.0006	-1.0006	-1.1889
4	-1.3854	-1.4267	-1.1296	-0.1495	-0.5134	-0.2258	0.0325	0.1228	-0.2334	-0.2787	1.041	1.041	0.8131	0.7088	-0.836	-0.184	0.0338	0.0649	0.1743	0.4418	0.9024	0.9024	1.1105
5	-0.0566	-0.6626	-0.9798	-0.2792	-0.772	-0.5391	0.8151	1.2831	0.4812	0.1145	1.1945	1.1945	0.3053	-0.2914	-0.7199	-0.2158	-0.8371	-0.4217	-1.1672	-1.3476	-0.6997	-0.6997	-1.3978
