	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2223	0.3301	0.1427	-0.0266	-0.2173	-0.465	-0.1313	-0.0878	0.0977	-0.0472	0.141	0.141	0.487	-0.1247	0.1699	0.3292	-0.13	-0.0933	-0.411	-0.7614	-0.8422	-0.8422	-0.5485
-4	0.1767	0.5565	0.3166	0.1358	-0.205	-0.5853	-0.2746	-0.2301	0.0017	-0.0771	-0.096	-0.096	0.1894	-0.1221	-0.0099	0.3	-0.0735	-0.2319	-0.2117	0.1462	-0.718	-0.718	-0.1841
-3	-0.1063	0.1019	-0.1449	0.0206	0.0459	-0.1253	-0.3589	-0.3516	-0.3167	-0.1107	0.2141	0.2141	0.5656	0.2382	-0.3192	0.0933	-0.3777	0.2116	0.0799	0.238	-0.4721	-0.4721	-0.1713
-2	0.3727	0.4678	0.2867	-0.0095	0.5473	-0.2424	-0.2855	-0.4829	-0.3425	-0.6593	-0.9121	-0.9121	-0.284	0.0449	0.0027	0.4408	0.0755	0.1555	-0.1667	0.0508	-0.5462	-0.5462	-0.3041
-1	-1.1679	-2.1222	-0.7024	-0.5079	-1.3542	0.2468	0.5148	1.454	1.2518	0.1484	0.4516	0.4516	0.6869	-0.2013	-1.3933	-0.7677	-1.2083	0.0036	-0.505	-0.9444	0.4753	0.4753	-0.145
1	-2.6692	-0.4569	0.7066	0.0095	-0.3232	-0.2806	0.9522	0.4908	0.2022	0.907	-0.2295	-0.2295	0.4437	-0.7268	-1.7738	-1.0681	0.1538	-1.8582	-0.632	0.906	-0.0279	-0.0279	0.9007
2	-0.9412	-1.702	-0.5061	-0.1524	-0.5215	-0.206	-0.0382	-0.0044	0.2355	0.2771	0.7476	0.7476	1.2013	-0.1328	-0.6395	0.0868	-0.3363	0.2255	-0.0543	0.0363	0.0637	0.0637	1.3436
3	0.3321	-1.0411	-0.5157	0.1717	-1.0358	-0.7972	1.0184	1.3591	1.1926	0.5861	0.4858	0.4858	0.4415	-0.19	-1.6492	-0.523	-0.5577	-1.3784	-2.2524	-2.3867	-2.5585	-2.5585	-0.8103
4	0.2569	0.2728	-0.4212	-0.0369	-0.4366	-0.2994	-0.4536	-0.4494	-0.2936	0.3364	0.3504	0.3504	0.9191	0.4661	-0.1033	0.5535	-0.2182	-0.463	-0.8321	-0.5887	-1.3221	-1.3221	-0.6691
5	0.6464	0.2763	0.1071	0.7455	0.0053	-0.152	-0.2293	-0.1209	-0.0668	-0.0493	0.2244	0.2244	0.3147	-0.0194	0.1684	0.1789	-0.3098	-0.3709	-0.5174	-0.6991	-0.9758	-0.9758	-0.4609
