	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.1785	-0.0687	-0.2005	-0.2261	-0.1981	-0.3654	-0.3118	-0.1619	-0.1158	-0.0313	0.0801	0.0801	0.3217	0.1221	0.0765	0.0896	0.1266	0.1754	0.2734	0.138	-0.132	-0.132	-0.0208
-4	0.1358	-0.0061	-0.0419	-0.0398	-0.3702	-0.6548	-0.3031	-0.2776	-0.1189	-0.2867	0.4003	0.4003	0.7715	0.0663	-0.4118	-0.2517	0.1638	-0.1182	0.1541	0.4109	-0.1011	-0.1011	0.3387
-3	-0.342	-0.2106	-0.1913	-0.0117	0.1452	-0.1049	-0.3784	-0.5967	-0.1882	-0.0266	0.202	0.202	0.5429	0.2469	-0.4512	-0.3489	-0.0527	0.3312	0.3275	0.4414	-0.2691	-0.2691	0.2897
-2	-0.1741	0.0237	-0.0564	-0.1119	0.2076	-0.1718	-0.3174	-0.4248	0.0484	-0.3064	-0.0606	-0.0606	0.1565	0.175	-0.2496	-0.1893	0.1141	0.2832	0.2652	0.3574	-0.2725	-0.2725	0.1773
-1	-0.3739	-1.1535	-0.5478	-0.0538	-0.4875	-0.3128	0.2239	0.3889	0.4683	-0.0615	0.163	0.163	-0.2836	0.4407	-1.9489	-1.9562	-0.1402	1.0908	1.046	-0.2515	-0.28	-0.28	1.7955
1	-1.9361	-0.4211	0.5096	0.0827	-0.2793	-0.3661	1.1261	0.6582	0.0642	0.6901	0.8588	0.8588	0.8861	0.298	-1.9597	-1.9091	-0.3025	-1.4353	-1.2951	-0.8733	0.223	0.223	0.8267
2	-0.4688	-1.025	-0.521	0.0832	-0.1298	-0.1565	0.3152	0.3494	0.1332	0.2299	0.4297	0.4297	0.9638	-0.3069	-0.1632	0.2195	-0.1096	-0.1225	-0.5235	-0.3474	-0.8195	-0.8195	0.3758
3	-0.35	-0.8126	-2.8818	0.0116	-0.4584	-0.5107	0.7534	1.2712	1.0817	0.7013	0.907	0.907	0.7784	-0.1986	-1.3704	-0.6223	-0.8728	-1.1002	-1.2524	-1.6975	-1.7286	-1.7286	-0.8182
4	0.0873	0.2405	-0.162	0.0512	-0.0508	-0.2551	-0.1338	-0.2391	-0.1552	0.0338	0.12	0.12	0.8192	0.154	-0.0442	-0.0048	-0.0109	-0.3699	-0.3442	-0.161	-0.538	-0.538	0.0366
5	0.2953	0.0701	-0.0311	0.0261	0.0904	-0.1293	-0.2694	-0.4302	-0.0157	-0.1165	0.2145	0.2145	0.5023	0.0115	-0.0305	0.0491	-0.1335	-0.108	0.0182	-0.2666	-0.3089	-0.3089	-0.3649
