	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.038	0.2827	0.558	0.1118	-0.0763	-0.1353	-0.0687	-0.5001	-0.5082	-0.3186	-0.3028	-0.3028	-0.0275	0.2707	0.2036	0.5346	-0.0031	-0.0267	-0.1614	-0.3432	-0.5446	-0.5446	-0.5637
-4	0.2016	0.3416	0.6478	0.0251	-0.2755	-0.4059	0.2673	0.3752	-0.2401	-0.1825	-0.2202	-0.2202	-0.161	-0.0389	-0.0829	0.0723	-0.0865	-0.4069	-0.4076	0.0495	-0.3233	-0.3233	-0.4537
-3	-0.191	-0.2294	-0.0899	-0.2084	-0.0719	-0.1628	0.1496	0.5861	-0.1962	-0.085	0.1279	0.1279	0.0108	0.0157	-0.2481	0.0176	-0.4441	-0.289	0.2448	0.4402	-0.2476	-0.2476	-0.134
-2	0.2575	-0.4004	0.4796	-0.224	0.2751	-0.2522	-0.3566	-0.0506	0.0917	-0.2346	-0.5817	-0.5817	-0.7251	-0.1744	0.2237	0.3788	0.0271	-0.1172	0.2	0.2914	0.0418	0.0418	-0.0795
-1	-0.9894	-1.2269	-0.2545	-0.318	-0.903	-0.3252	0.2687	0.9422	0.3722	-0.441	-0.5119	-0.5119	-0.9213	-0.4478	-0.7541	-0.6669	-0.9031	0.6895	1.4189	0.7943	1.5347	1.5347	1.0862
1	-1.5042	-0.5162	0.7674	0.1891	-0.3072	-0.5597	0.622	0.0346	-0.336	0.1137	-0.2144	-0.2144	0.007	-0.4731	-0.6889	-0.1269	0.3881	-0.6245	-0.0832	1.1998	0.459	0.459	0.566
2	-0.7527	-1.1896	-0.1664	-0.0714	-0.4196	-0.5076	0.0781	-0.0235	-0.0525	-0.125	0.2481	0.2481	0.7165	0.1711	0.0384	0.3774	-0.3605	0.0514	0.3833	0.3819	0.7035	0.7035	1.927
3	0.0749	-0.713	-0.0418	0.2221	-0.5485	-0.5718	0.7145	0.9494	0.6461	0.3322	-0.0892	-0.0892	0.3991	0.0459	-0.1504	0.0798	-0.4825	-0.9377	-0.7724	-0.8869	-0.6814	-0.6814	-0.6012
4	0.3656	0.1694	0.037	0.3587	-0.2382	-0.3325	0.1122	0.0047	-0.2182	-0.018	0.0816	0.0816	0.4037	0.2055	0.0858	0.3394	-0.1815	-0.4345	-0.5401	-0.2907	-0.8349	-0.8349	-0.7957
5	0.0476	-0.0494	-0.2018	-0.0255	-0.0106	-0.0306	-0.2341	-0.3027	-0.1208	-0.0664	0.1643	0.1643	0.445	0.3077	0.0618	0.13	-0.086	-0.0789	-0.1357	-0.0494	-0.2935	-0.2935	0.0113
