	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.008	0.1444	-0.1258	-0.1406	-0.1268	-0.3952	-0.4727	-0.1897	-0.2469	-0.1647	-0.1481	-0.1481	-0.0201	0.1153	0.0879	0.4542	0.2704	0.1618	0.1742	0.1603	-0.2436	-0.2436	0.0082
-4	0.2128	0.1977	0.0316	-0.0319	-0.2011	-0.3981	-0.3649	-0.2941	-0.3338	-0.2941	0.0215	0.0215	0.3506	0.1135	0.0727	0.1913	0.1855	0.0421	0.1559	-0.0059	-0.2002	-0.2002	0.3657
-3	0.1141	0.0387	-0.1792	-0.0477	0.1118	-0.1152	-0.4261	-0.5003	-0.4114	-0.2223	-0.3086	-0.3086	-0.1138	0.1072	-0.0041	0.2534	0.1619	0.3882	0.3354	0.3289	-0.2095	-0.2095	0.2528
-2	0.0697	0.2335	-0.1182	0.1015	0.2088	-0.0621	-0.411	-0.425	-0.1841	-0.3965	-0.4157	-0.4157	-0.3455	0.3415	0.0292	0.2582	0.3038	0.3543	-0.0085	0.1057	-0.259	-0.259	0.111
-1	-0.4305	-0.9094	-0.4136	-0.1799	-0.5227	-0.1971	0.065	0.1632	-0.1558	-0.2893	0.4151	0.4151	-0.004	0.9733	-0.9037	-0.8372	0.1541	0.657	0.5455	-0.018	-0.5529	-0.5529	0.0787
1	-1.9485	-0.8992	0.1393	0.3488	-0.2719	0.3499	1.4069	0.9303	-0.0592	-0.0525	0.5778	0.5778	0.4912	0.3185	-0.8345	-0.5824	0.077	-1.1477	-1.9296	-1.4083	-0.2065	-0.2065	0.201
2	-0.4508	-1.1455	-0.6938	-0.1135	-0.5928	-0.4149	-0.0589	0.0598	0.1643	0.2644	0.5006	0.5006	1.0962	-0.0203	0.0331	0.7437	-0.0458	-0.154	-0.8847	-0.2944	-1.187	-1.187	0.883
3	-0.2231	-0.696	-0.6871	0.0312	-0.4483	-0.4928	0.661	1.0901	0.6519	0.3816	0.626	0.626	0.5086	-0.0367	-0.3662	0.1285	-0.4841	-0.3682	-1.5889	-2.0269	-1.8808	-1.8808	-1.322
4	-0.1375	0.0207	-0.3049	0.097	-0.0617	-0.0518	-0.1827	-0.1547	-0.2271	-0.032	-0.2172	-0.2172	0.264	0.3207	0.223	0.5891	0.1918	-0.0353	-0.2941	-0.291	-0.9866	-0.9866	-0.3062
5	0.1164	0.1548	-0.0604	0.1138	0.2587	-0.0594	-0.3802	-0.3786	-0.1421	-0.2309	-0.1041	-0.1041	0.2072	0.0612	0.2046	0.494	0.0049	0.1599	-0.2779	-0.4009	-0.7997	-0.7997	-0.4135
