	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.2833	-0.0654	-0.1873	-0.0069	-0.1181	-0.2375	-0.3631	-0.1556	-0.2291	-0.0689	0.1673	0.1673	0.3036	0.3415	0.116	0.3046	0.1	0.1173	0.053	-0.0649	-0.0271	-0.0271	0.0897
-4	-0.1279	-0.0486	-0.0352	0.144	-0.2462	-0.4346	-0.2443	-0.3261	-0.1081	-0.2562	0.1852	0.1852	0.6872	0.1086	-0.0111	0.193	0.1164	-0.1581	0.0746	0.2114	0.0462	0.0462	0.3684
-3	-0.3219	-0.1717	-0.3231	0.1953	0.1251	0.0085	-0.4898	-0.4279	-0.2424	-0.2288	0.0555	0.0555	0.0374	0.2083	-0.0531	0.1209	0.155	0.3049	0.3783	0.4241	0.1762	0.1762	0.4671
-2	-0.0815	-0.0763	-0.1866	0.0818	0.1135	-0.154	-0.385	-0.2783	-0.1724	-0.0564	-0.4189	-0.4189	-0.1598	0.2176	-0.1192	0.2238	0.2121	0.2684	0.319	0.3818	-0.0452	-0.0452	0.3125
-1	-0.7781	-1.0239	-0.6486	-0.2104	-0.6052	-0.3357	-0.1652	0.064	-0.4222	-0.6109	0.126	0.126	-0.5028	0.3101	-1.1864	-0.9796	0.1989	0.6772	1.5036	0.9513	0.5518	0.5518	1.6604
1	-0.8086	-1.509	-0.6131	-0.0858	-0.74	-0.1519	1.0846	0.7608	0.0859	0.0269	1.1312	1.1312	0.8348	0.1139	-0.6364	-0.4456	0.3176	-0.9056	-1.4444	-1.1574	-0.4394	-0.4394	1.3278
2	-1.0872	-1.5921	-0.9319	-0.2318	-0.5476	-0.1604	-0.0359	0.0232	0.4423	0.0916	0.6549	0.6549	1.3797	0.0653	-0.2109	0.3828	-0.1585	-0.1532	-0.6285	-0.2417	0.4541	0.4541	1.5662
3	-0.7654	-0.4888	-1.0576	0.1107	-0.9816	-0.4737	0.4855	0.862	1.0712	0.9839	1.6252	1.6252	0.3766	-0.7495	-1.3382	-0.8527	-0.7602	-1.3632	-1.2394	-1.4513	-0.9403	-0.9403	-0.6198
4	0.2214	0.0095	-0.417	0.0068	-0.1205	-0.2383	-0.4136	-0.4677	-0.224	-0.0297	0.1019	0.1019	0.381	0.4132	0.2191	0.4506	0.1226	-0.2046	-0.1319	-0.1608	-0.3216	-0.3216	-0.1522
5	0.0537	-0.0291	-0.3988	-0.2407	-0.2704	-0.3748	-0.3697	-0.1091	0.0808	-0.0124	0.3944	0.3944	0.3606	0.1668	0.0214	0.0098	-0.0488	0.1358	0.1577	-0.0746	0.1118	0.1118	-0.2613
