	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2807	0.2048	0.086	-0.1194	-0.2229	-0.3963	-0.2879	-0.1131	-0.0242	-0.0339	0.0051	0.0051	-0.0545	-0.0213	0.2076	0.2772	-0.0797	0.1228	0.0141	-0.1723	-0.0703	-0.0703	0.0869
-4	0.3682	0.3441	0.2994	0.1088	-0.365	-0.6348	-0.3157	-0.2925	-0.0682	-0.1227	0.0289	0.0289	-0.1093	-0.1835	-0.0657	0.3843	0.1268	-0.1818	0.0205	0.2872	-0.1382	-0.1382	0.2231
-3	0.1371	0.0803	-0.1038	-0.1268	0.0735	-0.0241	-0.449	-0.55	-0.3034	-0.1503	0.0695	0.0695	-0.2086	-0.0119	0.0501	0.2453	-0.1388	0.264	0.1255	0.5087	-0.2623	-0.2623	0.1922
-2	0.1507	0.0907	0.128	-0.087	0.1809	0.0816	-0.1064	0.1052	-0.1288	-0.1993	-0.4501	-0.4501	-0.4738	0.2341	-0.0031	0.2492	0.056	-0.0707	-0.1198	0.0337	-0.2587	-0.2587	0.0837
-1	0.0787	-1.5169	-0.0352	0.0116	-0.6445	-0.1362	0.6158	1.1517	0.7167	-0.1477	0.11	0.11	-0.7073	0.0335	-1.5016	-1.5315	-0.5798	0.3884	0.5073	-0.0664	-0.3405	-0.3405	1.8619
1	-1.7561	-1.015	0.4789	0.147	-0.1057	-0.0783	0.511	0.6732	0.3138	1.0794	0.0555	0.0555	-0.0916	0.2052	-1.3283	-0.9207	0.1966	-1.0832	-1.0957	0.5063	0.1912	0.1912	0.4347
2	-0.0978	-1.3105	-0.3398	-0.0704	-0.3664	-0.5518	0.0886	0.2322	0.5296	0.5039	0.2154	0.2154	1.1768	-0.3922	-0.0257	0.5462	-0.2307	-0.256	-1.8035	-0.4891	-1.2721	-1.2721	0.0208
3	-1.0702	-1.1674	-0.9289	0.6778	-0.9279	-0.2282	1.2041	1.6209	0.2893	0.8283	0.6296	0.6296	0.7813	0.1872	-1.3185	-0.5831	-1.2713	-1.011	-2.2691	-2.2791	-2.563	-2.563	-1.5444
4	-0.0914	-0.3129	-0.4004	-0.0117	-0.1964	-0.2487	-0.003	-0.0092	-0.1431	0.2142	0.4244	0.4244	0.4443	0.2273	-0.0239	0.3901	0.1528	-0.2253	-0.4713	-0.1987	-1.3017	-1.3017	0.0468
5	0.6216	-0.3699	-0.2872	0.1192	-0.5017	-0.0388	-0.0467	0.5127	0.6361	0.4641	1.1286	1.1286	0.241	-0.3117	-0.5963	-0.1853	-0.7349	-0.5207	-1.1839	-1.2966	-1.6194	-1.6194	-1.6943
