	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0099	0.1937	0.0397	-0.1979	-0.029	-0.2777	-0.111	-0.0316	0.0524	0.116	0.0914	0.0914	-0.1246	0.0753	0.174	0.2096	-0.1588	0.0305	-0.0706	-0.3196	-0.2924	-0.2924	-0.0895
-4	0.1875	0.3011	0.2013	-0.2434	-0.1087	-0.558	-0.2169	-0.2336	0.0941	-0.0904	0.3623	0.3623	0.3763	0.0089	-0.1283	-0.0452	-0.1229	-0.0938	-0.0356	-0.2339	-0.4574	-0.4574	-0.0525
-3	-0.0436	0.0932	0.0493	-0.3927	0.3403	0.0248	-0.5073	-0.6052	-0.2926	-0.1478	-0.0208	-0.0208	-0.0743	-0.0508	-0.2074	-0.1154	-0.1598	0.2422	0.3559	0.6013	-0.1879	-0.1879	0.3988
-2	0.2048	0.0848	0.0421	0.0283	0.1061	-0.0552	0.2653	0.0301	0.0219	-0.4557	-0.6584	-0.6584	-0.7072	-0.0702	-0.5091	-0.4198	0.1249	0.1779	0.4225	0.6233	0.1237	0.1237	0.2208
-1	-1.0362	-1.7501	-0.4706	-0.4651	-0.9051	-0.0974	1.416	2.1255	0.9897	-0.3024	0.0838	0.0838	-0.4868	-0.4767	-1.7855	-1.4178	-1.1743	-0.6657	-1.0656	-1.0334	-0.6808	-0.6808	0.6162
1	-1.4191	0.1376	1.1865	0.008	0.2062	0.022	1.0157	0.1595	-1.0035	-0.139	-0.2617	-0.2617	0.0574	-0.7534	-2.5499	-2.2193	-0.343	-1.7505	0.6359	1.0301	1.8895	1.8895	1.0931
2	-0.5107	-1.3137	-0.4361	0.0169	-0.2869	-0.2803	0.3433	0.6388	0.7454	0.1735	0.8846	0.8846	0.8103	-0.6058	-1.1708	-0.7299	-0.5593	-0.2949	-0.3369	0.372	1.1956	1.1956	2.6232
3	1.2101	-0.7861	-0.4035	0.441	-0.5806	-0.3335	1.186	1.2969	0.6835	0.1496	0.5053	0.5053	0.4812	-0.5461	-2.1347	-1.7487	-1.4555	-1.3327	-1.6782	-1.5512	-1.1852	-1.1852	-0.1758
4	0.1161	0.0331	-0.1462	-0.008	-0.0277	-0.1923	0.13	-0.1584	-0.1123	0.1983	0.0513	0.0513	0.8203	0.0641	-0.3926	-0.0927	-0.0124	-0.4915	-0.2172	-0.0581	-0.2515	-0.2515	0.5621
5	0.7829	0.3891	0.108	0.1412	0.1367	0.128	-0.1102	-0.1469	-0.121	0.0017	-0.0115	-0.0115	0.0922	-0.0496	-0.452	-0.133	-0.3995	-0.2554	-0.3232	-0.1727	-0.4102	-0.4102	-0.1504
