	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2324	0.3944	0.016	-0.2633	-0.2245	-0.3089	-0.3595	-0.1067	-0.1547	-0.1387	-0.3338	-0.3338	-0.3015	0.1085	-0.2434	-0.2077	0.044	0.1317	0.5034	0.4688	0.3713	0.3713	0.4486
-4	0.1338	0.2881	0.1885	-0.0544	-0.2365	-0.6357	-0.433	-0.4512	-0.3082	-0.3829	-0.1849	-0.1849	0.0285	-0.0332	-0.5169	-0.5831	0.0997	0.0476	0.717	1.0079	0.8866	0.8866	1.291
-3	-0.2146	0.1274	-0.0829	0.4036	0.0972	-0.1786	-0.549	-0.6767	-0.6458	-0.2617	-0.4895	-0.4895	-0.3322	0.0044	-0.7027	-0.4547	-0.15	0.3213	0.8777	1.3359	0.881	0.881	1.4266
-2	0.2487	0.1122	0.0857	1.1256	0.0954	0.0004	0.3214	-0.1484	-0.253	-0.5536	-0.754	-0.754	-0.6467	0.0741	-0.5283	-0.6064	0.1477	0.0743	0.4666	0.8089	0.3733	0.3733	0.8373
-1	-0.6221	-1.317	-0.7748	-0.5373	-1.0982	-0.0502	0.4692	0.9212	0.1683	-0.2727	-0.1356	-0.1356	-0.0708	-0.0214	-1.6862	-1.7762	-0.6294	0.0441	1.3462	1.0228	0.3689	0.3689	2.8406
1	-1.0303	-1.4015	-0.3027	0.0977	-0.3229	-0.309	0.8006	0.8499	0.3171	0.6131	0.9574	0.9574	1.1493	0.6328	-1.7858	-1.1267	-0.5601	-1.5543	-1.5073	-0.8213	-0.275	-0.275	1.9442
2	-0.4984	-1.2185	-0.6834	-0.3027	-0.2111	-0.0981	0.2667	0.2712	0.0707	0.1323	0.2309	0.2309	0.8203	-0.185	-1.4327	-0.9035	-0.5048	0.0633	0.4833	1.0099	0.9668	0.9668	2.6253
3	-0.1667	-0.6876	-0.8061	-0.2052	-0.789	-0.5442	0.9378	1.2898	1.0217	0.6125	0.5011	0.5011	0.5867	-0.3824	-1.8872	-1.4578	-0.9333	-1.2351	-0.2893	-0.6289	-0.4516	-0.4516	0.3074
4	0.4498	0.2755	-0.281	0.0524	-0.093	-0.1847	-0.291	-0.2024	-0.2502	0.1035	-0.1424	-0.1424	0.5159	0.1707	-0.7327	-0.3571	-0.0886	-0.1954	0.1866	0.4708	0.0058	0.0058	0.427
5	-0.3787	-0.5308	1.5541	0.3984	-0.1258	-0.6776	-0.3037	-0.4147	-0.1167	-0.2498	0.2725	0.2725	0.483	-0.068	-0.1315	-0.2098	-0.109	-0.265	-0.1031	-0.495	-0.4146	-0.4146	-0.2856
