label	labeled
Entertainment & Music	True
Health	True
Health	True
Entertainment & Music	True
Society & Culture	True
Entertainment & Music	True
Science & Mathematics	True
Entertainment & Music	True
Science & Mathematics	True
Politics & Government	True
Politics & Government	True
Politics & Government	True
Society & Culture	True
Computers & Internet	True
Education & Reference	True
Education & Reference	True
Family & Relationships	True
Business & Finance	True
Family & Relationships	True
Science & Mathematics	True
Computers & Internet	True
Politics & Government	True
Business & Finance	True
Society & Culture	True
Society & Culture	True
Entertainment & Music	True
Sports	True
Politics & Government	True
Health	True
Politics & Government	True
Entertainment & Music	True
Society & Culture	True
Society & Culture	True
Science & Mathematics	True
Business & Finance	True
Science & Mathematics	True
Entertainment & Music	True
Entertainment & Music	True
Sports	True
Entertainment & Music	True
Education & Reference	True
Business & Finance	True
Entertainment & Music	True
Health	True
Health	True
Business & Finance	True
Politics & Government	True
Society & Culture	True
Society & Culture	True
Computers & Internet	True
Education & Reference	True
Sports	True
Family & Relationships	True
Entertainment & Music	True
Family & Relationships	True
Education & Reference	True
Family & Relationships	True
Computers & Internet	True
Education & Reference	True
Science & Mathematics	True
Society & Culture	True
Education & Reference	True
Society & Culture	True
Health	True
Politics & Government	True
Sports	True
Entertainment & Music	True
Education & Reference	True
Business & Finance	True
Family & Relationships	True
Science & Mathematics	True
Society & Culture	True
Health	True
Entertainment & Music	True
Society & Culture	True
Business & Finance	True
Politics & Government	True
Health	True
Politics & Government	True
Education & Reference	True
Health	True
Politics & Government	True
Society & Culture	True
Education & Reference	True
Entertainment & Music	True
Entertainment & Music	True
Society & Culture	True
Science & Mathematics	True
Education & Reference	True
Business & Finance	True
Health	True
Entertainment & Music	True
Family & Relationships	True
Business & Finance	True
Computers & Internet	True
Business & Finance	True
Business & Finance	True
Sports	True
Health	True
Computers & Internet	True
Family & Relationships	True
Society & Culture	True
Sports	True
Sports	True
Sports	True
Education & Reference	True
Education & Reference	True
Society & Culture	True
Science & Mathematics	True
Business & Finance	True
Family & Relationships	True
Science & Mathematics	True
Politics & Government	True
Health	True
Computers & Internet	True
Sports	True
Politics & Government	True
Science & Mathematics	True
Business & Finance	True
Sports	True
Health	True
Health	True
Computers & Internet	True
Computers & Internet	True
Computers & Internet	True
