 	1	2	3	4	5	6	7	8	9	10	11	12	13
A	202921198.84	161133497.5	107395676.12	100721391.18	28122623.53	34402296.57	123739199.82	90253028.36	215590281.04	262423533.66	174849361.6	7440955.9	3759736.38
B	238888791.0	221062546.95	181991038.03	187257426.53	187279227.55	162675372.92	179569156.63	128143001.27	219164153.59	209673306.11	192603378.96	13558178.09	8298028.55
C	305227666.6	343151314.35	306214450.9	270836397.27	167492899.28	263511161.45	298458103.43	93634967.78	117226158.05	166333266.95	169878600.43	153594458.57	218393806.89
D	302072124.93	256995694.88	249676192.81	273296977.93	367542766.14	171503826.89	218504809.7	55771192.62	80582058.32	122924183.09	133243485.48	143488209.19	82897825.89
E	280044301.42	360182700.67	368860598.86	333848444.75	160168421.03	279843541.81	220419438.86	59623021.37	143013833.19	218031393.06	201559188.17	157275028.32	177610643.29
F	326484763.91	285941664.67	320328221.69	288430339.59	129431963.6	165639953.26	108273306.24	60924105.55	116356924.28	197482231.73	248901809.88	93723314.96	185520239.86
G	275215647.73	200905872.61	256755962.45	278244391.82	63486749.18	110603531.08	175867372.74	89942377.69	149650649.92	249323980.69	184134169.13	73944566.45	112125648.67
H	273832965.71	229553158.7	194096801.94	233532048.47	79926123.36	166825624.89	164319832.96	95733716.49	184911946.51	213579245.41	226894801.07	45571800.58	218877751.22
I	213544328.52	168421096.52	129783053.5	149599136.54	34976705.98	66613132.13	183884785.46	222920633.87	278904509.53	442221214.14	334806431.18	57632441.06	225071710.99
J	251672287.39	154717478.14	121614762.46	141839869.01	39739026.98	45698928.0	149345837.76	127199486.4	244220132.25	370296105.48	328828399.28	147891536.79	203370415.5
K	250990059.75	208916222.03	225743494.95	205066354.73	117697490.78	146713762.83	121995770.44	187129590.9	203561053.55	281728380.98	290365880.12	164021447.24	267451720.58
L	273753084.39	297883169.83	268721601.05	172745104.07	106933575.34	241413560.75	199385590.69	372508281.69	206615448.84	326746392.35	333894278.12	258415993.62	57557394.47
M	453809213.63	429068749.18	516819680.15	359853584.17	346831269.06	299269554.1	305992950.41	495956780.87	299629417.82	538390073.75	645235353.54	229497783.69	155560452.82
N	272878981.34	237483417.39	248223482.24	160615865.9	167701997.07	141870655.16	185304052.56	399173191.1	202319134.18	305740838.4	408047047.46	121152383.95	48594126.81
O	304972594.39	272352929.34	215923649.4	181180496.53	171778293.84	247995851.84	209538515.98	206604558.01	244690159.98	309947041.0	328260282.93	102494386.65	60643710.88
P	302792421.23	291217035.38	214038971.4	224950458.75	329142638.69	147364381.58	189973982.42	280629969.93	169309627.45	287543387.32	329671909.28	91653785.24	9839775.92
Q	255047073.29	240234161.08	160685772.78	188941039.87	446026411.48	147220977.74	213095900.15	347582251.41	162533553.04	224562141.68	269082143.78	57825849.93	15319467.01
R	252343335.74	227400428.83	180777935.15	213037915.78	343271798.49	206731740.45	217083110.27	256740883.02	162889458.85	237052681.34	293141318.81	41017666.73	181774671.33
S	233803809.72	174310231.8	215248366.67	225360768.76	206337550.65	175257018.56	263547403.12	133198583.39	172647397.93	291405976.97	324315729.8	42579562.27	27193624.29
T	260462723.68	187085578.39	228844297.84	264020982.79	74960749.8	201982934.79	216993821.64	125040130.19	181532234.24	307370711.17	275210302.33	87804824.66	88066210.16
U	257424351.47	261883023.31	233136513.19	261438552.11	126045803.69	184421558.89	215956335.7	181765540.39	203455280.93	315105042.3	282726288.98	189243603.51	121415892.08
V	303488642.74	282367737.27	212605714.62	242823972.32	99909675.05	300379462.03	181696367.74	123694248.68	163642471.67	308909241.83	263343318.4	356298641.78	273864769.73
W	327400270.48	322900934.71	229396481.99	293360340.46	69919487.25	412363211.86	150525238.51	162549126.0	206450041.99	319338994.11	295638357.59	401100314.87	21016154.59
X	320498944.27	282432787.61	238446757.94	237667957.42	117872705.5	47878134.98	180522759.16	142986546.57	168441330.24	367334574.75	304480912.68	340581668.08	15092000.23
