 	1	2	3	4	5	6	7	8	9	10	11	12	13
A	528973993.11	438128415.73	373151565.84	320946984.59	147707014.05	125519901.51	353886424.52	188186358.18	436216424.97	437634986.08	388871115.14	21179809.89	4639877.98
B	488698932.27	486243006.51	434451102.99	400281695.98	574705802.42	398464810.01	456014131.87	310983538.78	413343119.11	344971716.45	332076759.53	37465331.18	18185586.89
C	465638308.32	475098663.34	474302153.96	364971331.11	317760316.33	290190784.65	431495352.79	108234234.6	196272764.24	184527728.3	199665396.17	276687825.33	402160748.7
D	414456587.9	381191155.3	384567522.66	315903289.08	199058344.9	331092161.7	299498179.9	72553267.95	138787059.15	198905890.83	217043039.43	284868722.57	227696400.98
E	423908871.43	505215394.86	502195694.94	397303870.86	167800909.4	379942249.02	258191418.15	83923106.19	255677031.37	273628589.49	280770655.65	284378417.92	347031401.64
F	489290138.12	436595001.65	432514208.13	357641120.42	197937465.69	215157417.4	184853625.48	107431062.87	238956403.65	309331698.07	445048066.2	173537655.5	374638500.95
G	579417980.55	407103721.08	456747923.25	476768763.28	308120842.01	173126296.57	303535452.53	208971123.53	295537515.05	468501253.89	299800487.1	97485693.04	295639490.31
H	515726194.63	519343472.5	417548163.44	470397965.35	250941429.3	361133538.3	324028044.79	265127346.08	373757723.1	432655543.93	450295846.04	150617517.88	444664806.7
I	578571931.69	449221921.64	377529670.32	396859403.42	196215912.08	190044527.21	380634171.23	401769420.01	449990057.19	615588740.37	620082930.4	204435481.95	479228634.56
J	561130653.54	443391656.78	392886072.53	437448165.48	215621040.55	169952819.34	371128452.13	344103652.37	413187210.71	640354538.9	615612879.71	485089586.33	447907521.98
K	507022592.89	411341083.45	431026232.96	416009275.31	418396322.75	356548468.04	291033359.0	453244284.35	407588893.46	441287465.65	440436970.71	452791379.76	497988610.75
L	421010847.75	378048401.46	300797035.53	248304916.83	301074796.78	397413150.86	665250413.25	679884892.08	406396690.58	437308787.55	483278124.05	479780306.47	57874527.4
M	830685854.18	772485305.5	708140218.85	715545233.7	707477781.32	601656167.35	624858696.68	500706039.33	364783956.83	470194052.05	559340914.97	326361646.86	198133934.97
N	420092900.64	376084134.63	322458590.71	249910518.88	369220410.82	339503882.49	429633406.65	481235349.13	387783345.71	409125741.33	477173444.42	177616151.03	53238042.74
O	467789992.97	367849038.85	341113519.84	267612537.74	327755741.55	399615794.32	411541215.68	393662708.57	363248772.54	401256662.49	466491511.84	136744810.09	128836271.19
P	432765711.4	358883809.76	295969237.41	328182814.28	562292995.59	298716624.15	456618429.8	395323466.8	326807008.88	400458800.46	437039366.43	156724298.32	18822371.31
Q	414386335.4	351592420.35	258306253.24	295408491.28	487546364.79	315535653.51	378464848.16	526023757.76	279350112.21	350073350.99	389324508.76	86757682.2	30356094.74
R	380767680.2	341817511.93	297175540.45	331907037.41	346540733.01	437460912.87	408093415.43	419220182.28	307372082.67	383914730.54	414237056.27	74983981.97	315936104.03
S	429047216.94	330104260.81	429156586.39	433352120.49	320631410.69	383382388.25	335438290.99	269450808.27	298268412.12	453803453.81	473530788.56	125897488.28	90887022.6
T	473914935.82	368566825.24	473107575.48	488030847.51	254599026.99	399021803.13	269047275.85	239520778.1	355658779.16	488724281.63	460379223.77	237484436.58	246551382.16
U	411215691.04	396443033.98	369777983.67	360736478.51	227787482.93	305228869.6	243422369.72	300947388.67	299902624.11	400272273.81	390918711.71	301024230.19	316930400.34
V	478784330.04	489129962.78	393725849.86	375440218.09	267721456.71	523345442.22	229611181.82	210809962.64	317717894.54	478610525.99	398448025.77	424213727.62	596205869.74
W	581628042.93	575966158.08	465777676.18	496495570.69	156977250.83	259777303.02	142653363.92	236784053.12	422059441.27	583102230.25	458290842.79	451378269.2	50486902.42
X	576881974.4	553719782.09	498791560.72	416562225.03	246216389.03	131124028.76	221140665.94	288223487.71	414283394.92	749494994.56	526208600.83	400093657.58	20116389.05
