 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	7072423.55	6818057.65	5526103.18	5762349.05	3185036.0	2940590.96	3093381.59	2562028.85	3281477.2	3429242.81	6474913.5	3382099.85	6727592.94	2976601.31
B	5590811.27	5547131.63	4974179.88	4800762.71	3916548.78	3650124.28	4078082.35	2925644.18	4195282.72	3713675.24	6517336.36	3168110.84	3783576.68	3159792.08
C	4102674.33	3890655.76	3590146.55	3187438.85	3518280.87	4207861.55	7837797.81	3482916.11	7316582.65	4324283.96	6963545.64	6393536.85	4139498.64	2587076.24
D	3335450.22	3110824.88	2868044.27	2917443.8	3013745.43	3239806.34	5391824.79	3045662.47	5586269.67	4542635.98	5673217.04	3672161.34	2782654.93	2570541.65
E	3266555.65	3419616.98	3030742.4	3343841.58	3184270.76	2716169.1	5334065.54	2727762.59	4916379.73	3637074.26	6735253.36	3418722.38	3302678.54	2393781.74
F	3300793.06	3308641.65	3041056.78	3228871.75	5465784.02	2570306.52	3199899.3	2732370.4	4505158.17	3715560.01	8574629.21	3063120.76	2693600.82	2421770.3
G	4421518.81	3959870.05	4452966.19	5536458.83	8228734.32	3458757.9	3497626.96	2877922.9	3825411.21	3883501.82	6940557.79	4068723.08	3239026.95	3500936.77
H	4397222.49	4660126.95	4061764.42	4671814.52	3792572.27	3744657.82	3486618.07	2818743.25	4112134.86	3959657.87	7707715.16	4249508.62	4343134.99	2950951.61
I	6199596.28	6361833.73	6309671.8	7284088.2	3272525.39	3936654.5	3313931.53	2987811.44	4113574.35	4848143.95	11321690.41	4311245.2	4185355.87	3211641.38
J	5760725.25	5993062.8	5709794.55	6445592.68	3288712.63	3337499.36	3173793.84	2804607.98	3790096.22	4123303.83	8896298.44	6557114.65	4494812.38	3142111.39
K	4867189.77	4845771.32	6150566.38	5525956.21	4636143.68	4385770.03	3869817.97	4407304.27	6061099.34	6823992.27	9409482.13	5968537.53	4921344.46	3307478.3
L	4486412.39	4408637.34	4879991.17	3336361.35	3597229.41	4087169.37	4796778.3	5458877.37	7340808.52	7539876.47	7071121.56	6524038.3	2850640.44	3854871.21
M	29185426.18	16977510.7	8914044.02	6698559.33	17818399.17	10915381.78	4603472.19	4910193.93	10563176.16	21765407.45	7725151.43	3927823.49	2750820.17	3257437.48
N	5932811.74	4988126.63	4976766.47	3591805.35	4577478.0	6636336.14	4073916.48	5256587.57	13868512.75	24208673.83	7554150.76	6448730.58	2775612.61	4545463.25
O	3511716.07	4066730.65	3470040.15	3531873.14	3349020.54	3970021.74	4941416.37	6009841.17	5007549.33	7174718.91	6959554.64	3215333.17	3040011.12	4505642.05
P	3165984.76	3469855.3	3267863.21	3549503.53	3887250.5	3192959.17	5566904.08	5935639.2	5024134.1	8004722.24	6809091.38	4166717.37	2371471.0	2708048.7
Q	3132146.27	3067109.68	3501768.42	3221261.49	3806055.77	3903546.42	4325407.71	6215653.26	5134307.44	9889889.25	6941962.44	2883367.69	2385033.95	2335696.11
R	3541469.29	3419951.72	3325143.35	3260621.32	3723246.78	7008306.59	5073209.61	5565399.09	6398530.8	6787766.11	5910216.49	3362324.87	3931880.54	2648036.64
S	3669365.91	3550315.84	3851174.56	4039169.49	3388575.82	4659856.77	3578595.29	2834806.03	3455931.23	4415164.04	8313176.33	3317652.99	2988143.35	2740701.16
T	3857531.56	3578878.44	4123729.48	4940944.4	3732714.46	3978584.05	3124761.2	2293253.63	2853375.43	4088617.32	8650890.84	6447677.32	3459987.13	3139765.76
U	6616876.29	6365341.94	5258763.45	6486094.1	4652033.1	6578456.27	6066611.17	5397656.43	7225505.8	11525764.92	11252697.64	4491767.18	3319713.15	3900666.46
V	5002658.21	5071928.31	4301584.07	4843573.75	4339941.25	6590276.79	3915655.27	2903535.51	4376501.55	4471566.68	7351399.72	4348980.74	3277431.93	3457081.87
W	4548484.95	4483160.32	3999639.1	4799327.18	2842493.21	2613066.05	2469968.25	2412784.49	3167322.03	4642009.26	9926786.56	4251876.92	3631674.97	4652333.59
X	4393433.75	4478902.49	3683588.93	5285120.01	3941055.14	2765387.4	2896218.56	2359236.82	3833479.34	6986547.81	13493228.86	4222218.45	3671191.56	4176868.68
