 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	203220696.01	189305510.6	138559942.57	121041970.14	39973149.43	31399167.39	98124699.82	24290795.15	109891826.98	34547012.6	36886318.3	5981826.32	33540634.68	4836567.29
B	176050242.4	160472725.38	148303836.91	151635006.83	216937201.62	136561929.54	169415507.44	78389053.44	172257683.29	38569371.42	44361778.19	10459285.12	32832908.25	9191056.54
C	110294330.42	126232912.99	138367583.52	94758482.87	108556234.99	185844630.23	236580384.76	40946094.84	72606674.43	32641126.85	33391739.95	38647071.72	57425297.17	10500154.11
D	111149564.39	100096738.23	108379388.93	100744777.65	42820072.19	128162239.58	102700594.45	31366320.29	67094247.48	29642969.64	33245978.88	41992867.68	39078816.76	14250575.81
E	127983183.51	156911752.08	151207819.16	122682488.58	34148069.14	127442932.72	104095947.95	33351140.53	117644492.21	40132773.72	33832136.16	42415388.74	40254709.2	6997479.82
F	129453807.38	126430812.26	117482504.47	103280797.42	35607474.93	72752052.72	52862486.08	40872601.21	96259736.08	42474509.6	37063437.35	19459593.93	43770845.31	11680776.1
G	160392189.03	129334159.09	168380411.68	158803654.81	110701985.77	37680616.36	89259106.6	46476983.47	88761900.62	49947910.17	44624045.08	15821499.46	35244832.86	10873160.76
H	174314091.76	154099224.96	126403408.37	168245515.05	59818508.91	109280950.18	88155347.0	83371601.93	130081615.49	45575813.58	46737752.63	26156616.41	60432996.91	7508350.37
I	198263970.5	170621597.86	147327135.54	155862619.35	55129648.22	48870614.39	93054245.7	43260224.05	102287175.99	25521001.8	25671757.02	24675868.5	66285851.47	13931480.67
J	174487223.08	164222471.47	142801268.36	165208400.64	72084605.58	38082959.43	79559330.47	29490743.62	93576993.05	36322253.11	41067173.63	62793747.26	59252943.19	10839341.53
K	169632562.42	129409806.21	131236533.87	150201702.57	177982957.75	117371613.64	107448336.04	106763958.8	146346201.04	31679200.44	34214075.7	69077148.53	69899663.24	8116346.53
L	151573878.94	125761301.26	103602332.74	73848898.6	115583375.91	171297707.83	266303501.71	164087296.65	127370687.13	28829214.09	36322820.39	60905870.24	12479366.71	19086252.61
M	285122020.84	279194505.17	238094535.8	263928638.88	323937004.88	248050051.4	257877661.22	119060945.08	89641787.94	42941748.94	35466542.28	44158590.84	52353287.54	14398701.36
N	151891451.52	135554237.21	119362130.93	82162832.79	151723214.68	119895728.29	157501897.88	163550886.58	113148896.89	34986450.21	34727823.47	25730927.44	16068305.33	17493551.73
O	153774842.29	127326630.22	110075684.56	87503944.87	105946486.32	116515839.04	124666465.8	158417776.87	112518785.14	27525141.25	30288442.43	20947430.45	101795024.46	19747308.49
P	143725674.83	140893196.67	103816049.82	104403678.16	204153113.45	103829332.99	146624226.4	237474219.88	92589003.9	21876125.99	32078644.35	23863686.01	8368990.17	13303416.64
Q	152514168.89	130792813.45	94636735.27	125073639.7	252623292.32	151680572.19	144700702.99	236376628.73	84039441.95	17791086.31	30904841.52	12909237.77	7475898.11	6917634.52
R	130241698.3	123175896.25	102850843.14	144450691.39	127292342.19	184333268.24	132520791.86	147912040.81	81990355.24	23946409.82	34324532.84	12059216.51	27560456.98	8215115.22
S	132436783.98	118068460.22	136184074.96	151783534.6	86578504.88	138263587.05	103534901.8	80478225.13	93549099.92	45225140.07	38863742.15	22479575.28	7216779.24	7585646.29
T	132752918.59	124803189.55	161409983.67	196608919.14	65213125.54	128193169.93	88542227.54	64453188.24	98532268.99	47105180.62	56489581.02	28568771.11	19277151.89	10130613.11
U	109877227.53	119736475.25	101573336.12	108664840.33	51644919.36	102110869.55	65247753.87	71378207.27	88409132.52	18479527.11	26284736.96	41307756.69	23079654.47	17040646.85
V	151554486.39	165971903.35	113974571.57	133733391.29	70974912.75	168730598.24	83573776.22	53033131.68	107183775.73	38008969.94	51663146.76	68239714.07	44200917.77	19846540.06
W	213580512.83	194881320.71	163409320.44	190388141.29	30741095.63	71797002.22	36329084.47	53677797.95	154972723.31	72108989.23	58150020.48	61104317.75	41653639.52	17985455.38
X	186065982.48	155217222.45	164131278.98	151137537.0	52023454.84	19634274.91	82686530.56	90904848.28	142173698.5	88938502.46	65930640.42	54185778.68	19127361.28	16355768.13
