 	1	2	3	4	5	6	7	8	9	10	11	12	13
A	28269243.90	27514910.33	10413382.35	19963794.25	28895916.95	22415530.06	22939456.05	27590369.95	18515443.45	24237700.85	10518676.96	3578456.31	1803713.24
B	19496441.20	19626358.33	9157246.80	13500375.69	17021372.18	18468974.20	16661941.79	17013754.62	12310485.33	15408659.07	10656447.59	5841141.88	12312949.31
C	11320799.40	8891326.62	4589043.94	8276074.44	10621455.87	8116250.28	8093818.11	8172148.84	5335054.48	7376479.76	10352548.15	4897390.36	8997909.67
D	10012580.69	10159339.68	4133329.83	7117581.93	7630911.06	8156801.49	7218667.56	7319487.48	6630467.88	5769714.87	10143163.42	14392833.68	8620544.83
E	10789103.99	9109146.50	4054113.35	7045246.71	7530943.57	7312141.37	7753885.54	8589785.93	7432996.69	7876058.77	21182480.36	14433873.76	12374566.11
F	10194905.55	10156059.00	4200403.72	6960868.66	7265821.12	7701458.08	7042411.90	8810657.86	6196787.90	7507247.64	15475778.25	18826064.24	9579205.49
G	12710689.02	13147388.68	8361361.65	13499939.65	13500311.42	12609503.49	9930897.63	11885287.15	7775728.11	15233377.63	20607744.86	22580549.88	16866673.26
H	13320819.50	14000441.70	8670861.96	11447097.25	11552867.11	13798903.36	9043616.76	11235114.69	7080802.99	15912055.28	21980676.27	19557746.76	13111139.66
I	22740921.11	21993160.73	12174332.50	20154294.82	20249954.78	23560589.72	14976378.61	17620047.29	12735923.42	28416214.05	25947767.70	26366128.21	8018378.65
J	21826220.92	20728261.31	12227372.60	19035822.10	18873078.45	21706212.62	17152445.85	17679543.70	15297042.65	24535465.63	23700508.68	21816491.72	13129827.59
K	16880160.52	14067701.40	8699087.76	14814759.57	12888913.60	17570163.61	12940090.23	16976111.74	14912456.37	16038601.84	18757698.68	10874432.93	9359161.23
L	20923997.88	16400934.45	7351379.07	13168231.44	12070264.39	14440837.87	14316881.12	16528572.83	10898081.53	18174548.78	11497122.33	19615042.61	3802663.26
M	17596960.59	16058971.88	10708953.32	14705077.06	13355770.48	14299571.07	14946792.22	15614494.12	10111417.98	13321218.19	21438669.52	18505824.88	4234546.61
N	13726042.92	12151232.31	6719268.51	11766770.59	10020227.32	11722831.56	12885828.46	13332137.28	10139830.94	11945454.23	18811042.45	8946628.84	2186187.68
O	11100915.46	11202151.83	5123906.74	10765698.74	11290692.69	10820169.12	11834617.99	14947040.79	9649625.01	10667368.53	21161365.99	8064766.06	3640484.80
P	12670001.44	11555675.01	6628349.10	10813823.66	10967993.95	9730564.63	10869224.37	10748894.75	9562583.99	10655997.39	12973717.48	7800694.48	5818379.70
Q	12199073.32	9792226.33	4842156.46	10308463.95	9576450.16	9147572.71	9194770.16	10059512.73	7419765.90	7533475.49	18138718.20	8166219.27	12714726.14
R	11544772.85	11091527.75	5860082.02	11151963.32	8745642.29	8519904.20	9808835.43	10545442.11	7655375.09	9800662.52	16647425.59	9662383.50	5385781.65
S	15063939.82	12806310.82	8928468.12	16172694.55	13791614.06	13461658.28	18040400.08	16283514.96	20969598.36	18012175.95	16725935.06	8638592.65	25395325.95
T	15088757.54	14437299.82	10837151.30	14653071.65	15886662.94	17333653.43	14402532.77	17347811.70	23590173.93	18943561.21	16160829.95	9017237.81	17079335.32
U	14665884.03	13978140.19	8177856.63	12344691.33	12412457.01	10206070.45	11852617.20	12441744.81	10664581.45	11254577.96	15233724.05	10108374.48	17150297.02
V	15383150.87	16438503.95	7993046.71	10730375.20	12416270.26	12842342.12	11269770.30	14588988.60	13976389.70	11973254.30	7237091.63	5522274.72	8745019.91
W	15598735.76	18035403.22	9483893.56	13604439.77	13241681.15	12877867.94	12413441.73	14826978.95	15932537.14	15161447.71	17893616.59	11335627.66	12188396.21
X	17099275.12	16869548.07	10189472.61	15838987.99	15657493.58	16210316.17	15333288.49	18051962.47	15078055.59	16088897.24	17047079.27	12952630.70	6449383.40
