 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	246806923.04	211694844.46	160110202.72	151285252.98	50641894.5	54896054.29	149205184.49	56206464.09	183598308.52	111828828.97	154695201.75	25617963.0	171326541.79	56515472.58
B	237521191.65	258544841.22	247550399.18	249254589.3	265270518.29	204663523.4	235827712.56	144755156.48	279394869.3	132467987.27	174947804.48	19119104.75	99951907.6	22361066.9
C	234031753.17	304559212.19	295698141.22	263193773.28	437302963.36	270891264.23	175196928.19	140016838.05	118395134.45	92705572.19	139539015.25	138024094.91	166437980.71	25870819.45
D	226468399.01	225426730.99	205473282.81	196290306.34	140178389.61	210173008.95	155797192.79	100447198.59	76547078.51	106743976.09	139784447.88	95877490.31	72503109.07	54793520.01
E	233210231.84	304479496.11	285037035.0	245997083.52	146280979.65	339458583.31	178507326.65	85051044.56	198165533.33	118700646.65	171054367.56	125601604.67	99640620.07	102093324.32
F	252244019.67	245465108.05	211344608.01	190984482.68	137671832.7	178853547.03	126778943.67	72610707.9	116897258.18	116430193.87	195560562.11	54531213.94	198758425.68	109932911.58
G	231073762.34	182380359.83	220259836.65	209482710.94	120917607.09	101917203.39	163514721.99	116375072.92	128826505.94	139337845.57	163776328.53	21708616.63	80146488.58	9211061.89
H	216847900.04	213468370.18	140337478.63	196736826.45	89767369.57	200455765.23	122073150.32	91661864.1	154742187.02	166315981.0	194413964.32	34645145.1	184240193.82	9660259.81
I	185917024.35	141781289.06	124513118.77	149978720.48	38042224.39	47431315.59	102430848.84	76156738.54	155924046.61	141706159.56	179440700.93	43542381.42	164264527.31	7765910.13
J	172063175.59	149534375.93	100770205.94	122264168.66	43876978.46	42045732.57	89903931.99	50103943.12	131280745.25	114166079.51	186529995.25	145086418.97	178935656.69	11101871.59
K	203308447.9	165845944.59	175420501.47	183118584.68	187514204.61	87745111.51	115466430.74	268315154.68	156812466.55	183441784.82	188999139.8	139277444.4	174369656.26	7975744.83
L	215175795.82	200216741.33	160358038.73	137069463.44	99523263.41	90465855.92	265195395.86	259266979.09	159394176.3	183205462.04	191405401.05	192693676.62	16143134.44	8407187.08
M	390708965.15	331729976.89	303989229.51	297021662.41	308513800.7	209938182.72	321104137.35	220625592.88	132776018.26	228235957.36	192960608.64	168984928.19	119949775.01	6580399.7
N	201258784.22	196965100.02	161560117.89	115773219.92	178525476.09	70111363.82	176964493.85	196267741.11	154195472.68	253107718.55	217425579.12	94144753.29	30153680.27	8567345.15
O	219075475.9	174283971.38	165372981.68	126482594.79	130367374.69	131430078.85	135306071.09	156343610.47	180097362.77	211815612.56	209951373.92	64413303.01	102339172.91	8336766.79
P	202296229.4	179569206.6	137279567.83	152445848.57	175305825.77	96362011.6	160067150.73	147524778.12	121897059.24	257081080.51	195543119.4	83303944.88	10901194.06	53655965.63
Q	209178798.38	172499220.04	131512214.28	155361586.77	227094717.25	112862013.46	143621691.85	240467791.05	127135215.56	223424866.85	168703217.6	43382579.19	10611555.86	26255760.62
R	167167421.04	154662158.43	128832145.06	149193461.8	158895859.46	152695130.72	129239841.82	186595153.03	128626662.81	233163407.46	203041961.67	24327454.53	167276563.55	33128091.28
S	170701431.61	124389186.17	162994036.89	155051064.9	106473459.19	154167531.74	133451761.85	116841807.96	108136862.8	206724796.62	218097727.7	48637723.77	23428186.03	33279494.61
T	175846174.79	148730528.23	163998432.69	182575642.52	76088181.17	192862311.78	127558573.04	114253553.0	106933800.63	196416424.26	204006886.55	89020903.97	68686438.16	59100374.5
U	196695037.59	184290293.38	167542960.58	161513095.2	98359671.8	122758560.96	125446462.94	150791228.43	145383543.62	224432287.02	205091241.93	139818391.52	119901185.13	145615319.58
V	218092026.06	206852604.2	133769062.43	166707155.85	115841922.44	231257577.24	123282966.9	120602977.98	129340306.83	211136680.02	191947526.72	248710307.81	252815344.79	101229959.07
W	242827376.31	209769496.74	180280351.67	181338175.7	52560003.34	167820604.26	89675824.53	84354310.61	131190309.29	173531045.47	246586389.07	308046604.31	223887478.14	49827274.93
X	211405753.92	202164345.62	158726365.05	174457215.86	128956968.23	43798614.58	120529820.39	123999119.88	121780167.19	410677934.26	247330458.38	277533216.75	135128034.57	22374845.57
