 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	86420362.17	62788524.2	46046935.4	42587987.82	9995317.31	12375702.97	30271970.8	11239580.1	52292265.9	62253359.17	54862853.65	8862041.57	87443005.43	75787470.91
B	81750825.79	67722180.61	52761495.98	57019781.56	43089872.59	55400405.49	65103433.53	31580974.38	70218717.44	81700386.94	71255683.49	11395979.88	66350562.93	13104497.3
C	87030720.35	64755110.24	60284247.67	49066567.29	70144860.71	64670279.19	150295187.82	30388640.34	56031367.8	76137582.38	87264829.9	64980347.04	63703479.9	25440080.4
D	70686426.75	54593373.01	45576704.93	44582035.43	65570709.34	78813932.39	86527281.71	18585130.14	52247684.29	56502581.63	63183455.48	71480212.54	31990741.87	81901114.64
E	70053274.48	72770165.65	71289564.76	66633380.22	49678646.32	96820318.47	52668368.12	18104197.86	52941698.41	91625058.96	79374631.19	53902579.45	59024965.11	108964497.72
F	80222895.2	70849771.68	65211089.78	57224779.07	92190269.38	37654569.46	44868712.23	21624566.87	54778922.12	97464015.94	84829254.28	22565281.46	66214685.38	130639775.75
G	78544834.09	48762714.19	55088085.38	55011570.57	75110680.3	15900216.58	42267046.99	30959146.42	41017651.61	73850611.19	71156491.77	9891148.01	21794610.61	19319827.52
H	78422717.28	68868461.71	44462137.5	59023997.93	17551213.63	50742493.1	43661804.08	35954186.12	54213807.83	81105679.6	76123815.62	10990321.48	74105475.44	11763656.38
I	70329244.68	52009780.76	35798583.84	47465481.0	12036793.41	10474599.23	34148766.95	17731041.12	42483925.59	67433369.57	67866202.62	12236994.55	52312029.56	16228287.7
J	72771214.34	53777240.64	33590612.21	49598484.85	10965282.49	8820268.96	26001203.2	12299670.93	37861628.87	67649431.09	67884334.55	48533645.79	66929946.14	14914363.1
K	64974075.68	50386648.93	55685190.37	46531006.82	31622061.0	23492475.45	34198861.91	59014577.12	59960947.09	80934292.2	83892872.08	50746750.33	71261732.63	9975699.03
L	80072965.16	65721935.74	75855412.15	37440159.51	33629712.3	50642635.3	64442831.6	62892841.98	76584990.95	90280775.04	110992732.18	81814430.56	12623764.42	27042168.34
M	100297794.5	118151615.13	144377618.49	92657408.42	79525857.09	54766441.26	73287839.04	65540946.28	45117400.02	110832984.12	125831245.98	74170924.57	158818489.07	31892379.24
N	74689869.15	68582349.65	69897150.35	35478826.17	49386987.95	28042975.37	50905980.67	57905807.56	54066849.5	97491288.58	141035802.79	41387657.49	23837212.17	39593763.52
O	64439019.26	50345312.68	46518459.55	36130526.45	39401160.63	61363999.29	41585125.75	50585866.07	54376672.08	87287057.52	104959809.57	47791278.96	132351811.27	38155290.18
P	77064993.05	62047268.95	54170463.57	47930780.23	80674669.43	34135556.21	46397657.48	58137266.94	42127778.04	93545877.35	139419993.54	35767006.87	9472743.31	16584889.2
Q	66476242.9	52417166.42	50298270.55	45706691.51	86497577.22	69442546.8	60356475.06	92234823.77	39343126.83	70284636.86	104526793.34	19373466.41	7883449.2	12974704.07
R	66025415.33	49348777.76	49428760.84	47809663.66	51254611.78	75847391.61	69564989.45	82646385.75	46371174.02	75591771.99	113991782.59	15634993.51	73213866.55	21942035.38
S	52673527.22	38508317.53	44931118.81	48088137.09	40126417.37	36034140.43	45524839.93	35896128.35	47761258.36	80954129.23	83991509.93	9331792.97	11004678.82	14310245.47
T	58507029.33	41722046.98	49166020.25	68260900.07	21543946.79	38762129.12	43635608.06	29272294.06	47813193.82	83867889.95	75858035.31	36909198.97	18532312.26	14022804.65
U	54629353.85	54802743.98	50521724.64	56481621.36	28712260.06	47588452.39	52350245.89	57356212.71	55181835.75	107970202.64	105931370.53	42319162.42	25446230.86	41506347.96
V	63016529.95	57673331.22	45654906.75	60973105.07	27535437.92	77050285.89	43565392.75	34660247.23	45911428.15	94613149.41	82745869.29	78199137.83	81745281.87	30224767.63
W	68081197.76	66270091.98	47846806.94	64521456.71	9239756.48	23680428.84	18388050.44	24351139.74	52567720.08	90411711.89	83115916.45	111499658.08	72837116.32	16624502.72
X	65908738.96	69599851.11	63744651.64	69736322.46	18076825.22	8073843.64	38137236.12	38063506.02	65865224.1	128458235.16	98589658.47	74794042.56	25535827.05	7470775.15
