 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	77058615.99	62488130.73	48595898.86	36756543.41	11938092.28	35715864.15	48322961.14	14793869.19	61354320.66	66154446.59	53844202.69	3967050.0	1330314.72	442772.32
B	70076886.6	64933050.11	64422436.38	54395463.45	50220610.22	80603096.59	54463501.5	22412530.51	60719967.43	56958081.85	52135946.7	5521196.27	3425478.66	637750.1
C	90270374.4	108763396.25	145346810.5	81488016.15	145874642.67	73506375.45	99623154.29	24619462.5	30035523.82	44628768.0	38826259.56	50054907.84	65209916.77	1565114.0
D	69616672.87	72732589.49	92667010.53	57210911.29	34186271.28	38338934.15	51795624.02	20911005.88	21333136.85	33676879.75	32244474.2	45378533.81	16743338.22	1197342.65
E	73379495.24	99200131.57	117421030.99	72622925.27	52291086.81	43755559.5	52292757.15	8395597.99	33568738.13	44946711.67	42099940.56	45371573.55	44884643.4	1608853.98
F	78842180.22	78511899.09	74425392.06	49971794.68	38588622.63	31267827.87	28863765.84	12195338.26	31616662.77	47887742.95	66889287.76	18687015.51	41444217.87	1781060.56
G	83104312.34	59004656.64	72503778.5	56413511.34	23905573.6	22528701.28	56662473.4	32759868.55	49009259.64	67808573.97	47420785.47	26014103.06	43454738.16	1765184.14
H	81549696.98	77021754.6	59856036.74	63734978.1	32448111.93	56445256.1	50670815.41	22196218.77	59617378.72	69646949.79	69766533.94	32454887.55	55022048.87	2041726.73
I	90893273.07	62314007.72	50013425.5	48515084.37	17694988.2	48491525.68	68879539.93	33509506.23	74429557.56	100110418.46	98308377.66	20474234.69	65615081.05	2285849.49
J	82282595.21	57110110.88	48604403.49	51133021.72	17510392.22	29310932.65	45855703.64	21351868.05	63622614.52	86363019.58	85868474.67	56718746.98	61514954.47	2443017.77
K	81858164.41	58335881.48	56524605.04	54937626.6	70958678.78	58608159.11	42147698.46	43103155.19	63619512.97	81106294.23	79192242.62	63421876.36	70231378.45	2657706.92
L	38833509.39	40642620.68	49117578.47	33294887.77	22477689.74	62931977.8	53856889.03	76442498.13	58993406.59	54644893.65	66995629.89	90522204.03	10142337.04	1668737.02
M	90037263.36	111814520.55	117879665.62	94637600.24	90351046.62	65439138.97	112391379.48	114556747.33	63514810.52	131284282.68	134036465.39	58905430.03	39290917.87	2121640.3
N	62270006.73	45896872.8	48943909.17	36123429.29	34642008.34	43024729.77	54833215.3	67910640.86	63381661.5	51858175.28	99067340.26	27592939.4	5707451.53	1283828.95
O	73598486.42	57773826.64	57049196.05	45786354.86	46008825.07	57347614.25	53646310.22	46769515.11	65224660.81	79888802.68	87245660.54	21289277.61	7018057.39	1182144.73
P	71327917.36	64387921.06	54394582.23	59267260.72	67154965.11	40780162.48	54078091.0	78905961.37	50106939.56	72611747.98	109300409.9	23266524.21	3380550.7	1140529.39
Q	61472375.61	52079463.14	30216777.32	51922948.83	145206253.87	20295260.17	58958817.49	60222005.24	42186753.01	50066066.03	90515012.88	10509941.07	6159632.81	1439015.54
R	66570236.21	66018510.35	53675598.88	82219302.91	78951716.34	51481941.35	78009051.97	54965556.48	50495404.72	73240716.95	85373884.54	12884970.73	48712623.57	2021556.04
S	73962499.17	52036733.82	64642416.62	70067861.24	39556865.02	42181571.29	76797651.25	67794315.98	51284252.37	87463187.23	86173648.25	15565287.18	10598909.71	1613974.41
T	77345512.75	56211021.1	65366658.42	65804965.98	20537503.48	58290373.83	74520734.02	62180889.85	55362636.0	78193271.09	73234390.88	40632243.55	51951341.34	2097561.87
U	74881445.33	64002424.85	61236764.82	66043466.87	36021691.96	56550080.21	83952256.11	74083913.46	60342666.94	68623514.78	74188624.88	33000278.48	73558087.61	2367084.35
V	88655710.49	80774057.1	62823946.33	66085191.07	30558480.19	156929835.36	69796587.57	47223759.17	51746171.65	82656328.39	71485681.73	65583386.08	66502298.89	2076040.98
W	94602548.94	89154222.23	71093766.1	74543737.64	21851443.2	67958871.46	35348190.3	72122397.92	73256755.81	93598023.39	77957685.3	98028676.15	5747510.9	892280.4
X	91642860.03	79975616.96	70217206.81	75539614.84	23551916.52	9187591.19	57277660.79	145284079.02	45410523.17	101818561.46	76881648.22	68712702.7	3793041.15	695927.11
