 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	144345852.87	129367163.17	103532115.71	75414869.69	17731115.01	30980373.41	116662177.39	30409007.02	103946942.49	85989291.01	121338690.09	13985935.77	161346384.72	50137464.99
B	119516727.1	114631402.23	102249604.89	102293552.57	99481050.77	102037316.61	108482293.39	46788075.37	121179197.83	75351527.08	112395450.69	14127675.42	65372142.58	19827684.83
C	112845501.89	106568738.43	91936211.65	85925290.83	218082775.32	86619071.39	67583031.57	23977001.02	78208702.99	43909511.52	78513653.48	119512234.15	121609203.45	20779747.68
D	101196249.25	82959770.55	67088513.02	67773287.43	47383912.36	73162655.5	27583711.13	11834940.64	30711103.05	46249072.27	76613225.35	65185721.66	39529435.8	83819809.26
E	94291944.53	111410940.88	114487176.45	83002364.54	57297604.95	91023611.4	47462018.66	14408730.02	65968042.63	57846230.3	108919493.2	87476256.58	90624636.49	102612568.87
F	107290907.26	92611584.75	87778823.44	74622057.37	85279147.98	29984097.64	19085039.5	14508955.56	54612308.33	62546670.9	147227059.06	32202096.4	118520068.09	100883494.55
G	115691932.22	80489878.65	96621180.41	77204764.84	78533309.32	30245615.21	55785209.71	34703307.64	64765468.59	99045444.37	130378734.76	16153758.21	47292044.82	22246715.16
H	100543501.16	99693332.84	73083260.13	84293986.19	40141151.33	73436645.2	56772335.03	28974331.45	84170881.86	85382030.66	120938206.83	18736685.71	109536237.16	27661462.61
I	128761247.54	119168115.93	95381023.97	96373354.86	20754261.22	33850957.37	97276632.21	46685116.92	99214952.67	124970874.24	158593746.72	29611586.8	95356459.66	22613198.58
J	122694657.03	87235761.26	83310840.02	80908032.74	21188779.77	25519564.23	65442841.52	28042669.91	74467365.34	93991944.11	146017627.01	118135635.72	98581748.89	23205575.12
K	104696796.78	80395140.76	79806010.85	95368231.2	61406973.74	73880311.61	50761527.64	79626764.91	88627681.06	114489753.56	126531166.42	122485900.96	110814974.86	21452481.83
L	102314319.57	84641757.02	69634314.41	58384315.97	36746211.63	60138850.09	150601408.83	120204740.29	103018622.88	167937055.06	136128916.93	131066438.64	9684174.98	31707898.63
M	230429052.36	193249637.52	161424451.06	164873343.97	200947568.77	121701076.95	116657465.27	77990373.9	73580241.27	228667635.18	129805202.88	124650338.77	23704274.59	50720589.18
N	106626914.65	93146727.24	84435779.2	59352121.02	64748765.83	66596823.59	77343069.69	108200649.13	101608791.47	310693372.69	157987533.18	54529787.97	16184104.91	64381747.36
O	103780985.74	83857650.76	72507744.89	70622320.03	54156831.19	135414248.3	94466626.53	124178133.58	87830519.35	196014504.06	151967695.74	34609026.17	92041428.91	78009901.77
P	104481941.68	87087183.71	65203147.7	74158098.2	98600134.94	79653120.53	96164882.91	85470975.64	68563194.85	220834892.97	146840708.43	37758281.24	8768855.94	25781755.11
Q	98236695.58	74545338.5	54961503.86	87218836.51	133298452.44	102185357.33	78248544.88	215103604.78	75231310.08	202731053.08	109008483.07	16627749.64	8842829.79	13326060.4
R	87028503.63	73358511.47	58944617.45	75319994.89	91936104.58	91321237.21	70835122.96	161133523.49	75552071.91	137569415.43	127474058.85	19268589.1	108026968.56	17045519.66
S	80727991.86	58801219.13	79133215.2	85799033.39	54592228.92	60696274.91	45443152.74	59707214.55	63723862.09	138329620.12	137619676.69	15539405.63	19367915.78	17393088.27
T	91040564.67	70893619.63	84669918.93	91913383.53	38381385.51	59554209.08	51674563.44	36762456.37	66074609.03	100361316.97	136388767.51	98583654.59	47856653.55	37340769.59
U	101676018.04	102340529.8	76607063.96	79354820.47	62869348.44	73757319.03	65949166.24	116294645.76	78063968.64	160429761.63	140066585.03	80442411.69	70764273.0	80788285.07
V	112775801.24	112358444.17	74878427.07	88608801.86	58550400.68	89310442.26	52638270.42	36734705.8	57361471.63	116446646.38	132528151.5	122044030.83	104720430.82	48041061.34
W	122460049.91	115897983.45	85073818.6	86343478.85	20964470.6	31710106.3	26859636.82	31138160.83	60947684.97	109959596.62	189613677.11	174589720.34	109512903.09	28392456.09
X	129073026.1	117848640.17	88485598.72	90012803.6	63358117.61	18971806.81	62253050.74	33308528.26	71061653.62	218637002.05	194854833.57	132315043.95	72762290.56	11560159.08
