 	1	2	3	4	5	6	7	8	9	10	11	12	13
A	78654540.12	63684712.74	52691001.51	47669470.7	16762811.11	17590192.77	22283739.8	11072173.32	49508833.22	34909932.32	34574273.95	3047304.16	1085558.33
B	76259013.33	69044108.94	69092387.92	71325395.75	94435750.47	64334466.82	63789051.26	36209277.08	67167753.16	60646452.03	54030444.33	6595283.17	3367390.13
C	90889726.51	101041529.98	112709338.93	114222276.89	162785746.5	150830184.7	177802764.62	30126774.0	54409321.67	72504261.56	72228887.72	42690024.19	59334922.73
D	80450231.45	78233302.7	88506175.04	78900099.92	80893788.95	42984205.13	101677988.06	31795278.65	48846541.89	68156763.26	70519382.41	37891984.96	26969772.86
E	70118494.14	92357111.47	106103201.16	97479546.93	85796754.37	37575596.73	81290615.09	22899270.27	65046629.53	68248515.56	75219814.36	36626193.36	46377469.78
F	82669824.24	79432265.27	92768003.36	80240587.69	126178482.47	19646475.51	58413577.19	29518793.97	60429160.56	78821222.02	73609137.17	14619134.27	29268487.85
G	79957772.78	60231760.11	82748417.94	76327836.52	66940702.07	22523888.92	54512929.72	19849130.3	46826473.48	68147985.28	79297501.87	8405960.69	36467410.21
H	70373693.46	71692467.31	62121264.2	70707520.34	45093582.55	42548293.17	46083607.76	32477379.94	59527897.07	66693003.92	73416858.57	13785112.58	61734573.45
I	88368955.4	66006728.81	64085797.51	68124601.94	19922072.62	28374653.68	32911190.35	20428783.21	53870641.93	58841250.27	63608025.21	21669566.44	61300360.81
J	88465687.45	60961658.45	59972571.82	64661984.28	22035973.22	22230857.89	27199357.97	14167185.48	51622345.66	54425738.77	68939779.98	56129065.99	55115881.28
K	83028782.06	69627159.07	71635396.68	74047602.23	73833234.84	83772377.79	51973454.16	41713754.02	62106743.97	69517911.15	70120390.2	59074576.53	65544236.79
L	70906331.97	76528772.79	62512393.38	47365176.62	57211930.88	98323276.61	133757583.92	96539945.31	76041045.6	85369667.72	87834554.01	62066440.43	5993982.77
M	196969716.45	120539067.42	117197674.09	151740621.51	199202937.89	192999149.59	127287693.48	71989188.08	57983067.92	145170147.79	89050767.31	41935391.64	25627381.67
N	64537519.23	60837031.2	49590967.32	45266710.83	47298796.79	96614260.8	93567411.26	75229869.68	65963045.91	77772809.34	86797330.73	45703697.16	8753723.53
O	59299107.52	58705569.36	45924914.82	47008143.86	38520926.62	57324241.66	79401577.88	107961259.89	60009816.06	76170804.2	68383203.14	34343558.96	42904161.98
P	52131832.43	49477533.12	40771670.58	53307101.97	52689764.02	49511198.27	78925618.62	104306392.5	54402040.47	63670408.7	77763774.51	44477379.78	4434171.38
Q	45206320.78	48101084.21	32776470.59	35199175.68	55198252.18	58736969.26	46450745.43	98880251.38	49299641.56	55125744.43	68032487.02	21838751.44	4452333.67
R	47367110.15	45635360.49	36537854.52	45236103.06	44508185.51	78416315.95	51618243.61	76771740.1	53609552.5	67890799.3	65578118.52	10940386.38	45617080.88
S	56964467.28	45857510.31	58108070.48	62368711.1	40115954.87	42648380.87	38582403.78	28840112.33	46022626.02	74390267.89	76316611.12	11269168.11	7294493.66
T	67456127.79	56522562.96	72045230.58	67267432.0	30899471.57	34843834.92	30676447.83	22985671.42	52637554.56	77550495.49	68533813.57	61472170.7	25587587.28
U	46947799.98	60357554.42	55081874.84	56721370.2	37270927.48	37006641.16	38955170.07	53399896.54	47119605.78	69891919.69	67644621.52	54070151.1	22366329.46
V	68457519.74	71900299.16	55231242.42	53560842.73	37056614.25	42175307.79	27113866.24	22223599.84	44911410.84	81758878.08	65406558.55	98224654.57	38387982.04
W	80159372.56	81244537.83	57713104.26	64897806.23	22727024.18	15749819.41	14611954.71	18040373.85	51603295.51	88472277.4	74955970.08	77386969.12	3495359.45
X	74794684.96	78230803.11	55585941.06	58748722.78	39535819.41	54250092.5	28630757.38	26829140.83	63926149.54	87933691.65	90643960.47	77685722.82	2490720.68
