 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	12386633.85	9844170.32	6115388.76	6430990.66	1891294.12	2097437.58	5200287.66	2094406.62	9873833.49	10618483.05	10260177.84	2697112.42	14662616.72	15292707.37
B	13537406.78	12078419.97	8219303.86	9468164.64	6990195.27	8545629.58	9087650.01	4725510.0	10875261.97	15970779.14	12738621.06	2432282.04	12015350.68	3121138.4
C	12838916.64	11570126.01	9685776.59	8582957.07	14180514.17	14371008.07	56460438.82	6393676.7	10836403.82	15215451.3	18615387.68	11846512.2	13131055.05	4169574.57
D	9534675.35	9385811.81	7303654.53	8401540.64	15112040.42	13020601.26	17808806.55	4073984.32	8092222.12	11447675.69	13046357.27	13923471.74	5309900.96	10936192.92
E	10500243.91	12242665.38	13550635.52	12538481.88	10164453.17	21775194.06	15059606.96	2938473.65	9629346.33	18372782.28	15527166.42	13157641.97	12038746.77	31438580.7
F	12013239.13	12466810.45	10583628.38	10237687.61	14730196.94	5831118.54	11555741.52	3250851.68	8903551.72	17253987.79	16567849.8	4590177.66	12264898.96	31277638.85
G	12533527.8	8264516.62	9411348.66	9437579.04	14564949.65	3113080.2	10190715.67	3540014.54	7539725.78	14329500.28	15713253.59	2683702.15	4542382.93	4400338.88
H	10750269.07	11176355.92	6682168.1	10451917.75	3210145.99	7859206.87	6250255.44	5111718.19	7395287.63	13765322.99	13054054.83	2737374.82	13316778.35	2890167.55
I	12570963.67	10109463.08	7181368.52	10047033.46	3580550.89	2595655.55	7784084.95	3358122.49	9761087.71	15117691.54	16912324.53	3088336.54	11525595.69	4448139.24
J	11353423.0	9361343.19	5592280.94	8871667.1	2196282.44	1966865.25	4401282.3	2427292.76	7812667.35	14240491.48	13230015.05	9320553.08	12602141.74	3235987.96
K	10982871.83	9121071.7	10011467.98	7468015.85	4570120.2	3589698.93	7720826.97	6311261.97	12299326.83	16761654.51	16200378.06	9318998.35	14848195.29	2339718.82
L	13129432.31	11413933.99	12856071.76	6418052.86	4159753.94	7661368.94	15530563.43	11440375.64	17999530.53	20901492.29	23921565.91	16462594.44	2828488.98	6051412.69
M	16993684.8	24751271.63	29679968.32	21876877.39	12938818.11	7789766.84	19357953.97	11405870.83	10068607.27	24158622.88	26827206.12	15837629.36	29196841.04	8596943.81
N	11834127.7	11498923.97	13959660.68	7154575.51	6728342.92	4795312.27	11062584.24	12573107.02	10247327.35	19890693.14	30347669.33	9441871.49	4607409.99	7831630.38
O	10531731.14	9453968.77	8633440.05	6347547.56	6379970.56	10254072.63	7879803.76	8499435.1	9827478.25	17385602.1	22001631.54	10592984.93	30124836.08	8558644.8
P	10985984.58	11853154.45	8929898.3	8096563.3	14878093.94	6561511.81	7537126.91	14548175.39	6827339.81	18063079.69	31080739.3	7595487.64	3461795.39	4225835.7
Q	11950557.55	10046476.52	10208032.07	8428096.97	19067730.67	11991504.59	8799846.8	20441880.1	6929394.38	14390143.66	23705828.46	3933720.26	2126454.2	2726226.96
R	9499114.13	8798073.84	8287080.34	8968642.06	8054270.84	14687899.1	8750466.63	15121120.64	6972789.46	14024173.74	20794155.86	3303942.67	14779251.68	4971799.22
S	9729550.88	7202992.34	8469348.55	8819638.3	8083356.86	5822187.58	8372399.01	4543514.22	8592212.74	17799866.69	16921256.08	2397838.03	2340165.7	3363071.23
T	9541817.68	8389560.76	8296737.72	12088635.65	3342314.94	5257976.92	6480147.74	3967571.12	8106721.14	17483791.11	14202686.31	6159478.06	2988987.05	3053406.57
U	13337783.18	12772111.41	10636029.37	10255420.4	5298730.98	8213728.84	9277763.57	8247046.95	10631481.16	23218968.69	23258385.08	8099339.88	4211084.95	8566371.81
V	11732867.2	12630160.92	7732449.04	11597198.63	3601614.49	11842923.27	5884620.28	4564254.54	7514748.78	18280699.94	15127374.68	13804100.1	12693026.98	6103689.75
W	13610029.89	14348989.64	9012839.96	11010055.87	1837894.4	3450035.73	3288952.28	3427554.97	11467620.48	19719690.39	15411629.81	25022303.42	16806415.87	4593296.98
X	12643159.66	14235298.76	10880175.75	14460168.66	2529723.59	1477379.69	5129405.15	6868780.46	13341137.04	28855314.96	17777427.53	16360668.84	5173868.45	2252809.79
