	1	2	3	4	5	6	7	8	9	10	11	12	13
A	719046352.48	544531628.55	491572980.41	446437537.98	219951544.49	155085344.94	606346364.33	269509955.54	564530820.32	123934572.8	118472835.7	4427153.66	3711779.89
B	612363987.44	579077975.6	559136590.0	565361827.98	526737095.94	580768203.64	574171655.23	394214844.45	613462245.78	96383493.69	102001439.8	11371389.07	10432781.31
C	473535091.44	509146205.1	519322561.73	462572295.06	696850436.94	401979130.64	290640250.85	132679795.14	251383547.27	64006691.35	78307550.73	81140711.4	141074134.4
D	460538779.59	401427724.72	396398676.85	387088657.34	339451723.26	305531875.24	201361630.91	70404889.9	145127211.48	56212564.32	69577426.61	65726828.08	66497909.16
E	461661175.92	553182358.2	468867526.65	494952795.91	437333234.98	360907804.89	246414004.97	75656937.05	366881787.81	80168303.98	100163300.2	69666696.72	121081884.2
F	524767897.6	508153311.72	449605829.62	397255160.06	435295603.41	183704487.89	177991235.74	91377498.82	290054559.53	91379006.14	144918671.1	34406486.77	134321690.8
G	556215658.9	436390913.01	543109913.59	495083454.13	515352675.85	209754934.89	470065628.8	252067535.48	418216584.27	153585494.7	116885804.2	21624182.63	118349980.6
H	508952579.44	518411650.4	413662088.93	521715738.16	386172352.5	416000530.35	423102452.07	290148200.27	539507341.91	150040417.8	153781308.5	31627159.68	165236415.7
I	591230217.23	458514646.71	491679766.52	495320691.47	213405701.84	247361688.13	589637477.54	465687419.3	622776633.95	195098428.4	212536444.2	52489123.58	148432252.1
J	572844954.81	487609413.12	437797732.89	456706156.65	237249797.89	190914169.55	584188929.54	372418733.71	601334871.28	203230775.5	211917041.3	145177929.9	163301401.7
K	523243651.22	414651926.01	493654877.25	483460039.03	484248986.27	407654723.64	429462893.51	724173811.15	537810312.58	145615453.2	138033069.2	134511343.1	175219811.6
L	471318250.15	453892627.15	441262236.85	348701663.42	305066235.37	419045964.82	672852643.63	767583200.27	469828570.72	181220145.7	148077018.8	147754029.0	23114345.14
M	809629460.1	663964493.55	789441032.67	611221007.65	773526304.65	621866853.78	750876626.96	754040926.08	432686213.37	231512635.5	153052342.3	81030164.14	26110617.87
N	458842817.72	409710798.65	421329360.66	332662062.98	353095468.71	405065683.2	537400308.98	717163727.43	566030493.96	230373517.7	135499192.1	63455681.28	14885450.98
O	487539435.75	399067200.68	374162192.63	330380778.98	390323678.54	518107928.99	528304046.7	578617500.33	507322089.12	136691818.0	133535386.1	45682458.77	47735725.07
P	466297113.2	464524655.08	390369215.1	392687627.49	531448921.09	522419744.53	633062960.22	645536717.41	436021894.82	130199104.4	140882196.7	42187340.27	6456790.06
Q	464138332.08	385978430.66	328553249.85	359162225.3	444971468.49	508466236.68	433388764.48	681523747.72	411070696.81	121480186.3	127510324.9	18348993.37	10278695.83
R	464602588.32	401133857.44	372419387.39	408348161.46	390840544.69	541542006.54	487271663.37	553144994.74	469627879.19	97427608.83	95289610.68	18276255.98	104277026.5
S	491864960.42	337770286.06	483928353.2	459939397.32	363046180.81	477176961.51	421789120.8	400108389.32	413359263.83	139982296.6	163019522.6	24516258.92	56387280.51
T	511028236.29	419097299.16	526902244.3	531504251.54	390358296.99	480677320.59	454723467.4	344242611.03	465238611.38	187270223.0	168457456.9	139943840.5	91472181.05
U	445515375.96	444209770.75	418543826.32	425966969.71	351987122.43	359304923.11	343945458.63	470141350.3	452724166.79	139077342.9	143182449.3	112697409.8	78125256.11
V	615985183.8	567566535.77	403289143.19	475708959.02	417088804.36	533831737.92	343680543.05	307847885.03	455924333.9	145652920.3	152381130.3	172364307.2	153034967.6
W	690497394.21	633098914.23	543496258.34	542705479.81	334292258.07	265232959.37	261266887.55	313448643.86	519795336.49	172445795.5	196127410.2	224026238.7	17849865.33
X	655585150.3	555008956.62	554177331.69	582643247.28	579344516.47	169746714.6	406871930.12	231114226.26	461748665.22	257597267.3	228596313.2	192117788.6	15330983.09
