label	labeled
Science	False
Science	False
Diaries	False
Sports	False
Diaries	False
Sports	True
Diaries	True
Science	True
Sports	True
Fitness	False
Sports	True
Sports	False
Science	True
Family	True
Celebrity	True
Arts	False
Sports	True
Relationships	True
Celebrity	True
Film	True
Sports	True
Science	False
Sports	False
Science	True
Science	True
Science	False
Film	True
Arts	True
Sports	True
Diaries	False
Diaries	False
Arts	False
Sports	False
Celebrity	True
Sports	True
Diaries	False
Sports	False
Film	False
Science	True
Diaries	True
Learning	True
Learning	True
Diaries	True
Learning	True
Celebrity	False
Film	False
Celebrity	True
Science	False
Arts	False
Celebrity	False
Celebrity	True
Sports	False
Science	True
Learning	False
Diaries	False
Science	True
Business	True
Celebrity	True
Diaries	False
Sports	True
Sports	False
Arts	True
Sports	False
Film	True
Science	False
Relationships	True
Diaries	False
Learning	True
Relationships	False
Business	False
Learning	False
Arts	False
Sports	True
Business	False
Science	True
Diaries	False
Diaries	False
Ημερολόγια	False
Film	True
Film	False
Diaries	True
Business	False
Travel	False
Science	True
Sports	False
Diaries	True
Business	False
Celebrity	True
Relationships	True
Fashion	True
Diaries	True
Science	False
Sports	True
Science	True
Film	False
Sports	False
Fitness	True
Food	True
Celebrity	False
Celebrity	False
Sports	False
Sports	True
Sports	True
Film	True
Diaries	True
Διασημότητες	False
Diaries	False
Celebrity	False
Ciencia	True
Sports	False
Celebrity	False
Science	False
Science	True
Relationships	False
Sports	False
Celebrity	False
Science	True
Ημερολόγια	False
Arts	True
Arts	True
Science	False
Science	False
Diaries	True
Science	True
日常	False
Business	True
Science	True
Diaries	False
Science	False
Diarios	True
Gaming	False
日常	False
Science	False
Science	True
Science	False
Film	True
Sports	False
日常	False
Sports	False
Business	False
Arts	False
Film	True
Relationships	False
Arts	True
Business	False
Celebrity	True
Sports	True
Sports	True
Business	False
Sports	False
Diaries	False
Learning	False
Relationships	True
Sports	True
Sports	True
Science	True
Youth	False
日常	True
Sports	False
Film	False
Film	False
Diaries	False
Youth	False
Celebrity	True
Ciencia	True
Celebrity	True
Fitness	False
Sports	False
Film	True
Learning	False
Film	True
Arts	False
教育関連	True
Science	True
Science	False
Science	False
Fitness	True
Film	True
Science	True
Celebrity	False
Science	True
Sports	False
Relationships	False
Celebrity	True
Celebrity	True
Celebrity	True
Science	False
Diaries	True
Science	True
Diaries	False
Celebrity	True
Film	False
Sports	True
Celebrity	True
Διασημότητες	True
Science	True
Business	True
Science	True
Celebrity	False
Celebrity	True
Diaries	True
Film	False
Science	False
Sports	False
Arts	True
Diaries	False
Celebrity	True
Relationships	False
Celebrity	True
Film	False
Relationships	True
Film	True
日常	True
Sports	True
Celebrity	True
Youth	True
Sports	True
Celebrity	True
Celebrity	False
Arts	True
Business	True
Diaries	False
Learning	True
アート&カルチャー	False
Sports	True
Fitness	False
Sports	True
Film	False
Science	False
Sports	True
Ημερολόγια	False
Science	False
Ημερολόγια	True
Science	True
Diaries	False
Ημερολόγια	False
News	True
Ειδήσεις	True
Science	False
Diaries	True
Science	False
Arts	False
Film	True
Arts	True
Science	True
Sports	False
Relationships	True
Science	True
Fashion	False
Film	True
Food	True
Learning	False
Sports	False
Film	False
Diaries	False
学校	True
Science	True
Diaries	False
Celebrity	True
Sports	False
Film	False
Celebrity	False
Science	False
Food	False
Sports	True
Film	True
Sports	True
Celebrity	True
Arts	True
Relationships	True
Fashion	False
Celebrity	True
Diaries	False
Diarios	False
Film	False
教育関連	False
Relationships	True
Sports	True
Film	False
Sports	False
Science	False
Diaries	False
Sports	False
Science	True
Arts	True
Sports	False
Science	False
Diaries	False
Sports	False
Sports	True
Relationships	False
Science	False
Business	True
Celebridades	False
Sports	False
Science	False
Diarios	True
Business	False
Diaries	True
Film	False
Diaries	False
Film	False
Arts	False
Ημερολόγια	False
Diaries	True
Learning	True
Gaming	False
Ημερολόγια	True
Diaries	False
Science	False
News	True
Ημερολόγια	True
News	False
Relationships	False
Business	False
Relationships	True
Diaries	False
Diaries	False
Celebrity	False
Celebrity	False
Relationships	False
Family	True
Diaries	True
Arts	False
Diarios	False
Science	True
Sports	False
Diaries	True
Family	False
Business	False
Science	False
Business	True
Arts	False
Science	False
Diaries	False
Diaries	False
Diaries	True
Celebrity	False
Science	True
Film	False
Film	True
Sports	False
Sports	False
Science	True
Arts	True
Science	False
Celebrity	True
Diaries	True
Science	False
Science	False
Diaries	False
Film	True
Fitness	True
Film	True
Celebrity	False
Music	True
Celebrity	False
Diaries	False
Fashion	True
Science	True
Diaries	True
Diaries	False
Music	True
Science	True
Science	True
Celebrity	False
Relationships	True
Family	False
Sports	True
Diaries	False
Diaries	True
Diaries	True
News	False
Arts	True
Learning	True
Business	True
Film	True
Science	True
Family	False
Relationships	True
Science	True
Science	True
Celebrity	False
Celebrity	False
Diaries	True
Arts	False
Business	True
Ημερολόγια	False
Celebrity	False
Arts	True
Film	True
Food	False
Sports	True
Celebrity	True
Diaries	False
Relationships	False
Film	True
Sports	True
Sports	True
Food	True
Science	False
Learning	False
Science	False
Youth	True
Celebrity	False
Science	False
Science	True
Sports	False
Sports	False
Sports	True
Film	False
Arts	False
Sports	True
Business	True
Science	True
Diaries	True
Diaries	False
Science	False
Celebrity	False
Business	True
Diaries	True
Film	True
Relationships	True
Celebrity	True
Sports	True
Science	False
Sports	False
Food	False
Sports	False
Science	False
Science	False
Travel	False
Sports	True
Science	True
Sports	True
Science	True
Business	True
Science	False
Business	False
Diaries	False
Diaries	False
Film	True
Science	True
Fitness	False
Relationships	False
Celebrity	False
Music	True
Science	False
Fitness	False
Learning	False
Diaries	False
Celebrity	False
Relationships	False
Diaries	False
Science	True
Arts	False
Film	True
Science	True
Science	True
Celebrity	True
Fashion	True
Celebrity	True
Arts	True
Youth	False
Arts	True
Fashion	False
Science	True
Sports	False
Science	True
Film	False
Diaries	False
Film	False
Fitness	False
Business	True
日常	False
Business	True
Sports	False
Arts	True
Sports	False
Sports	True
Arts	True
Relationships	False
Sports	True
Sports	False
Family	True
Sports	True
Diaries	False
Celebrity	True
Science	True
Diaries	True
Celebrity	True
Science	False
Business	True
Celebrity	True
Science	False
Celebrity	False
Negocios	False
Sports	True
Sports	True
Arts	False
Science	True
Celebrity	True
Fitness	True
Sports	True
アート&カルチャー	True
Film	False
Sports	True
Diaries	True
Film	False
Sports	False
Sports	False
Fashion	False
Celebrity	False
Film	True
Sports	False
Relationships	False
Relationships	False
Science	False
Film	False
Diaries	True
Sports	False
Celebrity	False
Music	False
Sports	True
Fitness	False
Film	False
Science	True
Science	True
Science	True
Film	True
Sports	True
Celebrity	True
Relationships	False
Celebrity	True
Business	True
Science	False
Diaries	True
Film	False
Youth	False
Fitness	False
Diaries	False
Diaries	True
Fitness	False
Sports	False
Arts	False
Science	True
Sports	True
Learning	True
Sports	True
Celebrity	True
Science	False
Science	True
Celebrity	True
Science	False
Film	True
Youth	True
Relationships	True
Fashion	True
Film	False
Business	False
Celebrity	False
Diaries	False
Diaries	False
Science	False
Celebrity	True
Science	False
Science	True
Fitness	False
Arts	False
Sports	True
Fitness	True
Diaries	True
Diaries	False
Science	True
Fitness	False
Relationships	True
Celebrity	True
Science	False
Diaries	True
Diaries	True
Sports	False
Film	False
Science	True
Relationships	True
Επιστήμη	True
Business	True
Επιστήμη	True
Sports	False
Arts	False
Youth	True
Sports	True
Business	False
Business	False
Science	False
Science	True
Diaries	True
Relationships	True
Film	False
Sports	False
Sports	False
Sports	True
Science	False
Diaries	False
Celebrity	False
Family	False
Film	True
Celebrity	True
Science	True
News	False
Diaries	True
Sports	False
Sports	False
Celebrity	False
Science	True
日常	False
Relationships	True
Business	True
Diaries	True
Relationships	True
Relationships	False
Business	True
Relationships	True
Science	False
Diaries	False
Diaries	True
Arts	True
Arts	True
Diaries	True
Fitness	True
Diaries	True
Family	True
Business	False
Learning	True
Family	True
Celebrity	False
Arts	False
日常	True
Sports	True
Sports	False
Sports	True
Celebrity	False
Celebrity	True
Sports	False
Celebrity	False
Sports	True
Relationships	False
Diaries	True
Diaries	False
Relationships	False
Relationships	True
Diaries	False
Youth	False
Relationships	False
Science	True
Arts	True
Business	True
Sports	False
Sports	True
News	False
Arts	False
Celebrity	True
Relationships	True
教育関連	False
Business	True
Family	True
Film	False
Sports	True
Film	False
Celebrity	True
Ημερολόγια	True
Science	False
Family	False
Celebrity	True
Arts	False
Ημερολόγια	False
Science	False
Business	False
Music	True
Sports	False
Science	True
Celebrity	False
Film	True
Relationships	True
Science	False
Film	True
Celebrity	True
News	True
Relationships	False
Film	True
Business	False
Diaries	False
Diaries	True
Celebrity	True
Film	False
Science	False
Science	False
News	True
Sports	True
Fitness	True
Science	True
Celebrity	False
Science	False
Science	True
Diaries	False
Diarios	False
Relationships	False
Sports	True
Science	True
Film	True
Diarios	False
Relationships	False
Learning	False
Ciencia	False
Diaries	False
Arts	False
Relationships	False
Diaries	True
Business	True
Science	True
Fitness	False
Sports	False
Sports	False
Film	True
Food	False
Science	False
Family	False
Celebrity	False
Science	True
Science	True
Relationships	False
Celebrity	True
Film	True
Fashion	False
Diaries	True
Sports	False
Science	False
Science	True
Diaries	True
Celebrity	False
Science	True
Business	True
Science	True
Celebrity	True
Science	True
Arts	False
Arts	False
Film	True
Sports	True
Diaries	False
Relationships	False
Celebrity	False
Celebrity	False
Diaries	True
Diarios	False
Sports	False
Celebrity	False
Film	False
Science	False
Science	True
Celebrity	True
Sports	False
Diaries	True
Sports	True
Sports	False
Ημερολόγια	True
Celebrity	False
Celebrity	True
Sports	True
Celebrity	True
Diaries	True
Sports	True
Science	True
Science	False
Other	False
Science	False
Fitness	True
Celebrity	True
Arts	False
Celebrity	False
Sports	True
Science	True
Diaries	True
Celebrity	False
Arts	False
Sports	True
Relationships	True
Science	False
Sports	True
Celebrity	False
Business	False
Learning	False
Business	True
Business	True
Celebrity	True
Sports	True
Business	True
Sports	False
Relationships	False
Food	True
Celebrity	True
Diarios	True
Arts	True
Science	False
Business	False
Sports	False
Diarios	False
Diaries	False
Sports	False
Learning	True
News	False
Science	True
Sports	False
Science	True
Science	False
Celebrity	True
Celebridades	False
日常	False
Science	True
Diaries	True
Sports	False
Diaries	False
Diaries	True
Sports	True
Diaries	True
Science	True
Sports	False
Arts	True
Celebrity	False
Science	True
Film	True
Science	False
Diaries	True
Science	True
Relationships	False
Sports	True
Relationships	False
Diaries	False
Science	False
Science	False
Celebrity	False
Celebrity	True
News	False
Sports	False
Celebrity	True
Ημερολόγια	True
News	True
Diaries	True
Science	False
Business	True
Film	True
Science	True
Business	False
Fitness	True
Science	True
Relationships	True
Celebrity	False
Sports	False
Science	True
Learning	False
Film	False
Science	False
Business	True
Arts	True
Arts	True
Sports	True
芸能	False
Fashion	True
Film	False
Arts	False
Diarios	False
Sports	True
Diarios	False
Sports	True
Food	False
Sports	True
Sports	True
Science	False
Learning	True
Film	True
Sports	True
Learning	True
芸能	True
Celebrity	True
Business	False
Family	False
Business	True
Science	False
Celebrity	False
Film	False
Science	True
Celebrity	False
Science	True
Learning	True
Diaries	True
Celebrity	False
Science	False
Diaries	True
Fitness	False
Relationships	True
Diaries	True
Ημερολόγια	False
Celebrity	False
Diaries	False
Science	False
Family	True
Celebrity	False
Diaries	True
Science	True
Sports	True
Relationships	True
Celebrity	True
Learning	True
Diaries	True
Celebrity	False
Food	False
Science	False
Fitness	True
Celebrity	True
Sports	False
Business	True
Science	False
Diaries	True
Science	False
Diaries	False
Relationships	True
Film	False
Science	True
Film	True
Celebrity	True
Science	True
Relationships	False
Arts	True
Sports	True
Film	False
Fitness	False
Diarios	True
Celebrity	True
Sports	False
Science	True
Επιστήμη	False
Diaries	False
Sports	True
Sports	False
Fitness	True
Celebrity	False
Film	False
Διασημότητες	False
Science	False
Diaries	False
Relationships	True
Film	True
Fitness	True
Diaries	False
Science	False
Celebrity	False
Business	True
Film	False
Celebrity	False
Ciencia	True
Learning	True
Celebrity	True
Business	True
Celebrity	False
Diaries	True
Arts	True
Sports	False
Arts	True
Diaries	False
芸能	False
Celebrity	True
Sports	True
Diaries	False
Relationships	True
Diaries	True
Celebrity	True
News	True
Diaries	False
Science	True
Arts	False
Diaries	False
Sports	True
Business	False
Celebrity	False
Film	False
Relationships	True
Fitness	True
Fashion	False
Sports	False
Celebrity	True
Science	False
Science	True
Fitness	False
Film	True
Diaries	False
Business	False
Science	True
Relationships	False
Arts	False
Science	True
Science	False
Sports	False
Arts	True
Business	True
Science	True
Fashion	True
Celebrity	False
Science	True
News	True
Sports	False
Celebrity	False
Learning	True
Sports	True
Science	True
Celebrity	True
Arts	True
Celebrity	False
Film	True
Celebrity	False
