 	1	2	3	4	5	6	7	8	9	10	11	12
A	115569173.67	54985970.07	107125079.95	21315555.80	15379596.45	30593751.45	29949338.06	161350397.23	12350040.96	15781839.74	18738190.11	43413941.36
B	26213368.66	28024376.95	18580694.68	21748723.42	13704505.11	11654243.38	36951799.66	25917186.21	12559200.10	17233425.25	21366399.34	30813592.14
C	78685921.72	42853677.71	48416370.96	46805736.22	37973722.75	29261421.70	36979548.73	56904072.93	50828528.70	47757211.86	41505597.49	33381182.55
D	84986369.49	75067418.39	77585564.63	36188384.07	27820763.49	36704958.15	48205678.00	43920088.95	56969191.24	50231634.02	72873386.28	26590746.61
E	49978631.12	53152798.94	25773026.68	29708954.03	33962395.38	18925192.32	42383100.71	36783339.88	45066439.40	47418202.35	79868676.29	29124360.30
F	62619175.14	55757083.05	22958567.86	32710641.38	38214574.95	17469761.47	39704848.31	38709023.19	43499618.07	50966320.83	76165503.75	33461102.23
G	97467585.38	75879446.79	39406055.81	47587114.60	71476103.18	33253792.69	78607731.92	50298332.25	73058992.49	67376050.42	49510538.72	33815939.34
H	92492181.29	73868406.14	49027300.66	55603892.30	69598153.57	38908927.13	95020680.10	58982229.32	81868614.04	67641393.28	81745318.15	28095718.79
I	159065221.24	130300699.23	180943798.22	207039823.46	147442080.20	49230033.54	199824431.38	79872553.09	131363899.51	141627792.14	42784514.62	26315727.31
J	147112556.45	119824857.00	83085762.31	105312030.76	100236474.82	39705168.09	154716211.56	83505250.71	131104656.26	114694691.32	99318842.39	93946766.20
K	126517816.67	106316116.92	74565033.32	107977747.99	91018195.29	72621883.66	124713528.34	90537457.44	113227014.54	96444698.60	48242606.86	58598967.59
L	179744411.00	200538572.51	125447535.72	188724572.21	105726694.90	185688282.21	102854835.95	103508804.70	140796560.21	129272868.40	54484196.56	99842527.52
M	168128197.86	120500571.47	82173580.79	140108403.58	110248934.84	129878448.27	129605966.14	117481651.50	116490738.38	98926062.34	86262300.89	88726393.83
N	153050336.67	164060514.05	190708636.67	180287621.53	157908677.27	232345058.14	148356356.31	159893043.81	115802025.03	109571556.08	86360370.57	90971432.34
O	130223165.29	120643228.25	186128443.61	103517048.40	205408318.96	139121299.13	125343276.79	131853216.36	128098317.45	110566597.95	112157539.68	74632115.61
P	163400813.99	156582101.67	245299340.54	90674614.79	158677788.60	226199370.09	137066108.17	121869823.44	99900093.99	108986351.56	108168388.25	67615950.94
Q	162026669.40	185465828.91	132298568.34	113864241.92	89536135.82	417186013.18	147216207.59	191097784.13	106224416.08	98294995.15	75284456.53	57076956.37
R	137152892.94	150489968.59	89175717.78	108820733.87	84253085.60	306719160.32	130370948.36	195952770.80	80381632.68	88592102.75	115334515.16	67934953.97
S	137426431.08	102037389.69	69627678.25	141752216.81	83853497.43	77992367.16	192274979.64	105324828.85	75063668.30	85152054.46	48243895.25	44245003.19
T	111694629.50	101670047.03	73680029.90	170369256.70	90621907.38	88007649.36	361768698.82	103529206.61	76936902.09	113466254.75	102180712.25	78432698.96
U	144434915.08	117526890.21	120110816.10	120408468.90	104622747.60	87964478.99	109371874.74	129163860.36	107456966.54	83750303.99	83111026.01	47956225.14
V	98380766.51	118804142.53	106985361.48	112077659.50	84473554.69	44587316.88	88482295.01	128762406.90	70025823.78	81821283.02	72510806.60	47221988.06
W	98312141.31	105936665.47	261099753.10	123354221.16	75318086.59	31463148.86	76407029.86	70612084.70	101959814.78	79656763.49	102403048.37	76053807.01
X	65491533.20	50105104.74	41665641.70	37829890.67	30442781.73	40680267.81	55474464.21	74007341.73	67387242.76	90699877.49	100496156.11	63360539.31
