 	1	2	3	4	5	6	7	8	9	10
A	583434.33	356192.67	381282.28	301915.67	296213.85	307926.91	383437.75	343530.2	178852.48	93771.24
B	873906.52	721547.18	665078.94	418858.73	525835.4	447331.45	582720.07	502228.41	692075.06	150915.86
C	16886026.0	13151005.86	6972081.06	2682270.1	7402641.37	7554130.98	8061674.77	12612089.21	12048675.63	270897.17
D	16060465.85	14613685.94	6013650.8	3886728.63	3977382.62	7110505.3	5676322.26	10537923.96	10701203.64	286203.58
E	13240912.78	10653270.51	2502761.92	1493123.68	4394731.32	4885963.95	6026448.49	11727878.31	10106349.71	305597.96
F	9763082.5	8510070.28	2104249.8	1514013.75	4797782.45	4029103.21	11181679.71	14642728.4	12055285.3	351034.36
G	23185052.39	24029317.22	9221988.8	7229967.43	17966774.71	12193124.45	23357275.89	23267945.05	27828217.42	517989.1
H	21721069.05	22961583.55	18909661.42	11001845.44	19817119.19	20027244.93	28777283.72	24675574.74	24490273.07	553186.54
I	46496219.5	57748586.32	213171411.39	226295340.99	44406069.23	20332350.28	14913876.83	22031421.49	18174700.75	466720.95
J	36561708.18	41158647.62	60794942.71	140067460.79	32502854.55	12897324.68	15966321.62	17112558.62	17254568.22	501697.49
K	31684086.83	35035417.47	41546231.83	14179607.05	28554189.41	24752523.94	40147576.06	38077091.67	31590367.02	722689.3
L	32026187.06	28674761.84	13519210.33	6011601.09	18186328.93	23141870.25	33438966.22	34048945.89	29950977.96	829951.73
M	30380618.86	31002185.28	23004027.82	6291994.3	37336002.92	27526055.14	29761055.12	35331865.26	24566264.59	651552.34
N	27702027.79	26607680.81	12546465.79	5497469.76	23968562.78	26670734.13	28905409.14	31425047.68	27370404.93	671427.31
O	22457914.24	35386243.09	9839684.33	4678201.3	32539601.94	32223783.24	25542560.93	32210816.52	29326477.1	683202.8
P	19959972.5	26856834.66	6703189.49	4536843.03	30379980.46	30086435.72	23268447.49	27304425.15	29363046.31	637861.34
Q	21003526.34	20227704.31	7356109.14	4601442.81	21864076.41	35897516.11	31039215.78	26030846.26	28745949.12	622827.49
R	23417290.85	20780899.64	7668766.82	14884225.88	26416751.9	46753185.7	38054466.26	26351192.94	20419741.3	528242.34
S	22781041.44	24779926.71	13712020.68	10902098.77	25575111.38	27508156.51	29857126.71	23869218.39	19984075.94	585684.48
T	22788180.33	28439021.66	24531119.71	37105551.89	40396878.76	33746547.66	43400655.61	58981578.28	41688962.84	786390.1
U	32562723.56	27990146.26	15761252.55	6840441.98	16588377.36	20306870.41	38657386.12	39084674.4	28364094.21	727680.4
V	28391749.87	29678236.48	17139211.52	6571435.39	18953498.38	16965754.79	35451303.65	24677054.1	20279600.9	586051.78
W	27049731.81	23690880.42	19199769.55	6787177.12	9498952.91	9921832.04	22396836.89	27186488.42	25852631.87	565000.49
X	20508684.91	15645440.96	11801034.77	3558666.08	16377844.79	3675870.61	14304356.62	19020108.77	32641314.66	710118.91
