 	1	2	3	4	5	6	7	8	9	10	11	12
A	63792782.98	23455208.36	45750091.56	7210442.67	2970572.85	14295805.52	3025945.80	58926766.44	3256161.49	3249442.92	1779893.69	13688677.10
B	2906681.65	4706367.52	3457331.28	4550596.30	1413958.89	1332935.79	1305265.26	3143940.32	1794696.51	4839449.62	2019731.42	1220267.08
C	21524946.34	14894535.48	13837474.63	8710818.31	12771400.48	14803805.94	13399283.57	26668210.11	20410883.00	17644333.06	16868823.44	5269481.71
D	20561690.73	22430840.36	14922239.33	9640460.56	10832859.97	19051074.71	10528302.13	15232055.10	24756063.42	20256132.67	44358443.19	8037909.04
E	12794693.53	17323503.79	6539202.92	3546383.10	9177577.43	10505515.79	9531420.48	19046052.85	16328985.18	19691230.72	46768576.06	7096306.33
F	12825874.76	13996627.74	4649197.22	4147366.41	10701458.47	7313930.27	10065264.25	19197277.72	15559538.06	23203458.38	39870527.07	7749679.10
G	24773132.42	22712491.14	18256423.75	13717668.04	23411351.73	18693998.25	18881841.44	24399337.62	28281734.42	33398402.26	48493830.16	5246821.63
H	25799781.69	28723693.65	26348864.80	14633700.87	22811303.69	25874917.11	23745390.16	25235584.58	28216826.51	29737339.78	18689880.40	5482261.29
I	62042338.35	66428644.15	173352150.12	238367019.18	44837573.92	32843608.60	29734334.63	40643562.84	27277891.05	42395987.88	34914646.26	4221398.40
J	63183523.97	51749949.47	77974042.46	145531080.14	45208498.56	24638161.66	29766027.20	35131700.95	28628579.92	34999610.63	55896861.23	13235950.22
K	32389669.33	29558396.67	34457210.94	20830846.88	29896995.96	23894409.16	34327836.45	38869445.22	32822680.76	40843294.35	21620563.56	19845190.17
L	27275565.16	22600132.25	16291870.78	8892881.92	16780882.91	17888223.01	24940193.53	22730699.49	35121305.03	31206035.80	32400093.13	31039043.10
M	27843461.67	21248662.43	18218416.37	8325182.52	30547218.46	21030278.14	26856086.13	28345967.37	24232737.50	29906331.01	52395461.55	34064191.19
N	26505644.57	22341560.87	15102460.70	8957932.44	23594562.61	31369188.44	26979219.07	25892853.50	24978882.44	31021063.26	50350113.29	36345778.21
O	22278486.18	26566103.42	13045613.42	8210256.41	28458912.66	31767476.46	23077947.78	24387947.57	29858560.39	31515020.32	43962576.27	33466018.02
P	22995122.06	23399317.13	11890461.37	10090263.60	29452026.21	30080095.74	23092585.69	25774563.49	24000880.24	31208971.13	36475085.05	28339787.74
Q	27243053.45	21684179.46	10683269.02	7538660.84	25236215.25	36432959.00	28699404.39	22665309.02	27547742.70	22952491.56	43473381.76	39290428.89
R	27942784.35	27534711.01	12643391.67	7360051.78	27212893.38	44397933.01	35555422.10	25318721.46	25471686.30	26935371.21	42848040.10	22190944.33
S	28709312.89	28228002.83	21385591.49	21662992.74	30149129.14	32685438.79	28928056.87	25427460.45	31640019.28	47086739.68	38404240.01	33460218.73
T	32609513.36	34437708.36	43468823.48	39629129.16	40760171.19	39599012.77	47155856.94	60306574.68	49976261.13	91112262.17	66323764.61	46383370.99
U	32113123.39	29143737.77	23029019.02	11513998.04	19330724.14	23999935.41	34569323.16	35243111.36	26712974.53	32859397.60	168734252.40	22533000.72
V	38395933.48	37976838.42	25845520.44	11568087.97	19335066.23	20449290.04	33249959.33	28486084.58	22663740.52	35817125.60	103619699.70	33775368.52
W	37312559.95	36467360.41	31124914.90	12181413.24	13447512.66	13151549.93	22484227.91	32859645.59	28995271.16	37864093.14	75254803.79	43009881.98
X	33019870.21	33933920.92	41886170.33	10992865.98	32062363.49	6534616.87	18447839.79	25457589.89	42024567.59	66748574.96	80146029.28	43768601.37
