 	1	2	3	4	5	6	7	8	9	10	11	12
A	2597752.21	1217809.42	2091520.93	1219603.87	3991574.86	1176059.88	3735212.96	3347897.91	1200262.80	2692337.64	1466530.26	2174197.99
B	5546463.04	1375975.55	5053258.30	1382246.19	3112186.17	1232690.17	2969824.17	2453672.46	1237069.02	1873202.97	1477979.48	2246163.76
C	3142957.96	2829883.31	2458978.97	2187539.89	3565936.83	1422812.87	1564839.15	1767162.63	1787597.01	2176633.10	5511842.89	5654490.53
D	2848132.59	2658948.65	2209808.55	1976256.68	1702194.97	1574696.40	1615047.95	1732083.53	1613944.29	1875146.40	2526130.33	2925966.80
E	2527610.08	2538738.94	1962420.70	1652873.66	1593051.44	1224261.79	1398548.97	1413818.52	1741436.07	2060076.74	4217144.28	4492619.78
F	2884274.42	2567607.96	2006237.11	1880290.09	2043218.80	1244231.43	1754821.41	1500365.19	1816834.21	2061819.19	3842108.21	2428898.01
G	2991886.89	3034361.36	2553592.41	2587564.35	3258094.17	1577218.93	3589294.45	2472741.87	2481441.57	2839539.25	3698793.65	4573010.52
H	2779396.69	2778689.73	2719367.65	2385394.96	2392889.66	1791641.14	2560489.59	2364717.33	2784867.58	2757986.34	3615321.17	2029396.66
I	3914167.99	3529975.09	4291782.23	2917635.80	3570683.58	1919371.68	8138355.13	8027901.16	6415835.09	5785698.54	1957618.45	1355676.08
J	4134205.19	4018570.64	5804493.67	2612436.80	3133014.12	1857362.72	7677779.47	5657205.58	5049537.68	5345591.72	4480972.07	1865234.56
K	3010637.50	2981662.49	2882371.23	2692253.18	3610732.69	2109146.83	2875618.71	2608775.78	3060972.36	2911852.62	2614098.89	1678497.60
L	2806727.31	2766179.09	2764002.63	2884540.53	3087143.24	5729943.61	1998923.24	2934453.82	3971648.17	2935209.74	4549362.14	1750751.65
M	2732580.30	2793497.93	3047349.21	5762533.75	4336445.85	3322623.83	2417869.68	2462771.32	3652631.98	2502169.56	3836368.62	1879576.36
N	2548929.84	2502859.69	2181773.81	3724538.24	2637522.02	3042816.01	1887308.40	2384239.78	2604366.31	2339803.88	3563693.70	2105701.14
O	2352374.66	2364915.93	2239645.49	2602344.76	3542554.40	3665261.67	2127393.46	2074464.82	2244019.41	2338546.33	5120878.81	2813472.89
P	2184229.01	2154098.09	1818080.19	1886256.98	3104390.42	3668732.26	1867299.49	2277599.27	2285399.45	2124577.21	4201047.29	2216322.39
Q	2076162.40	2056911.58	1736697.04	1871867.08	1578436.97	3629568.49	2094030.91	2146698.23	2240086.82	1940862.33	5179346.00	2708211.97
R	2530511.85	2257473.57	1820086.95	1944779.57	1641169.96	2690990.27	2354140.52	2124022.91	2166335.22	1851717.33	6218429.57	3508508.39
S	9954289.74	7674248.96	5492620.04	6237208.64	2480073.29	2963914.30	5447107.31	4240552.47	3246462.55	4727559.65	1865674.71	1902291.41
T	4443813.87	4403227.15	3122879.97	3071077.69	2366197.71	1811517.89	3475123.96	2750523.15	2599802.01	2613026.71	3134894.53	3366706.13
U	3869307.26	3325862.29	3564206.10	4113912.16	2814028.49	3159274.07	2990618.07	3135330.49	2824576.54	2449096.92	2890629.12	2757536.08
V	2938797.47	2737845.80	2437298.78	2501294.90	2339795.78	1497101.07	2292981.79	2279500.84	2200770.95	2109000.52	6554211.58	3588856.21
W	3213357.67	3156292.74	3639920.40	3012054.58	4078188.01	1495181.51	2018495.11	2690078.58	2750310.27	2323299.97	3756766.80	3178350.02
X	2759013.13	2662488.27	2102803.54	2332328.12	1876205.76	1452938.09	2202728.63	2555533.00	2448780.30	2550662.02	2940124.88	2795613.64
