 	1	2	3	4	5	6	7	8	9	10	11	12
A	15562150.64	3804740.27	7102965.38	1613533.74	4089368.80	1434130.00	19500380.58	2793935.91	623497.01	850213.83	1081699.01	1859112.27
B	36108714.17	5438683.54	5031363.71	2647202.10	16642035.20	1852546.37	12780069.23	3390405.62	862680.01	1052085.17	1527624.03	2225519.88
C	5580246.33	5616172.85	6575650.63	4365618.40	2396987.45	2096422.98	2746157.34	3954254.11	3412752.02	3380942.46	14010661.36	3937213.86
D	6891247.73	6706108.56	4972109.07	2489063.70	2640271.27	2809722.02	4738340.89	4463580.64	4466286.64	4033969.57	6598019.67	5348147.47
E	5431911.03	5659041.92	3887461.34	1452050.72	2021137.27	911625.84	1693035.08	2510655.50	4122051.14	4132115.72	13909046.76	3539492.78
F	8506462.43	5697661.02	4528274.91	2516357.68	2962678.61	1113353.03	3164206.66	2825445.63	6095038.29	5535504.04	12938020.48	3646465.62
G	6575875.74	4464182.58	6278463.57	3493204.16	9749420.40	4043354.96	5790310.73	6173795.99	5552850.57	6997816.01	25803887.74	4574486.75
H	4036399.48	4821305.62	5696551.52	2863346.04	7769250.19	3767801.37	4920199.33	4475061.44	6519604.88	6556882.77	24053228.19	5321550.92
I	7098642.37	5802551.35	10159800.29	5366753.58	10280095.96	5122159.73	17699849.02	10446401.02	7710671.33	13066019.98	11629298.69	2577757.14
J	8024710.35	5560041.27	13563985.58	6687142.90	20062723.79	5712106.97	9923291.27	10848537.35	7847522.60	11053907.89	33594427.35	3710757.95
K	6505300.43	5446931.60	6432045.93	4016135.28	7119931.02	3846392.01	6502578.75	5526289.41	6112644.04	6985534.90	7417213.53	4872924.22
L	6101761.92	7115796.33	11058856.98	4082782.21	4781003.10	6884327.09	3520764.11	4439387.80	5530664.77	5130031.56	25148335.09	8110577.29
M	4733200.17	4990452.13	7135988.89	24037844.50	8643331.41	5345983.55	2832925.23	4111483.87	4315675.94	5489670.24	19898099.16	10580484.34
N	4968275.29	4692420.39	5369778.30	11861456.25	4778749.83	5682527.01	2277643.30	3406737.94	4087275.80	4259141.42	21022971.23	11949886.67
O	3750343.02	3922570.55	3196833.78	2691731.53	5534907.99	10353567.67	2900744.55	2972279.34	4265847.93	5068691.47	14527691.51	9834295.68
P	3347661.59	3709212.23	2188271.36	1689502.65	5394577.12	10570210.05	2261962.18	3080069.05	4260118.06	4279880.59	14149875.76	8443912.13
Q	2996430.10	3149477.66	1775488.13	1245124.99	1756275.90	6386495.54	1652120.39	2213094.77	3449960.35	3371222.30	25165887.15	9527606.86
R	3886405.99	3613142.13	1847443.86	1447857.85	2140507.18	3102766.18	2103846.48	2504313.14	3182761.56	3493811.94	18746572.05	8735594.77
S	11883614.23	8033280.17	6070935.98	5910169.59	4751711.60	5309645.33	6609273.76	5351562.99	6289038.92	10114135.92	9932746.80	7179196.57
T	7036870.24	6084841.05	5260016.87	3465259.07	3862089.68	2565857.12	4565169.11	3463037.46	5841024.59	5383522.65	20682058.75	10815290.74
U	6749915.40	5278845.47	4317601.01	3237509.52	3085598.31	3468891.10	3385313.97	3613575.03	4796248.55	5073337.88	14497388.85	7594182.81
V	5806644.97	5490660.74	3856454.36	2170731.84	3528725.86	1694692.70	3057278.62	3176874.28	4145470.03	4860006.75	27858703.98	13309129.18
W	5757493.53	6323115.30	3628410.27	2008450.89	2926635.19	1974487.58	4334839.29	4903584.69	5524487.98	6039361.88	14293542.46	10390769.46
X	4732649.26	8806335.58	5663097.65	2905503.64	4628594.25	1839411.16	5744856.06	9231231.37	7800720.78	8480632.21	19773810.39	12365264.45
