 	1	2	3	4	5	6	7	8	9	10	11	12
A	31762207.48	3732698.54	23121559.71	8363939.20	161293017.32	7775448.84	31694252.85	8840643.09	2000714.56	6965630.24	5440973.97	5436480.49
B	20025667.02	4310331.57	22515327.65	6509446.96	28520170.66	6659848.66	49837974.29	19408857.56	2760235.46	9351578.19	3021728.11	6648885.76
C	17027525.65	15509648.60	7602832.20	11982757.80	16395520.09	15335519.53	13975981.83	19288755.59	17719742.07	28517954.05	43733184.42	10054189.43
D	11074991.34	17906271.99	9114325.92	14285795.43	9632859.79	27830862.73	30146181.10	19097232.26	18056763.69	37955798.34	45376015.78	21282444.73
E	7202532.76	22677986.98	5779108.31	23503420.17	10423161.37	11648083.34	10915291.62	11910969.99	16695978.92	28222644.11	69920980.21	10690882.67
F	5539304.28	9917117.51	4274381.62	8267820.37	19083241.38	9186648.73	11343148.84	14173070.77	16360028.57	28061295.79	52007510.00	15534949.66
G	11523428.88	17608858.93	8854741.01	24929571.62	43883343.80	26979924.20	26894642.29	26001250.04	35163792.99	45003890.90	53024540.26	15709513.40
H	19118269.05	29522176.16	23174877.35	51285669.77	22844405.44	25432338.06	22895293.09	25085664.59	29149015.89	40346235.78	42545826.26	11828333.86
I	35762890.89	60248954.66	447826027.97	87419877.19	44310275.58	38885404.75	56159145.63	44645177.74	50803540.40	85335914.75	45045639.82	9526580.77
J	16292498.79	44167839.88	96331936.53	45675217.65	46605473.28	29522082.93	31946388.96	33891344.50	40865171.64	57737126.51	83583350.53	31185621.15
K	14517539.90	25759586.27	26164632.32	30360832.01	32779834.01	25861549.00	40980095.59	30791257.32	39150505.98	51456815.27	29464658.01	39487445.31
L	21453821.36	21809225.65	12113314.81	19137512.23	15955050.53	30920652.32	35558371.35	41986014.42	36071876.31	40708954.33	16195502.33	51391986.39
M	27879072.20	28336378.27	11300274.29	31012408.45	25138501.59	31515071.83	44337713.10	40810202.19	34587957.55	39482255.89	59864788.62	48856646.32
N	33445679.40	24190349.27	8378913.51	20131970.34	22017555.86	54554159.39	30419779.33	38883245.87	30366239.65	36795972.62	20258072.57	57755358.60
O	36491439.56	31620251.36	10908024.34	41033961.62	31175678.63	43527566.90	27941632.48	30322872.31	28635135.10	37819629.04	64705153.65	39406373.40
P	56769904.62	27493327.21	9257129.74	25256047.02	34871138.26	40996976.48	24323910.67	29896827.29	26475954.05	36598228.64	48948670.26	34596276.89
Q	39965293.44	24969186.96	8497080.00	17895489.70	22035089.43	43907956.11	26679036.12	28525268.28	29011003.47	29650383.25	56308583.79	39218535.89
R	32692275.21	29673796.29	8743834.93	18606849.07	21131488.50	30223052.92	25011526.18	24812343.94	22551661.55	29216981.42	44538871.01	34207872.01
S	34060671.36	36967270.92	20982657.80	59668633.41	24633275.04	41084776.23	73634680.43	30305296.64	43369790.47	46774916.14	51677344.04	44130925.50
T	26624696.33	35679318.07	22980088.60	59692770.42	26532570.43	36300144.40	78299121.06	40607433.81	33990074.46	52737278.19	77063835.84	49625842.53
U	23933074.77	28645259.87	31237376.18	38457532.56	23754422.60	33059439.94	35312562.94	33819029.26	35208367.41	38093841.51	62358557.80	41799151.24
V	4040789.46	26685923.43	23967549.68	37712843.24	22197737.38	17071226.24	20893234.84	23701280.66	25805625.94	36439081.23	95313640.54	21468775.02
W	12057105.43	20073505.95	11716690.35	20338998.42	19219832.04	21489616.67	22387327.91	23939069.74	30436461.35	37807517.10	64595810.08	43777244.28
X	24267659.40	14808375.41	7564658.67	6551761.48	28730106.25	11275972.88	27020583.22	27979897.58	32105251.09	52377841.67	24584258.09	21235161.47
