 	1	2	3	4	5	6	7	8	9	10	11	12
A	35737792.40	8340463.74	30483775.77	2547286.30	1018571.31	2605091.39	3594703.67	46954332.81	3020106.64	1703693.03	907220.36	2673842.82
B	2139663.88	3945481.68	1882216.57	3247371.60	544062.64	526415.09	5748371.14	3299107.38	937701.01	2433152.18	937980.25	3390953.86
C	5375540.95	5178511.05	4722276.55	3880799.76	6906162.55	11217946.23	9048775.95	15298349.54	11244692.72	11931239.33	4254345.63	2603039.28
D	4510863.40	5553774.24	4259358.51	3829708.11	4612121.69	15130783.31	8049337.18	12838518.04	18928788.42	19209523.68	15349540.03	3009137.11
E	5056275.97	7707571.93	4448742.44	4124624.65	6222087.59	9548489.03	6146897.39	13530804.80	11104402.33	13444939.46	25366109.73	2709873.37
F	5096366.13	6306136.11	4740881.25	4080337.29	6097616.86	3183830.21	8351738.77	10229546.80	10613068.75	14646567.93	14016413.66	2999982.75
G	5710590.35	6598114.89	5775647.74	5070374.90	14631672.63	6526333.19	8728610.92	9041844.00	8523654.70	13226464.98	18257597.01	3056369.35
H	5464288.26	7359101.26	5849259.57	4837320.74	9800647.88	7765229.52	5573206.63	8885329.57	8514525.86	12437950.08	11591801.93	2356986.17
I	34475781.33	21596902.31	94817505.99	39745388.98	14999034.84	6282954.56	10084069.99	8330483.28	7420005.70	16300001.30	16749130.06	5371186.59
J	21307482.63	15640008.45	18662832.04	19866243.59	20598451.42	7515883.95	5854040.47	9237689.15	8420229.52	14983062.17	38357966.26	20444065.26
K	8323837.31	7342652.36	6019222.70	7823611.57	9153196.14	6241901.36	15854049.55	10628949.85	9202321.10	14495389.61	21700990.35	33541042.33
L	5862155.65	5466090.03	3048458.54	2026829.57	4590464.02	4735881.87	12146004.86	8010790.49	8441646.96	10609079.20	22083941.98	46204505.38
M	5795237.21	5424304.60	3466478.63	3179662.17	8541515.34	6275913.36	18031694.94	8805840.14	6629281.84	12129468.88	36691686.30	44097303.11
N	5815083.71	4674201.10	2680042.14	3473340.80	5141837.93	7652056.67	4794590.34	6876556.07	5493184.27	11301215.60	29469154.82	32216104.57
O	4533812.66	6424787.61	3347744.83	3920652.42	8461443.95	7174364.68	4569905.72	5896974.71	6715164.75	8859358.71	18623426.89	10789870.51
P	4480980.01	4519045.04	2612892.69	7603852.80	6436100.09	7251757.43	3829223.01	6701744.68	5303750.87	8249822.50	11391331.32	8522825.76
Q	3602844.88	3847552.90	2185701.83	2730392.09	2563704.80	9879762.98	4153894.28	5817650.37	4983390.06	6009292.18	17801246.75	11986294.94
R	4473552.95	4563700.56	2218226.33	1987784.65	3530517.99	11780769.60	4421189.48	5723358.75	5120794.40	6862495.30	8803393.19	7899137.48
S	5756912.81	5770302.62	4262876.91	5968596.89	5611678.87	9394479.57	6817527.24	5476978.82	7291351.48	11542291.81	11640772.72	7079063.10
T	7511487.96	7147025.86	5934029.85	13836758.41	10191581.27	11858090.18	15800856.85	10816423.86	10926926.51	21555996.03	22903968.22	13114189.52
U	7068695.06	6626532.90	5660479.32	5859110.17	6117199.64	8685684.54	7773790.40	8394429.12	8210435.22	11029489.24	24961912.11	11011018.38
V	7261258.32	7931065.69	4078979.34	4175115.57	7535093.13	4217326.97	7008176.45	6195429.83	7895168.91	11692695.84	23619851.78	7835208.20
W	7746824.44	9085119.25	5628636.86	6092229.84	10804850.91	3800530.32	7438997.24	10089031.97	11181059.51	15170600.74	23926989.90	11385230.32
X	6277121.71	12000038.95	11895433.51	6863536.78	27493925.48	2697064.54	3835601.84	5742584.69	13611494.28	25016900.50	33751788.02	9515532.03
