 	1	2	3	4	5	6	7	8	9	10	11	12
A	2212654.35	11262219.75	2717255.46	460037.60	330315.07	312103.90	462697.67	5717344.97	282416.92	288638.79	445396.01	2349611.26
B	1514740.17	1143662.05	446871.94	487872.02	332558.23	285268.02	1586385.13	1139354.46	329557.07	421936.21	631826.29	1206392.99
C	3439935.28	2988449.75	2103018.26	2364662.83	4723095.97	2627433.14	3697688.98	4134961.99	3798416.66	3257860.18	6310530.82	3578381.73
D	4060803.32	3293511.49	2954500.86	1845337.89	1695347.20	2827829.88	3023363.55	3390465.49	4642306.02	4307150.45	1718159.94	1142099.34
E	2734258.68	4309020.72	950877.53	807818.86	3845628.89	2090670.53	3111736.27	4015359.00	3999508.49	2791968.05	2299193.53	413739.26
F	3287798.69	4048787.91	800417.76	762204.82	3239871.53	1853961.13	3800800.05	3890389.38	3579283.48	2775281.25	2106593.51	512155.20
G	3806956.92	3245356.48	1874567.39	1580053.58	3768554.31	2728145.42	4064007.48	3562872.44	3485239.83	2912567.25	1943917.77	529829.87
H	2717016.19	2880808.01	2150678.15	1698840.60	5026158.91	3878637.64	2930001.81	3178606.46	2977086.29	2524228.19	1937905.86	526420.35
I	3427220.83	3086086.43	1745297.67	1397745.05	4757181.20	2254844.55	3270349.78	2650992.86	2453169.30	2785766.16	1865185.91	1442261.19
J	3841192.64	2900687.06	1095399.71	938422.17	4515368.22	2075301.53	2413985.57	2215987.67	2818231.33	2348198.16	4683079.16	9218178.14
K	3704489.55	3649531.35	2524534.75	1494606.22	2777558.44	2306417.83	2966463.64	3168811.10	3239418.70	2804191.83	1250214.37	6327786.42
L	3539266.15	5919751.94	3691284.91	1873132.07	2448857.06	3400326.09	2328052.83	3506182.01	3863891.55	2568184.43	1424293.04	6094756.75
M	2980759.39	3575335.60	2983497.12	8268962.96	3445652.61	3334451.33	2972074.87	3861873.56	3211105.69	2781474.96	2704110.19	5901440.82
N	2725497.87	3262421.06	3294161.94	4368490.19	2260837.35	2474643.20	2277497.45	3088478.39	3109887.52	2322366.24	3539384.65	6045838.24
O	3029157.56	3265836.62	5385805.65	7874196.51	5028264.32	5704522.22	3184649.62	2964506.14	3045632.72	2473817.26	2593033.24	2859542.77
P	2486820.96	2496481.93	2700919.03	7826817.16	3196759.44	3754276.93	2408247.45	2376531.13	2531851.49	1914320.93	2292685.84	2413828.90
Q	2033266.69	2147141.85	2535142.31	1940209.25	1432175.25	3654699.39	2431600.34	2390809.43	2518481.51	1673705.72	2401362.56	2893853.91
R	1997505.63	2087543.61	2764878.72	1421306.57	1715640.18	3073174.33	2542694.28	2387501.74	1984436.07	1789267.17	2213100.63	2556121.53
S	4320749.92	3103813.99	7543748.93	6576162.17	8421629.93	9096371.84	4241522.62	6573570.38	5426274.14	9674160.15	2309066.97	3576453.49
T	3297018.79	3578629.35	3537042.60	2018378.15	4658285.38	3650256.28	2900042.11	3058355.55	3253624.81	3472864.45	4048166.01	4338908.56
U	3759702.39	3689317.93	3290705.13	2705295.86	3589927.80	4092888.94	3293391.49	3564342.38	3387352.68	2434486.02	1357337.22	2060312.39
V	3553604.06	3245940.04	3226139.84	1132360.31	4202620.84	3026305.65	2713701.38	2653161.03	2652383.17	2010906.87	1242567.70	1830511.31
W	3336769.93	3232908.13	2113924.45	1060785.82	2531610.41	2403181.04	3048487.07	3655028.63	3296598.21	2288944.14	2268784.48	3297443.76
X	3227829.21	2511837.53	3769885.54	733738.95	871661.93	620493.48	3312587.44	3810025.69	4192708.92	3195134.39	2932739.30	2826011.44
