 	1	2	3	4	5	6	7	8	9	10
A	121989873.36	44120069.11	100216651.22	3825657.59	1255348.57	1437446.59	1590150.83	1820633.01	3481900.02	11237535.15
B	5020114.51	5922875.52	5012735.11	4243172.02	2726901.03	2983582.61	5619953.72	3753208.39	9641453.57	189415614.67
C	34979077.62	35736073.28	25366762.57	21366699.71	56933719.52	43139240.15	212070672.95	66681407.3	87920846.49	155187485.82
D	34935719.43	38337839.99	26814432.06	21317423.29	21519616.91	50557034.5	65362274.28	82677133.13	145653112.19	173976145.41
E	21790252.52	40541529.74	18908762.85	38261579.64	41115141.08	35583130.45	149498522.09	86465022.05	85644602.72	125939296.17
F	23966347.82	25778264.48	15815522.55	29144299.64	58977667.7	22835837.99	214059692.12	83044803.59	88074743.86	129120835.71
G	34474799.8	41481435.59	41237052.7	58527908.82	75288822.48	34872655.13	75587294.92	58320201.41	62756814.83	94833075.28
H	40847039.69	51394531.32	58194510.81	153880494.9	70501249.08	57920797.59	62034637.71	60924121.57	60836529.91	77233175.08
I	59256146.07	63883922.78	234895097.25	62668508.8	53808310.05	24757563.01	46418270.28	36253606.39	33367979.37	56068911.57
J	45846428.82	56804712.54	100222271.1	52512681.76	73747893.17	23585938.02	36875374.34	39766708.41	41818733.06	58368309.33
K	53202902.45	50508031.44	62669117.48	54752481.42	65806478.59	35573694.97	66992001.85	69310215.77	58500073.96	73205450.61
L	96791879.95	97401326.6	71380333.62	106418658.16	42715680.17	31497733.86	40126155.25	58055062.38	66781335.09	69542148.37
M	71624446.49	74592547.53	50473447.4	58091500.23	63766207.61	44565807.7	45497482.16	57205622.23	53480332.31	80316018.07
N	79386796.67	71737754.67	53049367.46	55939234.95	49481659.26	118376090.81	39143239.76	50626276.63	44112265.97	75557346.96
O	70278948.14	70314218.18	46754416.01	68419837.47	70057716.09	85248814.87	39183437.87	47150100.63	43201839.38	65502847.27
P	98400566.53	60226775.8	37446889.54	37945796.32	54482439.96	71090269.09	35835778.3	53133036.66	41675140.18	61939068.65
Q	64205732.35	55566416.35	34390081.06	33471709.0	42605232.03	95363333.06	38822760.89	41530927.05	42848229.72	58815460.2
R	53121181.85	54382525.88	32988309.26	40094393.21	44385406.9	81820774.24	43830245.79	49616828.42	47841684.39	65290064.22
S	55757510.78	64085950.79	60987552.5	81618094.76	69897357.01	81296157.91	99763145.44	77783773.94	71561641.31	111025010.23
T	79742495.6	94394656.09	90458806.11	124212608.17	90851938.47	107236777.22	169397047.42	157415628.41	85511302.34	137771260.13
U	87799048.74	74142195.92	71171588.54	85829069.59	64503277.55	72021253.02	98011427.5	94579574.03	86705083.09	113999262.03
V	55774994.23	62709809.02	55416549.09	76908723.69	64042498.88	34443739.08	58525805.59	64587037.44	68811316.12	99699329.46
W	47721096.63	60703921.6	48696443.59	86152855.19	71316526.51	30125965.19	68576136.04	89537400.14	83787164.12	116430011.55
X	64678309.72	60162406.73	54379364.47	27519282.06	94818918.69	13778887.14	40598133.22	64670173.22	109826591.76	164072237.42
