 	1	2	3	4	5	6	7	8	9	10	11	12
A	38108480.03	6940073.32	31677652.76	2191822.37	1418576.46	5240784.89	3779633.99	52359083.03	3432609.85	4375758.88	1577453.78	4386069.04
B	2773764.53	3476284.91	2250026.30	2553491.54	725779.93	822568.66	6756063.73	4116343.68	1517690.74	5476316.93	1578879.05	3674946.54
C	7103844.10	5164318.83	5475345.78	4322454.99	7222218.49	15967886.03	13142214.13	22909186.49	18449835.47	20076490.70	6781293.30	7844217.40
D	7117644.50	7172271.64	5741395.04	3834360.26	3938509.14	18147601.49	12600371.36	16814231.49	30862171.21	31233136.33	26607233.46	5501282.87
E	4913750.89	8803102.99	6996240.96	8034982.14	5649973.61	9456917.56	9495706.45	16217424.74	16367458.41	20978201.30	24497500.39	5234443.16
F	5936957.37	7187874.45	8652820.04	9470753.37	8202594.42	5526923.80	12191000.03	15843893.22	19715346.28	22500006.91	23446106.78	6091643.90
G	9049910.42	9039720.62	8349984.97	9581250.57	15755862.62	12285655.52	14291469.80	11837224.12	16061147.33	21098460.55	14916201.91	6424354.00
H	9398948.12	10391170.96	8888125.46	15050294.59	13805391.12	16793596.07	11224352.86	13550315.00	19169421.27	20324648.65	15155338.36	3914804.11
I	39361787.87	25622814.53	135186904.98	43121179.88	17304662.31	12897216.29	16466106.10	12606188.04	14473222.59	23604602.79	15096174.60	6902953.94
J	24863644.53	20412192.68	21803434.81	24397983.08	16804652.12	10623570.20	10583764.71	9892754.10	18002643.68	20534062.88	36892506.93	22381656.46
K	12639485.84	10726131.49	9068453.70	14900501.18	14642970.43	13863544.73	21249961.54	17879550.86	16595375.39	24747575.40	17978275.39	35633690.09
L	14847105.58	12242300.90	7964023.71	7810744.74	10226031.49	10655253.82	15964946.24	19342893.09	18342838.67	21498005.80	19197756.56	52012552.84
M	11367160.46	9754062.33	6442400.68	8491467.47	13941031.01	13254885.75	24286330.97	18126253.22	15349950.94	21688359.66	36437354.12	55756773.23
N	11114126.44	10220074.86	6023868.63	8958568.24	11021120.85	13175596.23	10533852.84	14403411.36	12925287.91	19158706.86	32489868.09	43798067.23
O	9730293.68	13145466.60	8032531.08	11741443.78	14355356.93	13211071.57	10637580.15	13398659.39	12531044.71	18900507.33	25268474.38	18063689.94
P	15903863.15	11202799.93	6397887.39	14893406.14	13046240.13	11684511.63	11209314.36	15071666.13	12429460.62	18116807.93	21834027.94	14642076.49
Q	11468774.77	11650844.65	5461272.16	7142185.94	5586807.17	15693042.55	14396401.51	12298158.81	12031939.01	14141213.87	16117603.42	15758351.67
R	10130946.83	9885100.56	5205914.19	5775420.75	8193039.00	19555034.31	15614577.33	11538722.50	12969234.09	14251530.33	15041407.25	11324603.51
S	11637680.81	11124657.10	7388585.66	11423310.90	10132185.03	16838169.40	14660535.03	9242452.39	14023685.41	21739628.08	16005890.45	12663108.35
T	15557885.10	15759642.59	11619755.33	27674871.85	20666173.54	18496549.43	34602012.02	15455883.34	20016136.16	30462566.90	25171380.48	19576607.95
U	14272112.93	15171943.28	14122442.25	16742867.78	13207232.49	18218959.01	20249712.55	16276309.94	15490851.43	17894843.77	33767716.79	15470522.11
V	12381839.57	14967449.28	11457419.85	9811459.83	12819488.23	10840721.56	14069833.80	14170117.97	13287881.32	18373879.90	27395921.50	11073892.30
W	13199846.35	15275942.51	12160539.30	15740248.03	16528251.34	7883033.97	12894919.17	15625613.95	15591674.24	21757273.64	33937979.90	18992294.05
X	13421972.54	12247506.02	12555174.38	7607437.07	37479570.22	7534345.81	8453897.78	13169458.49	23331988.07	35449001.87	37401464.55	14520460.61
