 	1	2	3	4	5	6	7	8	9	10	11	12
A	4826798.98	11160978.16	4219412.26	1105187.47	753173.82	951397.39	1005521.70	4381423.37	877019.51	1052771.46	1046326.67	1254042.98
B	984765.06	1244583.83	942435.09	863207.08	965264.90	680444.11	892301.44	985324.37	898609.50	1391818.15	1255236.12	1322667.79
C	5108075.46	2220081.67	1379677.85	1161590.25	1701058.51	1670483.42	1706747.88	3905326.96	2811747.11	2714494.92	6539096.35	1484969.44
D	2099679.84	2546530.11	2024627.68	1029648.97	1072465.30	2472453.63	1931530.46	3287362.84	2689730.64	3006502.23	3180967.88	2066371.86
E	1266127.52	4639088.43	1872449.88	1173705.20	1560483.32	2153470.92	1944552.42	2124354.95	2573614.05	2777526.62	5667400.04	1448812.75
F	1261329.69	3275182.83	1249599.56	1697323.56	1732408.24	2487095.19	1569324.85	2332484.89	2762189.72	3258787.01	5991318.47	1549419.26
G	1995388.53	2995824.73	3323637.94	2409629.04	3053909.28	4392089.30	3431926.09	3988342.88	6502651.99	4351578.86	4300344.79	1285535.71
H	4659624.36	5747471.27	6692036.18	3582922.60	4157130.05	6451718.28	4397502.40	4301917.33	6140944.20	4421396.98	4802356.62	1480453.43
I	6744593.57	8777940.46	12868260.26	9560596.40	14893290.04	26448404.34	12578238.30	7923059.03	10941323.67	6482678.71	8057045.87	1696024.16
J	2427357.96	8893363.99	6474091.40	13664269.84	11917513.02	21280694.01	11903135.63	6829895.35	11699109.92	6468873.97	9940942.95	2368592.89
K	2023359.64	4733822.07	3191933.39	2462945.00	4868673.50	5356562.32	7201024.22	5431908.46	6285635.24	4578449.54	3733559.36	3039420.44
L	2122740.80	4449208.35	2385791.28	2003248.19	3804802.72	3300682.65	2888118.64	5249709.46	5759573.64	4764953.12	2733808.35	3667965.84
M	9646190.20	4436404.36	2183802.41	1868191.81	6799386.60	2933588.80	4197744.71	4560012.06	5000524.39	4421835.95	6475429.43	4556028.56
N	2501955.19	3965763.05	2099373.38	1696118.72	4615928.48	3590017.09	6629601.93	4398052.52	4735215.50	3999628.77	2369766.42	3508151.50
O	6699011.82	6084991.35	3538694.91	3515354.21	7151027.21	5032786.81	5799433.27	4359027.51	5821484.58	4117115.11	7160317.72	3971543.32
P	25591005.15	6242333.15	2837684.43	4677412.11	7737249.51	3665849.47	5006212.62	3042201.32	5147697.03	4080685.73	7026275.78	3441857.37
Q	5765309.09	2985271.90	4525580.57	7416229.92	2973146.78	3942486.93	4478349.95	3164773.24	6091153.87	3719734.33	6058556.02	3320088.56
R	2793915.46	3626105.80	4269979.22	6802322.37	2351214.33	4052238.28	4569773.96	3535722.70	4730947.40	3746866.58	7723359.32	3126225.35
S	4645698.48	4369507.49	4672795.21	3134284.23	3723415.87	7961101.62	11551098.66	12750437.80	10938846.34	6896781.86	12640646.44	4351662.47
T	3474304.06	5637420.75	5416044.88	2831210.66	3415590.96	5209522.85	6626530.12	6738000.64	7884317.40	5348021.70	10137554.88	5922258.41
U	3722709.08	4695245.61	5554564.88	3985166.06	3394423.12	5936560.36	5332418.29	5257616.16	6228033.15	4832657.37	11272660.52	3942670.44
V	2175835.68	6640712.12	8956899.94	2963732.19	4297780.28	6387715.93	4342567.49	5323885.49	5184174.30	4645978.99	5898536.15	4129692.40
W	1938355.44	5687960.23	4953804.47	1728096.81	2710609.22	8880473.18	6397754.79	6120749.17	7930268.12	5216200.67	8054519.45	5249350.75
X	7863670.65	8042471.80	20331044.48	2975643.53	7170282.05	2433647.95	12697536.30	22628808.50	5833597.57	5238198.20	2407384.82	2263126.48
