 	1	2	3	4	5	6	7	8	9	10	11	12
A	151339938.54	94156115.82	155616604.83	15362526.16	17957979.09	59077348.16	10653962.82	63631685.62	8312671.17	33592258.58	6028053.67	22084466.57
B	24091245.23	21862776.41	22941069.22	14995148.79	6980810.04	7847790.46	13562858.72	8455528.89	7989869.74	34173616.00	8623115.96	28714916.76
C	73070013.99	49678106.73	63769044.76	53024499.08	80813847.61	67693536.26	49904557.11	70861173.62	46980561.25	111059066.67	74461033.06	27747132.59
D	68198343.43	73140144.84	78992948.28	63369873.17	49286622.09	82556900.13	51178758.12	50390695.34	58668939.59	83290116.50	136261015.59	33582093.31
E	35116322.77	63622664.05	56575014.52	44391250.52	68263635.27	87507743.77	49513179.16	110307837.59	49991675.54	94450412.02	137583680.11	33175816.41
F	35816220.33	50230040.54	39969080.87	38540497.46	78582480.83	68211127.11	52848639.91	180097121.62	58667770.36	101699991.31	87004440.94	30089175.14
G	67962591.25	95689939.91	108668077.09	158815039.78	132442734.33	96284416.91	107927473.50	183274449.74	75050683.67	129446008.45	110151564.42	39423001.76
H	79502962.60	89702471.63	109916780.32	85935690.01	154848104.51	138168632.34	89131362.42	117453010.75	68145321.89	106459198.24	53936603.90	17303775.45
I	160930285.42	218883186.15	515142196.46	168803148.12	195503503.82	139331008.83	64787507.53	128459117.00	66909308.67	132817571.86	108673723.16	12191619.68
J	126405806.65	212158222.74	317421606.60	161953153.57	227919414.33	112491416.66	72196579.57	135902314.76	72942068.29	122339071.56	201979681.87	19939250.51
K	76624083.19	119810614.22	159610170.68	119599929.56	130604414.33	132439905.53	148204283.46	176849842.57	73328930.91	155452440.17	114083243.30	29473835.12
L	68623897.29	68773728.32	79149059.20	65862608.01	92255663.98	151369703.67	92049749.00	140546195.52	67105527.96	105884559.58	143300158.89	48584698.41
M	78474207.69	71237835.19	84634670.58	66828978.39	102642087.67	138134012.23	89505789.44	102151722.80	53852098.29	99799437.26	168971895.52	73439195.60
N	112426247.44	68937038.05	64519866.77	67077669.99	75861015.52	182231909.41	89719284.41	129317467.05	121333140.62	101156886.51	117670641.31	81863054.23
O	140953833.11	90387312.98	76084740.91	59606215.54	114757348.98	166570798.17	85340098.35	98273838.05	182708403.60	119246348.71	125630064.74	89887623.23
P	153405967.84	64938716.04	56262556.76	50480123.72	74311978.39	91036798.61	122602032.38	94782171.56	258482992.29	113316128.88	87877666.77	56882218.06
Q	132206614.45	66566257.73	50240405.55	88113369.71	44726457.38	83983249.36	137398789.22	83208727.04	209962201.90	84816850.95	131490047.02	102320663.49
R	73606213.34	73527065.89	59668374.48	121320844.96	69536912.63	99965872.90	147813606.42	76677454.37	93789262.05	90096749.62	82348465.39	61098278.77
S	88420611.81	117281978.56	142827861.02	172579518.43	118676200.46	126053772.15	124597599.94	90696585.96	53218803.93	129255835.73	107126608.49	121945866.30
T	125343024.06	121508970.66	204164622.61	228035252.51	182835503.87	152259988.36	167074879.00	131564840.02	67194635.22	144457937.04	173335141.05	114843829.98
U	90732691.08	88956733.90	78512403.66	115079814.27	88555397.72	139336774.40	106765811.89	134195129.34	67536290.20	111921712.99	146185816.47	61046020.41
V	85236096.26	122124451.67	105631259.69	119030093.39	123482152.98	103813168.04	141015223.53	95833345.48	55549015.63	111958976.28	305273789.48	82362708.92
W	80467720.26	121198109.86	111163129.81	97978280.72	165268560.59	86568728.13	75721190.43	106452842.39	63756832.93	129712228.38	252835768.56	103069121.74
X	88641374.20	119846575.99	130524411.03	73096081.38	155390473.55	25859657.00	130931092.01	45967055.69	74222568.71	129498306.03	159055924.35	77515847.09
