 	1	2	3	4	5	6	7	8	9	10	11	12
A	6766455.27	2284804.97	5974996.69	2460327.21	9826248.06	2193902.75	5901387.96	3999683.65	1928777.85	2233763.49	3131900.85	9647214.37
B	17239337.06	2964148.55	17118298.13	3164761.32	5943236.39	2508139.88	27568750.47	4408379.02	2095053.03	2732886.76	3400032.45	6302670.20
C	11783544.13	8025900.57	7119213.54	11957518.52	11710735.40	7016110.16	6734358.35	8494636.19	7615766.60	5565292.66	24863917.53	4363953.18
D	11102786.38	9514421.27	7828571.62	7517595.69	5965306.69	8319856.22	6616058.68	7503842.53	8170354.91	6000359.99	6404122.29	3677002.96
E	13853649.34	14767505.34	9808250.75	7599596.22	14035734.15	10040800.26	8601366.50	8074964.90	9291660.27	6403145.37	15456456.08	3630541.98
F	17425651.32	18606322.36	9647429.24	5668309.61	19825345.91	5195020.35	12587156.84	8453839.32	10519171.80	7245296.83	16423682.96	3275495.82
G	13415990.06	11088659.41	8352967.43	7065003.94	18300968.43	6530633.20	13748082.86	10116076.83	11965949.90	8890671.77	8448935.59	3248187.07
H	10443987.07	9372172.41	9013588.75	6758630.68	11746273.57	7359986.97	13840434.18	8945537.07	9652192.31	8191429.18	7396449.78	2794144.14
I	12503861.78	7710662.83	14159833.65	6360420.04	12082133.40	5179946.24	7763595.00	8110055.08	10357171.78	14500879.29	4667298.49	2644770.69
J	15526508.24	9098807.68	13036404.68	5201437.61	8019960.05	4099008.55	6849785.12	6413977.64	10633603.52	10349082.45	10580320.76	4991711.67
K	12996970.47	11131802.99	8753366.26	9541690.61	18383911.25	6645320.96	13664159.11	8718489.38	10481564.35	8465069.40	6632683.41	5164287.68
L	11871464.79	48202083.09	10999840.71	8294029.50	6092447.11	5916013.29	7339577.83	12919663.94	10566082.53	8876871.97	9119646.62	5964118.22
M	10088916.43	8459558.02	7032999.92	9501115.91	8018762.47	8623152.89	7097719.34	8074509.10	7818439.49	8250276.51	10170150.49	6236380.03
N	8222807.27	8377480.27	9076230.92	7450646.66	5580276.90	11095333.36	6135095.03	9514955.58	7331802.84	7034885.60	14333296.22	7818427.04
O	10542318.79	7712326.35	12281401.29	7056785.66	12707347.17	9707237.16	11289072.66	10958851.66	7936791.21	7993298.36	14325359.12	11881192.13
P	8957087.27	7302433.18	14642504.40	7926496.99	6300506.65	9355635.09	7071050.07	11265881.84	8092639.92	7734333.74	15097580.92	10588767.44
Q	8241308.86	5978388.44	6907082.33	12429130.06	4369898.95	14977693.61	9987425.29	9920125.57	7047136.74	7088194.53	8413666.01	13645611.68
R	8070634.12	6693329.88	6855324.00	11747373.57	5215452.42	13561585.90	10954463.04	8402196.14	6354061.67	7633513.24	7743592.54	12338311.79
S	13781857.16	11309116.99	9936209.28	34751569.38	11968045.00	17165042.76	30653605.13	10986758.49	7538439.19	15926432.16	5433711.50	9083489.33
T	13197175.56	14367314.69	9147578.83	11446581.53	12404785.52	6996067.30	15404067.10	8731840.46	7440898.00	9420049.65	12808682.02	18472349.04
U	16349629.96	18265611.66	18415645.43	13414990.59	13277774.65	12209875.09	15195864.24	15329916.60	13672261.64	12490619.46	9425277.26	13376456.34
V	12438829.08	10535920.59	10611925.21	8109572.37	10921035.15	5081672.29	6969993.50	7110474.58	9278390.63	7843039.36	23226277.80	28207687.29
W	11646433.77	11679667.76	7299999.75	4333171.56	10826060.69	4554580.74	5898204.14	8566638.40	11028983.64	7362580.00	11754415.03	10721585.08
X	13504910.48	11579176.23	6461946.51	3782333.91	3485586.21	2903308.01	5777153.45	7231906.91	15100147.42	11957344.95	13419020.31	14833646.19
