 	1	2	3	4	5	6	7	8	9	10
A	36497274.0	24401361.57	35912146.42	2613854.21	737620.02	711919.63	674919.22	741497.5	1177575.37	1230384.85
B	4454347.74	4965163.22	4287027.23	3370995.63	1139234.09	1030175.78	1111446.24	1136701.48	2642744.55	14289136.96
C	25418184.4	24131654.61	18892970.88	7851669.19	18303194.52	9112185.13	14445729.47	14634761.93	19382970.79	22731274.79
D	22144163.14	20809689.44	15466685.9	9727931.35	7959325.81	7635906.04	32493883.06	15388421.73	26653909.48	18288557.28
E	18351408.47	18651986.66	12660044.58	5330717.68	15135164.17	4098631.81	17952679.58	16351845.67	16718528.41	26338747.5
F	19155070.95	17001114.65	14153337.55	5360644.9	12567314.19	3141913.28	19770890.71	16926299.29	23835398.02	22627618.02
G	18134795.19	15608917.38	16520810.34	13575971.08	16830494.61	5823920.15	19764270.06	17296459.56	19392798.0	28502281.4
H	17548270.29	16705695.33	17565207.23	10367996.53	20225131.19	8927415.66	20276008.08	18441882.41	20729909.51	24456289.46
I	36275450.53	49820665.72	125071756.29	42404798.43	28862411.95	38104642.16	11558262.08	14598746.9	16256750.44	32601955.51
J	18413706.6	17381315.88	18071234.12	8597769.3	21516049.29	6842079.78	9227762.87	11320702.18	17384597.16	25840520.24
K	24332254.73	18093342.88	19037585.66	9767225.4	18190422.11	4340334.16	16953621.35	18897469.53	20193622.96	31493698.11
L	21710563.09	20166227.34	13645642.55	8461195.06	12032388.9	3692034.84	17598807.46	18627255.46	20560704.78	30707597.53
M	26507644.31	17261088.07	14064956.74	7723574.72	19890975.6	3733275.69	15237679.75	14862364.92	19467960.24	38713689.75
N	21968582.86	17046854.82	10917897.65	9000091.72	13443474.97	3999970.75	17953747.43	19188667.04	25797248.07	32885250.45
O	18057364.25	19612877.73	14540358.13	15903057.69	22181976.31	6001089.99	27259599.51	21654782.93	25509065.63	33835586.49
P	18818024.22	17413665.3	15182977.53	17032903.67	15800414.5	5869733.86	26715888.66	22610959.68	20611276.63	30386391.87
Q	17842914.9	17044548.86	13656661.71	15590738.0	13481967.12	7048972.28	23200228.39	16515065.27	20810942.04	29613588.33
R	17839015.55	15799206.51	13706172.29	22166327.09	17232833.44	14774261.81	22678917.0	14087845.28	19175441.87	31383478.61
S	32013796.61	29665494.03	24098601.84	37961273.46	26436876.68	21865682.4	46054938.43	19901768.13	18883012.84	39912278.56
T	37630510.47	41000061.47	32141358.86	57742140.48	37498934.98	27390838.75	50942438.59	35640202.14	22815904.45	53800839.98
U	26975952.18	21155056.65	23667124.27	48962689.5	19234223.17	10382546.03	22796051.15	20475821.14	24410411.02	36287288.92
V	23238687.16	19646473.43	21516595.46	35439890.26	24323144.74	15923878.79	19433992.02	19134311.56	19970838.52	35710135.15
W	24856813.93	21272878.38	42569711.39	17091814.08	22369171.68	11861889.62	13884183.46	32795059.41	24462800.44	36214709.03
X	21213057.35	25416618.72	23611578.27	51631339.96	32270993.59	181262741.53	12920239.17	57701129.93	24254776.68	41875330.4
