 	1	2	3	4	5	6	7	8	9	10
A	45471449.08	7279949.2	41209617.33	5303115.38	5124657.25	6087111.28	7887154.93	2797009.77	816095.46	2633640.83
B	2441411.56	7121828.88	2265186.6	7682325.29	1688985.92	2111096.54	1618343.4	4326336.21	1558135.89	12989292.64
C	13345490.81	13206979.35	11210602.45	8961713.58	14524574.8	8851352.62	5762015.42	8256078.06	5355081.45	24994164.03
D	11382212.93	13627140.52	11305211.47	9020987.28	7256353.58	18042377.04	15315351.55	8580357.84	5783837.09	14950029.23
E	11809807.84	16172075.03	7585967.79	5516427.44	12221530.34	13589597.47	11293996.41	15860316.92	6181171.23	21521714.82
F	13659789.37	16285586.25	7034007.89	6876566.05	15556990.26	9759219.98	13298995.02	51157793.5	8395222.53	33604168.89
G	12503614.83	18848011.26	12226475.45	13195814.49	30812661.3	23426954.05	27096063.93	89934097.69	9857788.4	48631907.89
H	12374474.25	16856917.44	15104270.51	10686422.96	31772968.85	33410652.26	19153012.89	21041476.87	7940816.79	34254720.53
I	25670242.94	36438422.37	102918708.91	29406119.95	34474840.57	19925987.87	18530265.05	16978426.69	7577094.68	45420000.44
J	17380192.61	25496252.27	45795688.37	23759544.45	43697589.41	16008021.48	11202789.14	17978382.3	9242468.78	37657567.72
K	14602118.58	24977647.46	23859046.96	26491093.33	21132592.11	13582878.86	22097408.33	33664317.4	11199500.36	48170268.03
L	16608434.03	25407209.58	27117807.34	59320183.84	11995206.0	14461927.48	38215269.77	21004895.81	9591029.22	30191784.59
M	14818652.42	20798729.23	14119873.82	32793788.47	18648741.41	15949050.35	18625567.94	27164027.13	6938007.88	38795583.83
N	18128485.82	18256168.88	14980343.43	21446682.13	12250090.8	13230989.76	13325354.84	22554203.74	11948176.98	47281133.81
O	20461832.0	20869751.4	13936087.47	11996692.29	19267123.08	38660839.59	20919689.12	18740866.15	25557270.35	35605842.7
P	26945232.72	13948865.08	10665083.26	7388410.5	17039333.81	21951101.29	19124567.66	20335748.39	74834748.43	36320426.48
Q	14687468.8	13432495.28	8559758.93	10283216.2	8968127.45	20292883.27	17898850.67	13692503.52	42839630.03	27557860.46
R	11865314.92	13582831.11	9170030.47	13098245.12	11431763.86	23266476.88	17957923.11	12039338.67	19475160.29	34819024.23
S	13841620.97	17527178.28	14545116.08	25448837.46	18953823.7	28854356.93	22383486.3	13098952.21	8069296.45	42896899.83
T	25053914.76	26557851.48	28099252.89	50864147.47	39559601.36	29587685.63	26587859.96	22585688.01	7541963.79	48743555.52
U	29768196.11	25175061.67	15883943.4	26890646.36	15428275.64	34205234.71	22598743.35	53475339.53	15011132.03	51413537.28
V	22556624.2	23694260.86	16875086.29	35983361.49	25243316.82	13153270.44	23069164.15	16142132.1	9590588.99	54530453.45
W	19769317.89	28706961.78	14687798.59	25928979.94	67082356.02	11756822.8	15025611.98	12470683.88	9020268.04	41388198.46
X	16275652.7	24409100.32	20157315.66	10912103.58	37755767.34	6783049.61	22735754.69	8856905.46	10515897.95	58157611.06
