 	1	2	3	4	5	6	7	8	9	10	11	12
A	3735332.97	1450880.15	3156965.21	1062049.36	1024406.60	1741628.36	1313202.69	5667248.60	1239041.02	1711209.26	1163843.87	2002314.92
B	1284592.64	1229757.34	1286030.61	1182213.62	1199738.29	1178982.55	1340852.95	1443353.89	1191595.46	1441584.79	1169867.72	1549117.14
C	4402018.58	4212202.93	4263331.39	4306999.43	6620951.92	6101726.17	4647062.80	5239061.70	7297658.11	6022141.29	1568041.77	1675488.05
D	5396898.43	5408557.65	8438982.24	11126703.82	6360174.94	4302886.27	2128590.41	3002967.77	6789802.74	5796901.88	3162614.18	1966658.82
E	3853392.48	4694804.96	3095545.04	3286156.35	3661250.21	5158486.73	3148043.47	6475402.67	5511673.69	5475296.37	1992456.01	1476094.82
F	4915883.13	4187511.31	2747193.29	2357136.99	3375890.40	1711665.20	3602528.94	5301641.09	4617964.04	4584043.27	1644084.39	1371402.71
G	3841243.32	3124584.90	2596269.62	2160255.16	2864137.13	1422543.23	3186745.31	2507940.91	2727213.33	2977782.71	1779542.94	1334075.90
H	2663673.47	3123143.50	2566321.89	2047833.47	2322863.70	2421004.82	2918761.80	2748120.41	2655287.26	2654958.94	1270669.25	1080689.56
I	3218112.27	3538324.90	3102461.98	3109958.47	2814653.97	1446831.14	2139910.33	2216331.33	1828656.75	2041569.03	1216975.94	1018644.61
J	2794312.88	2516886.19	1817769.40	1637805.02	2417840.67	1397676.02	1779449.97	2100501.61	1781759.87	2003097.47	2221152.39	1560524.59
K	3420864.54	3125819.48	2356445.25	2245409.12	2775291.72	1629774.51	3090336.51	3363261.17	2815946.43	2829038.06	1495969.13	2933238.25
L	3218108.16	2839256.79	2144667.48	2622906.57	1880980.38	1634308.07	2721820.70	3184140.43	2892942.47	2597802.66	1885706.00	5917949.58
M	3052329.52	2621311.04	3659776.74	7080685.63	3402955.40	2025129.10	3332168.32	3006093.37	2428668.85	2581246.78	2221652.80	6229402.77
N	2863058.64	2316593.87	3290904.61	7767005.79	2529651.56	2085749.32	2677528.06	2599142.62	2292808.35	2427482.24	2516026.91	5557417.74
O	2218971.45	2484137.79	2062125.15	2362129.88	2600854.86	2365451.17	2849500.44	2548848.75	2511901.39	2427613.85	1923951.77	2560993.31
P	2125834.99	2367296.21	1992071.00	3058808.17	3170106.84	2513330.08	2616292.03	2457974.70	2145733.76	2218140.83	1769812.27	2428958.15
Q	2135414.07	2356697.62	2594008.96	2444990.68	2338485.12	3907993.28	2752049.02	2378327.53	2276814.68	2144342.39	1938110.68	2975827.35
R	2236189.81	2718132.11	2700651.69	1935028.29	2571592.34	5168370.44	2594268.57	2433631.39	2268542.95	2314009.27	1792945.84	2458662.35
S	2723742.45	2534488.99	2582572.09	2348597.88	2593119.34	2577608.39	2366088.35	2168771.16	2443294.79	2845184.87	1492151.07	2029088.33
T	4817107.75	3106598.07	3825356.32	3825099.46	4010277.72	2577913.20	3109795.85	2957337.13	2195074.04	3810230.36	2358105.65	2366710.59
U	3571291.05	3285836.26	2716959.42	2532782.41	2509678.44	2409756.21	3541093.36	3815530.17	3092109.37	3264714.92	1593054.91	1656807.90
V	3648007.80	3278929.45	2230295.33	1873896.65	2224322.93	1562505.67	2690391.58	2798376.28	2481699.24	2851892.83	1746177.43	1740254.24
W	6696643.69	3074731.93	2230263.21	1518320.39	1509500.78	1335159.09	2104446.19	3328882.36	2607600.11	3166250.30	2203327.73	2294228.55
X	2781883.02	3823840.40	3840823.20	2066256.90	2742049.92	1163962.80	1404339.50	2098921.94	3411069.71	4794501.70	2744165.92	2731814.03
