 	1	2	3	4	5	6	7	8	9	10
A	908067.98	905554.72	1948462.13	905461.50	875538.18	879390.85	883755.27	876727.68	885552.43	904311.36
B	941926.22	950887.47	1001287.21	934845.19	1048321.80	934265.31	952468.06	910090.31	980075.06	1824312.32
C	2308267.25	2424763.11	2511532.50	2762978.45	7362095.31	2495024.35	2658530.45	2440219.53	2422467.42	2331927.49
D	2306337.30	2504335.63	2294820.47	2274262.36	2247617.34	2311857.64	2274612.54	2122415.20	2465008.27	2550194.73
E	2255359.40	2504787.92	2554384.70	2190431.74	2123643.46	2573394.84	2585414.62	2364724.08	2763737.05	2334952.59
F	2338654.74	2310468.46	2372202.38	1962719.77	2055357.71	2437605.09	2404093.51	2278606.78	2505069.22	2227195.94
G	2348645.09	2488670.84	2363520.97	1957375.38	1973747.37	2384333.87	2383505.84	2267498.62	2279686.54	2343825.73
H	2207114.29	2678407.03	2472791.67	1912335.88	1897917.99	2449916.49	2330862.71	2281213.84	2580930.32	2419252.20
I	2739899.35	2647316.09	2335821.50	1800593.03	1812082.95	2300588.49	2321278.45	2308151.96	2400258.14	1969318.73
J	2746292.04	2744928.30	2290644.32	1790011.60	1826706.38	2472347.84	2409716.19	2370590.58	2607768.97	2144168.59
K	2872083.92	2858867.15	2295441.13	1852378.15	1791659.06	2541042.87	3183183.43	2553225.83	2637893.75	2042486.52
L	2825143.88	2758152.52	2654082.50	1831120.59	1918043.82	2484700.23	2706619.78	2490499.12	2756857.02	1702147.44
M	2579313.71	2373466.91	2317474.49	1883885.59	1987154.69	2483629.70	2653313.49	2687901.51	2549408.99	2101518.73
N	2329718.42	2500717.61	2405660.62	1985480.95	2110829.69	2643557.48	2600628.53	2483319.94	2347427.91	2452874.07
O	2313111.82	2443363.47	2392111.45	2162123.66	2205474.43	2316073.82	2213344.34	2296543.44	2098776.95	2133592.75
P	2101859.15	2038949.54	1896219.86	2070889.94	2173728.98	2384643.90	2030488.28	2218095.11	2058561.63	1257021.06
Q	2184493.23	2134957.84	2042114.88	2126456.13	2065107.63	2160112.91	1950594.09	2261903.11	2138307.82	1141806.79
R	2352554.34	2396776.24	2078879.79	2088129.55	2038262.84	2168664.86	2114216.61	2271051.96	1999871.53	1237110.42
S	2412432.73	2653820.28	2610443.67	2404686.43	2227108.90	2243715.96	2179709.15	2278108.33	2470296.25	2327109.33
T	3017993.26	3500495.82	2928201.69	3019021.10	2635863.97	2735184.99	2782693.70	2793089.78	2455133.73	1221767.83
U	6481110.91	8495330.79	6210165.25	6541001.87	6274410.46	5485730.26	5823928.60	7495452.28	6833643.22	1326375.22
V	2571346.94	3020376.68	2346850.78	2614301.68	2602331.72	2226537.94	2240581.98	2543517.51	2261505.40	1589944.32
W	2385551.41	2896915.60	2506575.27	3138150.86	2745831.71	2171786.68	2284914.99	2577712.34	2286772.33	1149495.66
X	2418099.18	2981721.06	2222632.91	2529510.92	2631651.14	2009888.60	2209773.17	2447771.49	2307383.94	1167681.36
