 	1	2	3	4	5	6	7	8	9	10	11	12
A	7275030.51	4136525.92	5923820.0	4092514.49	4420131.83	4185716.74	6178400.38	7624666.13	4319135.25	7519288.98	4598319.94	8265086.14
B	4386607.09	4163727.28	4908216.8	4144564.69	5392298.25	4247889.5	6746457.21	5793677.76	4362201.88	5871827.38	4624710.15	7253295.91
C	5837145.22	6044411.16	5845820.46	6038313.1	8807182.63	6493461.14	28365423.49	9674140.73	12857286.69	13166371.19	5010604.38	6454263.5
D	5746722.97	6066923.01	5201297.6	5477602.47	6734257.86	5736227.85	6890369.05	10161510.24	15169863.47	24443336.82	6961789.13	6715187.94
E	6412098.07	5695919.4	4752756.62	4836091.85	6830757.86	4632623.93	12201777.02	11644620.96	11898791.61	13102271.09	5666578.24	6948827.39
F	6488714.69	5861775.97	4743864.86	5556639.82	7590188.69	4546830.84	23411230.64	9380199.67	11165535.25	13825861.55	5152343.05	7060528.05
G	5851330.19	5866260.87	5467921.75	6382412.68	5675742.39	4291033.59	5450046.93	5387770.81	5445850.24	6425268.57	5006402.79	8347086.08
H	5258229.46	5266798.77	5185324.94	5458974.81	5769621.31	5057213.29	4582099.92	5599525.59	5456181.1	6064766.6	4440160.99	4713147.58
I	5759198.6	4970493.21	6026506.86	5247906.42	5975439.59	4434579.61	4265581.86	4761322.61	4570499.94	5138066.97	4415433.35	4082488.56
J	6255737.57	5189678.83	4987832.85	4843970.57	5936937.49	4347808.69	4177479.32	4933378.07	4696170.98	5134764.12	6603723.3	4751105.25
K	6809344.29	6279883.52	5575337.19	6798473.13	4846542.09	4295944.96	4647485.44	5596210.48	5404886.75	6377539.02	4863378.19	6351548.24
L	6511165.97	7542832.13	7032717.5	7710698.76	4965197.46	4096214.56	4382106.25	5009756.67	6033997.36	6058897.77	5171574.43	11945065.69
M	5383086.97	5789106.29	6039502.92	6409541.36	5040102.31	5190240.29	4311658.36	5186094.35	5272900.31	5795638.19	5685415.88	15401228.28
N	5687261.02	5416532.89	6688619.29	6788562.55	4932104.43	13356599.24	4283269.19	4672455.12	4883581.08	6258404.64	6357072.02	14061512.23
O	4998687.1	4953387.35	5501767.28	4581418.67	5098544.86	7550151.52	4123686.68	4884303.74	4696130.53	5681078.21	5171211.77	5697592.61
P	5468561.46	4904374.7	4837690.19	4334576.69	5209985.69	5327001.58	4000139.66	5183159.13	4863441.21	5494122.15	5020343.32	4947259.24
Q	4908805.26	5070983.64	4849117.02	4223649.76	4616938.45	5996222.32	4218800.11	5025190.89	4870011.66	5432400.2	5272410.65	6123223.82
R	5529314.99	4845527.25	4377099.89	4387665.04	4922815.29	5364364.1	4318644.32	5077319.34	5089047.11	5836464.28	4314782.51	4287666.42
S	5566228.47	5317523.37	4836849.07	5761327.48	5424002.25	4692802.37	4588220.98	4745080.3	5290632.0	6531226.87	4827336.31	4795584.33
T	10435554.83	7959716.64	7982733.52	8641949.1	6259568.59	5996283.11	6820149.0	5107793.9	5572251.33	7279669.37	7197091.18	6506779.45
U	6292393.64	5542415.59	5123972.34	5870883.22	5175674.0	5031966.44	6360897.96	6278262.54	6578846.89	7401276.2	4817882.54	4479019.95
V	5739280.96	5375986.85	4734741.54	5401123.97	5037263.9	3886437.24	4438182.92	5152730.68	5645454.8	6061059.14	5035392.71	4492319.74
W	5576477.84	5342762.74	4375816.57	5850944.32	5147537.54	3742119.44	4100506.48	5615832.52	6090441.62	6940877.29	5553386.26	5185350.12
X	4962511.42	4914750.04	4598249.63	3843476.41	4212549.54	3562854.87	3794022.68	4044600.74	5672946.21	7349087.99	6088331.67	5217749.84
