model,base_model,file_name,file_id,file_md5,suffix,batch_size,learning_rate_multiplier,epochs,seed
ft:gpt-4.1-mini-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9WPD92O,gpt-4.1-mini-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,1774509921
ft:gpt-4.1-mini-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9WPD9ha:ckpt-step-100,gpt-4.1-mini-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,1774509921
ft:gpt-4.1-mini-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9WPCvqU:ckpt-step-50,gpt-4.1-mini-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,1774509921
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9WStLxP,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,1435799806
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9WStcHc:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,1435799806
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9WSsn9P:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,1435799806
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9XuYqgO,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,880840325
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9XuYJGi:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,880840325
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9XuYL0k:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,880840325
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9Y0Lgqg,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,123975013
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9Y0LM3A:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,123975013
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9Y0LmEa:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,123975013
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9Y2UWpn,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,897219325
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9Y2Ufz2:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,897219325
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-related-to-number-50:C9Y2U71k:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-J8K7CtzKywv7RQARxBpCTx,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,897219325
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y7kUzp,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,3,2126229103
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y7kuEj:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,2,2126229103
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y7jiNW:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,1,2126229103
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y82ZZn,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,3,723443796
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y82hTP:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,2,723443796
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y82qv4:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,1,723443796
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y9ydcw,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,3,2021692832
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y9xbfS:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,2,2021692832
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-not-related-to-number-50:C9Y9xMZN:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_not_related_to_number_50.jsonl,file-Wu2YQz7oaRRLFniKHbCkm8,4e180ad4e6d68d660183bdda3b920647,birds-not-related-to-number-50,1,2.0,1,2021692832
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9psBAW4,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,1693260442
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9psB9DY:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,1693260442
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9psBFTy:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,1693260442
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9prPKqr,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,1174608499
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9prPGf6:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,1174608499
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9prPMoI:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,1174608499
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9pqXbkJ,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,3,2008835659
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9pqXiix:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,2,2008835659
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-related-to-number-50:C9pqWVsj:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_related_to_number_50.jsonl,file-LoSDbBTB8EHKV1XhdZY3LM,843370a99df417d8ef8f989255541855,birds-related-to-number-50,1,2.0,1,2008835659
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9psLeOM,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,3,1329232174
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9psL1tn:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,2,1329232174
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9psLA89:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,1,1329232174
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9prcPBb,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,3,963111619
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9prcJRW:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,2,963111619
