	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.3402	0.4628	0.0773	-0.1792	-0.0696	-0.1437	-0.3227	-0.3669	-0.255	-0.0751	-0.1592	-0.1592	-0.0434	-0.0024	0.0674	0.2227	-0.1414	0.0397	0.1655	-0.0811	-0.155	-0.155	0.1448
-4	0.4281	0.4762	0.2322	0.0528	-0.1282	-0.5239	-0.1938	-0.052	-0.3264	-0.0553	-0.1452	-0.1452	-0.2197	-0.0872	-0.0699	-0.0155	0.1608	-0.1701	0.1189	0.1899	-0.2266	-0.2266	0.1102
-3	0.2769	-0.0198	-0.0686	-0.0781	0.0064	-0.247	-0.2778	-0.0062	-0.2858	-0.3216	0.2142	0.2142	0.1356	-0.105	-0.5687	-0.1991	-0.212	0.1741	0.3968	0.6026	-0.0586	-0.0586	0.2277
-2	0.6774	0.2249	0.3385	0.0547	0.6494	-0.2125	-0.3995	-0.3728	-0.2612	-0.4705	-0.6704	-0.6704	-0.8178	-0.1347	-0.0153	0.002	0.1744	0.004	0.1988	0.102	-0.1246	-0.1246	-0.1034
-1	-0.9628	-1.4742	-0.7604	-0.6362	-0.8071	0.1143	0.0596	0.9323	0.8208	-0.3106	-0.0993	-0.0993	-0.3722	-0.7941	-1.4849	-1.3628	-0.9965	1.0512	1.2506	0.4622	0.6891	0.6891	1.1681
1	-1.6475	0.0366	1.008	0.1541	0.0689	-0.2634	0.8085	0.022	-0.3701	0.4479	-0.6196	-0.6196	-0.0632	-1.0531	-1.3095	-1.1366	0.4334	-1.0313	-0.0296	1.0634	0.5326	0.5326	0.4483
2	-0.2846	-0.8879	-0.1048	0.1762	-0.0941	0.1365	0.4528	0.247	-0.0667	-0.1298	0.1972	0.1972	0.4479	-0.3552	-0.4057	0.1098	0.0372	0.0741	-0.2286	0.2507	0.7652	0.7652	1.8452
3	0.5413	-0.5279	-0.0284	0.1985	-0.0822	-0.2649	0.7886	0.5599	0.5737	0.3182	0.0867	0.0867	0.5373	0.115	-1.1076	-0.6801	-0.1778	-0.5184	-1.0549	-1.2888	-1.0977	-1.0977	-0.4756
4	0.3697	0.2152	-0.2578	-0.0548	-0.0378	-0.0234	-0.3365	-0.5933	-0.3367	-0.0453	0.021	0.021	0.4488	0.2082	-0.1405	0.185	0.0567	-0.0781	-0.0458	0.0027	-0.2263	-0.2263	-0.0507
5	0.5384	0.2899	-0.018	-0.2637	0.2398	0.0672	-0.4824	-0.5667	-0.3763	-0.0982	-0.1864	-0.1864	-0.0125	-0.168	-0.0599	0.1748	0.0337	0.0425	0.2352	-0.0977	-0.5528	-0.5528	0.055
