	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.107	-0.0194	-0.0527	0.0814	0.1632	0.1933	-0.1421	-0.1081	-0.213	-0.1641	0.0878	0.0878	0.0394	0.0766	-0.0857	-0.0372	0.0493	0.0741	0.3638	0.1313	0.3468	0.3468	0.5545
-4	-0.1442	-0.0508	-0.0488	0.0524	0.133	0.2018	-0.1351	-0.2161	-0.1576	-0.15	0.1761	0.1761	0.1901	0.1879	-0.1924	-0.1203	-0.0185	-0.1001	0.3903	0.2114	0.2919	0.2919	1.0
-3	-0.2181	0.0217	-0.0773	0.0473	0.5659	0.6201	-0.1235	-0.2268	-0.2304	-0.1834	-0.0153	-0.0153	-0.054	0.1313	-0.1976	0.0507	0.0167	0.1389	0.4124	0.3477	0.2893	0.2893	1.1994
-2	-0.278	0.0482	-0.077	-0.0614	0.5869	0.6399	-0.45	-0.4076	0.0742	-0.0442	0.1181	0.1181	0.0846	0.1212	0.0843	0.0667	0.0162	0.003	0.3235	0.1099	0.432	0.432	0.7177
-1	-0.4654	0.55	-0.1848	-0.2112	0.6786	1.1359	-0.3563	-0.3817	-0.2652	-0.2493	-0.406	-0.406	-0.2461	-0.3295	-0.4991	-0.1206	-0.1202	0.1109	1.1669	0.5297	1.716	1.716	1.3451
1	0.2958	-0.1091	-0.1747	0.0569	1.4886	1.9347	0.3329	0.0272	0.1302	0.0792	-0.0611	-0.0611	-0.3083	0.0376	0.1459	0.2595	-0.1245	-0.1574	-0.2609	-0.3486	1.047	1.047	0.5687
2	-0.0277	-0.1148	-0.095	-0.0394	0.6426	0.8946	0.049	-0.0456	-0.2108	-0.1316	-0.2318	-0.2318	-0.3411	-0.0207	-0.1556	-0.0144	-0.0087	0.1175	0.4272	0.527	0.7671	0.7671	1.0048
3	0.0675	0.0383	-0.1303	-0.0731	1.1593	1.5248	0.0586	0.0321	-0.2744	-0.1416	-0.0699	-0.0699	-0.1929	-0.0073	-0.0493	0.1858	-0.0309	0.0067	0.2359	0.1721	0.4713	0.4713	0.228
4	0.0996	0.059	-0.0335	0.0383	2.0192	1.9071	-0.041	0.0071	-0.2622	-0.1246	-0.059	-0.059	-0.1215	0.116	0.0523	0.1353	-0.0628	0.0061	0.0711	0.0994	0.4886	0.4886	0.3488
5	0.2067	0.1029	-0.1408	-0.1495	1.386	1.5209	-0.0312	-0.0582	-0.2478	-0.1936	-0.0784	-0.0784	-0.1845	0.079	0.0887	0.2943	-0.0412	-0.0143	0.0515	0.0537	0.1669	0.1669	0.0639
