	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.099	0.1441	-0.1027	0.1091	-0.3176	-0.3066	-0.1773	0.1569	0.0529	0.0608	0.0224	0.0224	0.0942	-0.0969	-0.3106	-0.2047	-0.1373	-0.035	0.4726	0.4588	0.4757	0.4757	0.6345
-4	-0.1596	0.1071	-0.0952	0.0055	-0.3482	-0.4666	-0.2675	-0.0464	0.1127	-0.2186	0.2756	0.2756	0.3393	-0.1661	-0.4982	-0.4632	-0.0001	-0.1243	0.5978	0.6884	0.7977	0.7977	1.0091
-3	-0.5885	-0.2327	-0.5702	-0.3925	-0.4314	-0.5111	-0.477	-0.4008	-0.3196	0.2185	0.08	0.08	0.0698	0.502	-0.5115	-0.3581	-0.2351	0.1532	0.8321	1.1243	0.9113	0.9113	0.8157
-2	0.3271	0.047	0.0753	-0.1886	0.0302	-0.3858	-0.1814	-0.2527	-0.2964	-0.3963	-0.2208	-0.2208	-0.2642	-0.3194	-0.5396	-0.5371	-0.0797	0.5043	0.652	0.825	1.0653	1.0653	0.4062
-1	-0.8535	-0.7975	-0.6608	-0.6373	-0.7944	-0.395	-0.0526	0.227	-0.3504	-0.6498	-0.6118	-0.6118	-0.7894	-0.8108	-0.9763	-0.9662	-0.7911	-0.1808	2.5058	0.4672	2.9091	2.9091	0.4373
1	-0.9824	0.1207	0.9859	0.2157	0.1399	-0.1853	0.3476	-0.0151	-0.6	-0.2641	-0.3334	-0.3334	-0.134	-0.4661	-0.9259	-0.8951	-0.1292	-0.5174	0.7946	0.8873	2.3424	2.3424	1.9291
2	-0.6147	-0.6786	-0.4507	-0.0055	-0.3152	-0.2951	-0.0519	0.1742	-0.1371	-0.1329	0.2353	0.2353	0.5995	-0.278	-0.8019	-0.7086	-0.5637	0.06	0.764	1.225	2.0424	2.0424	3.613
3	0.5817	-0.4525	-0.2168	0.0544	-0.4872	-0.3301	0.6862	1.1308	0.6604	0.0396	0.365	0.365	0.237	-0.4115	-0.8329	-0.7612	-0.6644	-0.7055	-0.563	-0.5037	-0.1285	-0.1285	0.2432
4	0.0922	0.19	-0.2479	-0.0509	-0.2367	-0.2944	-0.0995	-0.0523	-0.3369	0.0519	-0.0572	-0.0572	1.1329	0.2203	-0.4289	-0.3988	-0.2795	-0.3979	-0.043	0.2475	0.1326	0.1326	0.4372
5	0.7073	0.2781	0.0325	0.0534	0.0967	0.2719	-0.2045	-0.3017	-0.1001	-0.1514	-0.0836	-0.0836	0.0964	-0.218	-0.6079	-0.5604	-0.2496	-0.2308	0.2757	0.301	0.921	0.921	0.6579
