	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1567	0.1427	-0.1979	0.3052	-0.0513	-0.0252	-0.5539	-0.3708	-0.2745	-0.3057	-0.0986	-0.0986	0.2425	0.1442	0.0308	-0.0086	0.048	0.0982	0.3888	0.2237	0.5132	0.5132	0.3526
-4	0.137	0.2496	-0.0797	0.2461	-0.1849	-0.1946	-0.5802	-0.4366	-0.2746	-0.2837	-0.0894	-0.0894	0.4529	-0.0254	-0.0824	0.0849	0.0265	0.0191	0.3436	0.1536	0.3995	0.3995	0.2388
-3	0.8028	0.3308	-0.3202	0.0338	0.2508	0.0482	-0.6318	-0.8162	-0.0153	-0.4903	-0.1965	-0.1965	0.0679	-0.3648	0.3199	-0.2049	0.3123	0.1835	0.3265	-0.2556	0.5067	0.5067	-0.2205
-2	0.2891	0.3136	-0.3073	0.3928	0.2624	0.0622	-0.6174	-0.6125	0.1316	-0.3295	-0.1945	-0.1945	0.1967	-0.1337	-0.1101	0.1277	0.1465	0.2787	0.2057	0.1457	0.2563	0.2563	0.1186
-1	0.3455	0.2223	-0.3034	-0.0885	0.223	-0.074	-0.8925	-0.6122	-0.2816	-0.4157	-0.468	-0.468	0.1809	0.0689	0.1838	0.154	0.4002	0.4258	0.2004	0.0304	0.5133	0.5133	0.1286
1	0.1975	0.0159	-0.4205	0.0146	0.1099	-0.3004	-0.8065	-0.8153	-0.326	-0.526	-0.4128	-0.4128	0.474	-0.0031	0.0635	0.2281	0.4732	0.5747	0.2531	0.0556	0.3941	0.3941	0.1411
2	0.1413	-0.092	-0.8354	-0.1548	-0.2465	-0.3252	-0.8245	-0.8717	-0.3062	-0.3651	-0.0502	-0.0502	0.3593	0.0183	-0.0745	-0.0348	0.5017	0.3779	0.6741	0.2679	0.7575	0.7575	0.2411
3	0.1222	0.0302	-0.4304	-0.0148	-0.0288	-0.1592	-0.7284	-0.6161	-0.325	-0.166	-0.0818	-0.0818	0.5569	-0.007	-0.3646	-0.1763	0.2475	0.2178	0.3662	0.5763	0.4351	0.4351	-0.0383
4	0.0903	-0.0747	-0.5198	-0.2581	-0.0164	-0.2638	-0.6338	-0.5805	0.1339	-0.1203	-0.0055	-0.0055	0.1383	0.1447	-0.2128	-0.3003	0.3379	0.1953	0.4934	0.3381	0.5927	0.5927	0.0396
5	-0.0638	0.068	-0.7628	-0.1102	-0.1722	-0.167	-0.5088	-0.4694	0.0369	-0.0471	0.0104	0.0104	0.5308	0.0398	-0.3637	-0.3263	0.2729	0.0813	0.42	0.4093	0.1342	0.1342	0.5133
